ID,Date,Newspaper,Page,First Head?,Head Size,Text Size,Continuation Size,Number of Columns,Top Half?,External source credited?,Gender: reporter1,Gender: reporter2,Reporter location,Embedded reporter used?,Story Type,Story setting/ occasion,Overall tone of story,Reporter Disdain?,Reporter Correction?,Prognosis1,Prognosis2,Prognosis3,Prognosis4,Prognosis5,Prognosis6,Prognosis7,Prognosis8,Prognosis9,Prognosis10,Prognosis11,Prognosis12,Prognosis13,Prognosis14,Prognosis15,Prognosis16
1589,26/03/2003,Daily Mail,12,Short back on the attack over 'impatient' allies,9.12,76.5,,2,TRUE,None,9,9,Other: No location,9,Straight: events over last 24 hours,Political: Planned Media opportunity,25,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1590,26/03/2003,Daily Mail,12,Kumquat-cool Blair wasn't feeling the heat,45.15,236.28,,4,FALSE,None,1,9,Downing Street/ Whitehall,9,Comment: Reporter evaluation,Political: Press conference/briefing,25,UK administration,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1591,26/03/2003,Daily Mail,13,Why Bush and his new best buddy could fall out over what lies ahead,92.61,292.16,,4,TRUE,None,1,9,White House/ Washington general,9,Comment: Reporter evaluation,Media: Journalist rpt./ News analysis,32,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9
1592,26/03/2003,Daily Mail,14,Problems that won't go away,8.85,130.32,,1,TRUE,None,9,9,Analysis: not applicable,9,Editorial,Media: Journalist rpt./ News analysis,25,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1593,26/03/2003,The Independent,1,Basra 'rises up' against Saddam,118.08,244.24,,6,TRUE,None,1,9,CentCom/Qatar/ Kuwait,2,Straight: events over last 24 hours,Conflict zone: Mil briefing/ rpt. from Centcom,40,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1594,26/03/2003,The Independent,1,'Friendly fire' kills two more UK troops,13.65,73.53,,1,TRUE,None,1,9,Other: No location,9,Straight: events over last 24 hours,Conflict zone: Report from battle/action,25,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1595,26/03/2003,The Independent,1,Baghdad digs deep as bombs fall and secret police circle,27.5,175.01,,6,FALSE,None,1,1,Baghdad,2,Straight: events over last 24 hours,Conflict zone: Report from battle/action,27,No/ N/A,No/ N/A,1,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9
1596,26/03/2003,The Independent,2,"Digging in: troops held up in desert sandstorms, leaders hit by political firestorms",89.91,726.7,,8,TRUE,None,1,9,Other: No location,9,Straight: events over last 24 hours,Conflict zone: Report from battle/action,32,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9
1597,26/03/2003,The Independent,3,"The cost of war: $75bn, and rising",66.88,246.82,,8,TRUE,None,1,9,White House/ Washington general,9,Straight: events over last 24 hours,Political: Legislative,26,No/ N/A,No/ N/A,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1598,26/03/2003,The Independent,3,Is the Allied strategy in difficulties? The world's generals give their verdict,66.88,425.01,,4,TRUE,None,9,9,,9,Expert/politician,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1599,26/03/2003,The Independent,3,A campaign at the crossroads,1.92,92.9,,0,TRUE,None,9,9,,9,Graphics/montage only,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1600,26/03/2003,The Independent,4,"In the long hours of darkness, Baghdad shakes to the constant low rumble of B-52s",49.77,379.69,,6,TRUE,None,1,9,Baghdad,2,Postcard/ Experience/ 'Novelistic' description,Conflict zone: Report from battle/action,18,No/ N/A,No/ N/A,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1601,26/03/2003,The Independent,4,The conundrum: Can Allies avoid a Battle of Berlin?,21.96,203.39,,6,FALSE,None,9,9,,9,Expert/politician,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1602,26/03/2003,The Independent,5,UK marines finally calm the vital port that proved so resistant,60.7,360.34,,8,TRUE,None,1,9,Umm Qasr,8,Straight: events over last 24 hours,Conflict zone: Report from battle/action,32,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1603,26/03/2003,The Independent,5,America and Ankara deadlocked over Turkey's role in Kurdish Iraq,36.74,158.67,,4,FALSE,None,1,9,Turkey,9,Straight: events over last 24 hours,Conflict zone: Report from battle/action,31,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1604,26/03/2003,The Independent,6,Allies order urgent review after 'friendly fire' deaths,49.01,224.46,,4,TRUE,None,1,9,Other: No location,9,Straight: events over last 24 hours,Conflict zone: Report from battle/action,25,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1605,26/03/2003,The Independent,6,"'He died a hero, doing the job he loved'",17.1,220.08,,4,TRUE,None,1,9,Other: No location,9,Straight: events over last 24 hours,Other causes or occasions,33,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1606,26/03/2003,The Independent,6,Troops on alert for Saddam's suicide squad,14.4,162.54,,4,FALSE,None,2,9,Southern Iraq,1,Straight: events over last 24 hours,Conflict zone: Report from battle/action,27,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1607,26/03/2003,The Independent,6,Challenger II: Backbone of the British assault,3.76,54.18,,3,TRUE,None,9,9,,9,Other: 'light' or jokey/ 4th+ story,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1608,26/03/2003,The Independent,7,Why there has been no dissent before the Basra 'revolt',44.07,211.99,,8,TRUE,None,1,9,Northern Iraq,8,Analysis: info from different points in time,Conflict zone: Report from battle/action,18,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1609,26/03/2003,The Independent,7,…And why the second city is vividly acquainted with insurrection,39.24,171.14,,8,TRUE,None,1,9,Other: No location,9,Analysis: info from different points in time,Media: Journalist rpt./ News analysis,19,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1610,26/03/2003,The Independent,7,Russia rejects US claim of violating weapons embargo,23.7,131.15,,2,FALSE,None,1,9,New York,9,Straight: events over last 24 hours,Political: International Event/ Summit,26,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1611,26/03/2003,The Independent,8,Cholera warning as Red Cross tries to restore clean water,50.02,199.95,,8,TRUE,None,1,9,Other Middle East location (not Qatar/ Kuwait),2,Straight: events over last 24 hours,Conflict zone: Aid delivery/ humanitarian,24,No/ N/A,No/ N/A,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9
1612,26/03/2003,The Independent,8,How a breakdown in sanitation can bring a city to its knees within a few days,32.8,235.64,,7,TRUE,None,9,9,,9,Expert/politician,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1613,26/03/2003,The Independent,8,Extra £30m in aid announced by Short,14.49,74.82,,4,FALSE,None,1,9,Other: No location,9,Straight: events over last 24 hours,Political: Government,25,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1614,26/03/2003,The Independent,8,US general with Iraq role linked to hardline Israelis,12.15,69.66,,2,FALSE,None,9,9,Other: No location,9,Straight: events over last 24 hours,Other causes or occasions,18,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1615,26/03/2003,The Independent,11,Arab governments struggle to control protests against US,52.36,195.22,,8,TRUE,None,1,9,Other: No location,9,Straight: events over last 24 hours,Political: Interest Group/ Anti-war protest,24,No/ N/A,No/ N/A,3,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
1616,26/03/2003,The Independent,11,King Abdullah under pressure after furious subjects urge support for Saddam,29.5,201.24,,8,TRUE,None,1,9,Other Middle East location (not Qatar/ Kuwait),9,Straight: events over last 24 hours,Political: Interest Group/ Anti-war protest,24,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1617,26/03/2003,The Independent,12,"Split between US and Europe a risk to the world, warns Blair",54.12,124.27,,6,TRUE,None,1,9,Other: No location,9,Straight: events over last 24 hours,Political: Press conference/briefing,32,No/ N/A,No/ N/A,3,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9
1618,26/03/2003,The Independent,12,No 10 hopes the 'Thatcher factor' can ease pressure,26.52,174.58,,2,TRUE,None,1,9,Analysis: not applicable,9,Analysis: info from different points in time,Media: Journalist rpt./ News analysis,25,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1619,26/03/2003,The Independent,12,Friendly piffle from a nice young man,15.2,168.56,,2,FALSE,None,9,9,,9,Political/ Commons sketch,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1620,26/03/2003,The Independent,18,Mr Blair still needs to justify the considerable risks he has taken by launching this war,39.13,331.09,,2,TRUE,None,9,9,Analysis: not applicable,9,Editorial,Media: Journalist rpt./ News analysis,25,No/ N/A,No/ N/A,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1621,26/03/2003,The Independent,18,Arab disunity,3.36,73.45,,1,FALSE,None,9,9,Analysis: not applicable,9,Editorial,Media: Journalist rpt./ News analysis,30,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1622,26/03/2003,The Times,1,Rebels rise against Saddam,119.88,199.95,,2,TRUE,None,1,1,White House/ Washington general,9,Straight: events over last 24 hours,Conflict zone: Report from battle/action,40,No/ N/A,No/ N/A,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1623,26/03/2003,The Times,1,Troops find chocolate is key to new friends,29.5,113.09,98.04,3,TRUE,None,1,9,Umm Qasr,8,Straight: events over last 24 hours,Conflict zone: Report from battle/action,33,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1624,26/03/2003,The Times,1,Why dictator's lad Uday speaks reet good English,18.81,71.81,,5,FALSE,None,2,9,Other: No location,9,"Feature: profile, interview",Other causes or occasions,19,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1625,26/03/2003,The Times,2,$1bn appeal for biggest aid task in history,51.03,261.87,,5,TRUE,None,1,9,Other: No location,9,Straight: events over last 24 hours,Conflict zone: Aid delivery/ humanitarian,32,No/ N/A,No/ N/A,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9
1626,26/03/2003,The Times,2,Show of unity hides looming disagreements,29.97,157.38,,2,FALSE,None,1,9,Analysis: not applicable,9,Analysis: info from different points in time,Media: Journalist rpt./ News analysis,24,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9
1627,26/03/2003,The Times,3,A death in the family as Black Watch mourns its first combat fatality in more than 30 years,97.65,235.21,,7,TRUE,None,1,2,Other: No location,8,Straight: events over last 24 hours,Conflict zone: Report from battle/action,33,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1628,26/03/2003,The Times,3,Boyhood dream dies in the sands of Basra,17.55,102.34,,1,TRUE,None,9,9,,9,Other: 'light' or jokey/ 4th+ story,Other causes or occasions,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1629,26/03/2003,The Times,3,Lives remembered,21.8,306.36,,6,FALSE,None,9,9,Other: No location,9,"Feature: profile, interview",Other causes or occasions,33,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1630,26/03/2003,The Times,3,Iraqi orphan flown to join wounded on British hospital ship,40.32,190.49,,8,FALSE,None,1,9,Aircraft carrier/ Military ship,1,Straight: events over last 24 hours,Conflict zone: Other/ human interest,33,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1631,26/03/2003,The Times,4,Militiamen get ready to fight the street battle of Baghdad,51.8,190.06,,8,TRUE,Other,1,9,Baghdad,2,Straight: events over last 24 hours,Conflict zone: Report from battle/action,24,No/ N/A,No/ N/A,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9
1632,26/03/2003,The Times,4,Saddam's elite troops dig in for ultimate test,72.02,249.4,,7,TRUE,None,1,9,Analysis: not applicable,9,Analysis: info from different points in time,Media: Journalist rpt./ News analysis,27,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1633,26/03/2003,The Times,4,Lessons of Vietnam absorbed by another US foe,38.09,224.46,,7,FALSE,None,1,9,Analysis: not applicable,9,Analysis: info from different points in time,Media: Journalist rpt./ News analysis,35,No/ N/A,No/ N/A,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1634,26/03/2003,The Times,4,Pick-up trucks challenge US tanks on way to Baghdad,28.42,143.19,,1,TRUE,None,9,9,,9,Other: 'light' or jokey/ 4th+ story,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1635,26/03/2003,The Times,4,Guerrilla war theory turned on its head,43.44,156.09,,5,FALSE,None,9,9,,9,Other: 'light' or jokey/ 4th+ story,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1636,26/03/2003,The Times,5,Price of war is rising and will tax Chancellor,46.8,372.81,,8,TRUE,None,2,9,Analysis: not applicable,9,Analysis: info from different points in time,Media: Journalist rpt./ News analysis,24,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1637,26/03/2003,The Times,6,"Rumsfeld sent too few troops, say retired generals",47.46,221.02,,8,TRUE,None,1,1,White House/ Washington general,9,Straight: events over last 24 hours,Other causes or occasions,18,No/ N/A,No/ N/A,3,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9
1638,26/03/2003,The Times,6,"Stay home, US chief tells Iraqis",17.82,77.4,,2,FALSE,None,1,9,CentCom/Qatar/ Kuwait,9,Straight: events over last 24 hours,Conflict zone: Mil briefing/ rpt. from Centcom,32,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1639,26/03/2003,The Times,7,Desert Rats hit Basra in switch of tactics,48.38,200.38,,2,TRUE,None,1,9,CentCom/Qatar/ Kuwait,9,Straight: events over last 24 hours,Conflict zone: Mil briefing/ rpt. from Centcom,33,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1640,26/03/2003,The Times,7,Marine fights with the sounds of surrender,27.54,130.72,,2,FALSE,None,9,9,Other: No location,9,Straight: events over last 24 hours,Conflict zone: Report from battle/action,33,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1641,26/03/2003,The Times,8,"We won't let you down again, Blair tells Iraqis",66.58,225.32,,8,TRUE,None,1,9,Other: No location,9,Straight: events over last 24 hours,Political: Press conference/briefing,33,No/ N/A,No/ N/A,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1642,26/03/2003,The Times,8,War leader puts on an awesome display of faith,26.86,174.58,,2,FALSE,None,1,9,,9,Political/ Commons sketch,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1643,26/03/2003,The Times,9,Bands reflect discord across a divided nation,73.46,203.82,,8,TRUE,None,1,9,Other: No location,9,Straight: events over last 24 hours,Other causes or occasions,29,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1644,26/03/2003,The Times,10,Cool intellectual is hot on new war concepts,68.8,306.59,,7,TRUE,None,1,9,Feature/interview: not applicable,9,"Feature: profile, interview",Media: Journalist rpt./ News analysis,33,UK media,No/ N/A,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1645,26/03/2003,The Times,12,Returning Iraqis vow to join the resistance,54.23,182.32,,8,TRUE,None,1,2,Other Middle East location (not Qatar/ Kuwait),9,Straight: events over last 24 hours,Conflict zone: Report from battle/action,35,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1646,26/03/2003,The Times,12,Euphoria grips Ramallah after Iraq 'victories',77.1,156.95,,2,TRUE,None,1,9,Other Middle East location (not Qatar/ Kuwait),9,Straight: events over last 24 hours,Other causes or occasions,35,No/ N/A,No/ N/A,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1647,26/03/2003,The Times,21,Southern strategy,13.95,205.4,,2,TRUE,None,9,9,Analysis: not applicable,9,Editorial,Media: Journalist rpt./ News analysis,32,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1648,26/03/2003,The Times,21,Turkish Trouble,14.28,200.2,,2,TRUE,None,9,9,Analysis: not applicable,9,Editorial,Media: Journalist rpt./ News analysis,31,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1649,26/03/2003,The Guardian,1,Troops lay siege to Basra,129.59,273.48,,2,TRUE,None,1,1,Various international locations,9,Straight: events over last 24 hours,Conflict zone: Mil briefing/ rpt. from Centcom,40,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1650,26/03/2003,The Guardian,1,Voices from a city in chaos,7.35,131.6,,2,FALSE,None,9,9,Other: No location,9,"Feature: profile, interview",Media: interviews,32,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1651,26/03/2003,The Guardian,1,US advance grinds to halt in teeth of storm,46.2,202.53,,4,TRUE,None,1,9,Southern Iraq,1,Straight: events over last 24 hours,Conflict zone: Report from battle/action,26,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1652,26/03/2003,The Guardian,2,Blair pleads for US and Europe to end rift over Iraq,90.27,265.31,,3,TRUE,None,1,9,Other: No location,9,Straight: events over last 24 hours,Political: Press conference/briefing,32,No/ N/A,No/ N/A,5,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9
1653,26/03/2003,The Guardian,2,Naval alert against suicide attacks,16.1,99.76,,1,TRUE,None,1,9,Aircraft carrier/ Military ship,1,Straight: events over last 24 hours,Conflict zone: Report from battle/action,32,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1654,26/03/2003,The Guardian,2,Focused,6.96,3.69,,0,TRUE,None,9,9,Cartoon/photo/graphic,9,Photo (+ headline) only,Conflict zone: Report from battle/action,02,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1655,26/03/2003,The Guardian,2,Bush backer sponsoring pro-war rallies,16.38,129,,5,FALSE,None,1,9,White House/ Washington general,9,Straight: events over last 24 hours,Political: Other political actions,18,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1656,26/03/2003,The Guardian,3,Baghdad: the struggle for survival,83,166.84,,4,TRUE,None,2,9,Baghdad,2,Straight: events over last 24 hours,Conflict zone: Report from battle/action,32,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1657,26/03/2003,The Guardian,3,UN will appeal for $1bn in largest ever aid operation,40,158.24,,4,FALSE,None,1,9,Other: No location,9,Straight: events over last 24 hours,Political: Other political actions,32,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1658,26/03/2003,The Guardian,4,British plan to take Basra by force,85.74,299.82,,7,TRUE,None,1,1,CentCom/Qatar/ Kuwait,2,Straight: events over last 24 hours,Conflict zone: Mil briefing/ rpt. from Centcom,32,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1659,26/03/2003,The Guardian,4,A lot of patience - and a little luck - help to clear aid channel of mines,27.9,267.89,,4,FALSE,None,1,9,Aircraft carrier/ Military ship,1,Straight: events over last 24 hours,Conflict zone: Report from battle/action,32,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1660,26/03/2003,The Guardian,5,City of conflict,10.54,117.04,,3,TRUE,None,1,9,Other: No location,9,Analysis: info from different points in time,Media: Journalist rpt./ News analysis,99,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1661,26/03/2003,The Guardian,5,Ulster experience may help - but only up to a point,48.23,267.46,,8,FALSE,None,1,9,Analysis: not applicable,9,Analysis: info from different points in time,Media: Journalist rpt./ News analysis,33,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1662,26/03/2003,The Guardian,6,US claims 500 killed in sweep past Najaf,66.84,248.97,,4,TRUE,Other,1,9,Other: No location,9,Straight: events over last 24 hours,Conflict zone: Report from battle/action,32,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1663,26/03/2003,The Guardian,6,Veterans question war strategy,8.4,70.52,,3,TRUE,None,1,9,White House/ Washington general,9,Straight: events over last 24 hours,Other causes or occasions,18,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1664,26/03/2003,The Guardian,7,Fearing Saddam but not trusting the US,83.31,363.09,,4,TRUE,None,1,1,Iran,9,Straight: events over last 24 hours,No identifiable setting,26,No/ N/A,No/ N/A,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1665,26/03/2003,The Guardian,7,Disagreement that spans the centuries,7.2,55.61,,1,TRUE,None,9,9,,9,Other: 'light' or jokey/ 4th+ story,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1666,26/03/2003,The Guardian,7,Iraqi exiles put patriotism first as they return home to fight invaders,28.44,196.51,,4,FALSE,None,1,9,Syria,9,Straight: events over last 24 hours,Conflict zone: Report from battle/action,35,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1667,26/03/2003,The Guardian,8,Villagers caught in attack on guerrillas,59.6,233.92,,7,TRUE,None,1,9,Northern Iraq,8,Straight: events over last 24 hours,Conflict zone: Report from battle/action,26,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1668,26/03/2003,The Guardian,9,Awkward squad tries to sharpen view,84.22,308.94,,4,TRUE,None,1,9,CentCom/Qatar/ Kuwait,2,Straight: events over last 24 hours,Conflict zone: Mil briefing/ rpt. from Centcom,32,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1669,26/03/2003,The Guardian,9,4m in Europe sign up for al-Jazeera,11.2,87.72,,1,TRUE,None,2,9,Other: No location,9,Straight: events over last 24 hours,Media: other media actions,07,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1670,26/03/2003,The Guardian,9,"Coughs and Stam'rs help Blair say it clearly, again and again",25.65,234.35,,4,FALSE,None,1,9,Analysis: not applicable,9,Analysis: info from different points in time,Media: Journalist rpt./ News analysis,25,No/ N/A,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1671,26/03/2003,The Guardian,10,Tributes paid to British combat victims,56.95,206.8,,4,TRUE,None,1,1,Other: No location,9,Straight: events over last 24 hours,Other causes or occasions,33,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1672,26/03/2003,The Guardian,11,Rightwingers dismiss UN role in future Iraq,66.46,211.13,,4,TRUE,None,1,9,Other: No location,9,Straight: events over last 24 hours,Political: Other political actions,32,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1673,26/03/2003,The Guardian,11,Can Blair convince Bush to share his belief in the international institutions?,28.09,311.75,,8,TRUE,None,1,9,Analysis: not applicable,9,Analysis: info from different points in time,Media: Journalist rpt./ News analysis,26,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9
1674,26/03/2003,The Guardian,25,The battle for Basra,27.6,229.62,,2,TRUE,None,9,9,Analysis: not applicable,9,Editorial,Media: Journalist rpt./ News analysis,32,No/ N/A,No/ N/A,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1675,26/03/2003,Daily Telegraph,1,Bloody uprising in Basra,140.7,250.26,,5,TRUE,None,1,9,Southern Iraq,1,Straight: events over last 24 hours,Conflict zone: Report from battle/action,40,No/ N/A,No/ N/A,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1676,26/03/2003,Daily Telegraph,1,'Friendly fire' kills two Britons in tank,22,99.32,,4,FALSE,None,2,9,CentCom/Qatar/ Kuwait,2,Straight: events over last 24 hours,Conflict zone: Mil briefing/ rpt. from Centcom,25,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1677,26/03/2003,Daily Telegraph,2,'Wherever I turn someone is trying to kill me. Damn this place,159.36,185.71,,5,TRUE,None,1,9,Southern Iraq,1,Straight: events over last 24 hours,Conflict zone: Report from battle/action,34,No/ N/A,No/ N/A,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1678,26/03/2003,Daily Telegraph,3,Fear takes grip as exhausted troops are kept in the dark,23.6,209.84,,3,TRUE,None,1,9,Central Iraq,1,Postcard/ Experience/ 'Novelistic' description,Conflict zone: Report from battle/action,18,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1679,26/03/2003,Daily Telegraph,4,Waiting game at the gates of Baghdad,67,213.71,,8,TRUE,None,1,9,Analysis: not applicable,9,Analysis: info from different points in time,Media: Journalist rpt./ News analysis,26,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1680,26/03/2003,Daily Telegraph,4,Hundreds of Iraqis killed in biggest battle so far,44,187.48,,2,TRUE,None,1,1,Various international locations,1,Straight: events over last 24 hours,Conflict zone: Report from battle/action,40,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1681,26/03/2003,Daily Telegraph,4,"Saddam gives key task to his 50,000 most trusted troops",36.72,162.11,,4,FALSE,None,1,1,Other Middle East location (not Qatar/ Kuwait),9,Analysis: info from different points in time,Media: Journalist rpt./ News analysis,27,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1682,26/03/2003,Daily Telegraph,4,US puts tactics before tanks with a fraction of Schwarzkopf's force,39.12,164.26,,4,FALSE,None,9,9,,9,Other: 'light' or jokey/ 4th+ story,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1683,26/03/2003,Daily Telegraph,5,"Steve died doing the right thing, says widow of sergeant",57.6,306.38,,8,TRUE,None,1,1,Other: No location,9,Straight: events over last 24 hours,Other causes or occasions,33,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1684,26/03/2003,Daily Telegraph,6,Chemical Ali's venom sparks uprising,90.4,209.84,,2,TRUE,None,1,9,Other: No location,9,Straight: events over last 24 hours,Conflict zone: Report from battle/action,19,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1685,26/03/2003,Daily Telegraph,6,A city hungry for revenge,14.88,132.44,,3,TRUE,None,1,9,Analysis: not applicable,9,Analysis: info from different points in time,Media: Journalist rpt./ News analysis,19,No/ N/A,No/ N/A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1686,26/03/2003,Daily Telegraph,6,Blair warns of 'resistance all the way',24.6,187.05,,5,FALSE,None,1,9,Other: No location,9,Straight: events over last 24 hours,Political: Press conference/briefing,40,No/ N/A,No/ N/A,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
