Story ID	Ranking	Subject (What)	Event Initiator	Tone
1278	M	15	05	27
1278	S	102	53	27
1278	S	430	71	27
1279	1	1	74	32
1279	M	15	05	35
1279	S	38	71	40
1279	S	2	71	40
1280	M	102	53	19
1280	M	2	71	32
1280	M	466	53	31
1281	1	1	74	32
1281	M	15	05	35
1281	M	10	02	26
1282	1	43	02	26
1282	S	442	01	26
1283	1	1	74	25
1283	S	15	05	35
1283	M	11	03	33
1285	1	312	35	31
1285	M	356	35	25
1285	S	326	35	32
1286	1	201	04	25
1286	1	205	66	25
1287	1	300	53	25
1287	S	407	53	25
1287	S	360	53	25
1288	1	254	39	29
1288	M	999	75	99
1288	M	148	39	24
1289	1	183	02	31
1290	1	186	53	31
1290	M	182	53	31
1290	M	160	53	32
1291	1	999	75	23
1291	M	483	75	23
1291	S	51	75	23
1292	1	483	19	31
1292	1	292	09	31
1293	1	174	59	31
1293	S	302	53	31
1293	S	226	72	24
1294	1	395	25	23
1294	M	483	19	31
1294	S	386	19	19
1294	S	310	25	23
1295	M	483	13	27
1295	1	292	13	27
1295	S	15	13	27
1295	S	302	75	24
1296	1	165	53	32
1296	M	430	53	27
1296	M	16	53	32
1296	S	170	53	24
1296	S	407	53	32
1297	1	353	53	26
1297	M	283	53	26
1298	1	353	53	26
1298	M	283	53	26
1299	M	166	53	19
1299	M	122	53	19
1299	M	120	53	40
1299	S	190	53	19
1300	1	202	53	32
1300	S	405	53	18
1300	S	17	53	32
1301	1	1	74	32
1301	M	166	05	19
1301	M	190	05	19
1301	S	45	71	40
1301	S	15	05	35
1302	1	202	02	18
1303	1	45	01	34
1303	S	14	05	27
1304	1	1	74	32
1304	M	82	05	19
1304	S	211	05	26
1304	M	11	71	40
1304	M	15	05	27
1305	M	190	11	19
1305	M	166	11	19
1305	1	452	11	19
1306	1	174	59	31
1306	S	302	75	24
1306	S	166	13	19
1307	1	173	55	31
1307	S	174	59	23
1307	M	190	05	26
1307	S	301	53	26
1308	1	405	27	19
1308	1	195	27	19
1309	1	1	74	26
1309	M	15	05	27
1309	M	11	02	40
1309	S	102	53	27
1309	S	464	53	32
1310	1	1	74	26
1310	M	15	05	27
1310	M	10	02	26
1310	S	2	71	32
1311	1	102	53	27
1311	S	166	57	19
1312	1	1	74	32
1312	M	442	71	32
1312	M	14	25	27
1312	S	464	52	32
1313	1	191	03	19
1313	M	346	52	31
1313	M	465	52	40
1314	1	430	11	27
1314	S	433	75	27
1315	1	3	72	32
1315	M	14	05	27
1	S	148	71	40
2	S	134	71	40
2	S	137	11	40
5	S	400	53	19
8	S	384	53	40
14	S	102	05	27
14	S	386	15	28
17	S	148	53	16
21	S	411	53	27
22	S	350	11	25
1317	1	396	11	25
1317	M	351	11	25
29	M	82	53	19
30	S	131	52	11
30	M	386	53	11
31	S	350	53	25
31	S	136	53	33
32	S	350	11	25
32	S	136	11	33
31	S	187	53	33
40	S	483	74	32
42	S	350	11	33
43	1	148	11	17
47	S	137	71	32
51	S	400	71	40
51	S	134	71	40
51	S	131	71	40
51	S	137	71	40
52	S	283	74	18
53	S	289	09	02
57	M	400	53	19
1318	1	350	11	25
1318	S	275	11	33
1318	S	278	11	33
1318	S	241	11	25
1318	S	148	11	33
58	S	450	53	24
59	S	148	71	32
62	S	17	71	08
63	S	39	03	01
64	S	136	74	32
65	S	463	09	34
68	S	483	19	32
69	S	283	09	26
71	S	289	19	31
74	M	137	11	33
78	M	137	53	40
79	S	148	74	40
82	S	136	11	25
85	S	102	53	27
87	S	90	74	04
90	S	138	17	24
91	S	274	74	32
111	S	273	53	40
112	S	136	11	25
125	S	241	53	17
126	S	386	74	32
134	S	234	71	32
136	S	400	53	11
136	S	137	53	11
137	S	400	53	11
144	S	136	11	25
149	S	136	53	26
150	S	400	52	19
156	S	300	53	25
160	S	277	74	24
162	S	136	11	25
164	S	386	53	24
165	S	325	11	33
169	S	136	74	32
172	S	325	09	26
176	S	136	11	25
185	S	291	17	25
185	S	325	11	25
185	S	285	11	25
191	S	242	11	17
192	S	38	71	40
192	S	384	03	40
203	S	138	53	17
204	S	136	74	32
205	S	16	01	40
209	S	350	11	25
219	S	386	53	18
220	S	386	74	32
221	S	234	53	32
222	S	231	71	32
223	S	396	71	32
223	S	386	71	32
225	S	400	52	19
227	S	136	11	25
227	S	291	11	25
232	S	408	01	34
233	S	231	03	25
245	S	394	53	40
248	S	435	11	19
250	S	392	11	33
263	S	302	53	33
267	S	241	11	17
267	S	148	11	25
271	S	462	52	24
275	S	148	74	24
282	S	136	11	17
286	S	394	11	33
287	S	148	74	24
289	S	394	11	25
300	S	394	71	19
302	S	400	53	19
304	S	48	53	40
307	S	148	11	25
315	S	50	11	25
317	S	386	01	32
321	S	274	17	18
322	S	483	71	32
324	S	386	53	26
325	S	15	13	35
327	S	303	09	18
330	S	360	53	33
334	S	283	27	18
336	S	400	53	19
344	S	130	11	25
344	S	133	11	25
344	S	136	11	25
345	S	132	11	17
351	1	384	53	27
352	S	231	53	34
353	S	400	52	19
356	S	241	53	37
363	S	463	53	19
366	S	351	11	25
367	S	148	11	25
368	S	146	53	33
380	S	400	07	19
382	S	134	53	33
383	S	148	11	33
385	S	360	53	33
392	S	360	11	33
428	S	273	53	40
428	S	290	53	40
429	S	187	53	33
445	S	234	71	32
448	M	187	53	25
450	S	141	53	10
451	S	135	53	16
455	S	131	52	19
476	S	400	53	19
485	M	483	19	32
485	S	345	74	31
488	S	384	53	19
497	S	143	59	10
500	S	288	11	25
508	M	90	74	31
516	S	289	53	23
517	S	166	11	19
518	S	288	11	17
518	S	78	11	17
526	S	400	15	19
530	S	138	63	17
543	S	131	01	34
546	S	385	09	34
547	S	291	74	24
548	S	453	74	32
548	S	148	17	24
554	S	289	19	23
586	S	300	53	33
586	S	351	53	33
600	S	60	71	40
658	S	386	19	19
662	S	234	53	24
668	S	289	19	31
670	S	138	74	24
671	S	148	11	17
672	M	386	75	27
675	S	148	09	26
678	S	244	37	29
683	S	453	74	25
686	S	174	01	31
688	M	394	53	18
707	S	452	09	26
710	S	138	17	24
741	S	26	04	25
755	S	400	52	19
759	S	240	53	21
777	S	19	53	40
784	S	370	53	26
805	S	48	11	19
815	M	61	53	18
820	S	38	03	33
830	S	234	74	18
834	M	483	74	32
837	S	393	53	18
839	S	384	07	19
839	S	400	07	19
844	S	285	74	31
851	S	386	37	24
855	S	48	71	40
863	M	61	53	18
868	S	452	53	23
882	S	234	01	18
914	S	21	09	26
937	M	400	53	19
931	S	14	06	19
952	S	400	53	19
972	S	131	74	40
1219	S	400	53	11
1247	S	381	71	33
1316	1	1	74	32
1316	1	51	74	32
1316	S	483	19	31
1316	S	11	71	40
1320	1	483	19	31
1320	S	292	19	23
1320	S	51	19	32
1321	1	205	66	25
1321	S	201	72	25
1322	1	202	02	32
1322	M	63	02	24
1322	S	23	71	32
1323	1	205	74	25
1323	S	312	35	25
1324	1	172	53	31
1324	M	178	53	24
1324	S	1	53	32
1327	1	120	53	40
1327	M	117	53	19
1327	S	384	53	19
1329	1	183	72	32
1330	1	160	53	31
1330	M	165	53	32
1330	S	170	53	32
1331	1	300	53	40
1331	M	360	53	33
1331	S	1	53	32
1331	M	148	53	33
1331	S	231	53	40
1332	1	351	11	25
1332	S	354	11	17
1332	S	273	11	25
1333	1	354	09	26
1333	M	353	09	26
1334	1	120	53	40
1334	M	102	53	19
1334	S	64	53	32
1334	M	46	53	40
1334	S	234	53	32
1335	1	1	71	40
1335	S	435	74	40
1336	1	1	71	40
1336	M	2	71	40
1336	S	102	27	27
1336	S	48	71	40
1337	1	204	74	25
1338	1	1	11	40
1338	S	5	11	40
1338	S	201	11	25
1339	1	381	71	40
1339	S	64	71	40
1340	1	431	03	33
1340	M	15	05	27
1341	1	84	03	33
1341	M	19	03	33
1341	S	15	05	27
1342	1	120	53	40
1342	S	231	53	40
1343	1	1	53	32
1343	S	2	53	32
1343	S	11	53	40
1343	S	15	53	35
1344	1	190	04	25
1344	M	1	74	32
1344	S	246	37	19
1345	1	28	53	27
1346	1	190	02	26
1346	M	3	02	18
1346	S	166	13	19
1346	S	461	52	24
1347	1	120	53	40
1347	M	234	53	40
1347	S	201	53	33
1347	S	131	53	40
1348	1	186	53	39
1348	S	131	53	40
1348	S	453	53	39
1349	1	360	53	33
1349	M	187	53	41
1349	S	1	53	33
1350	1	421	66	26
1350	M	190	05	26
1350	S	166	13	19
1350	S	195	74	27
1351	1	292	09	02
1351	M	64	09	02
1352	1	420	66	01
1352	1	172	54	31
1352	S	201	04	25
1354	1	11	01	34
1354	S	15	05	35
1355	1	11	71	40
1356	1	430	53	27
1356	1	166	13	27
1357	1	205	04	25
1358	1	191	01	34
1358	S	15	05	35
1358	M	234	74	32
1359	1	205	53	25
1359	1	213	53	26
1359	S	201	53	25
1359	S	209	53	26
1359	S	211	53	26
1359	S	210	53	26
1360	1	186	53	39
1360	M	453	53	39
1360	S	400	53	19
1361	1	186	53	19
1361	M	168	53	19
1361	M	187	53	33
1362	1	356	75	33
1362	S	202	02	25
1362	M	420	65	25
1363	1	82	05	19
1364	1	226	72	32
1365	1	190	02	18
1365	M	166	05	11
1365	M	198	10	10
1365	S	3	02	18
1366	1	1	74	32
1366	M	15	05	35
1366	S	201	04	25
1366	S	442	11	32
1366	S	420	66	33
1367	1	205	66	25
1368	1	1	74	17
1368	M	203	05	17
1368	M	190	04	25
1368	S	15	05	35
1368	S	201	74	25
1368	S	431	03	33
1368	S	82	05	19
1370	1	190	02	26
1370	M	421	66	26
1370	S	173	56	18
1371	1	190	02	18
1371	M	166	13	19
1371	S	421	66	34
1371	M	3	05	18
1372	M	202	02	26
1372	M	23	71	32
1372	M	63	02	18
1372	S	37	75	24
1372	S	420	66	25
1373	S	2	71	32
1373	1	466	53	39
1373	S	226	72	32
1373	M	166	13	19
1374	M	200	53	16
1374	S	226	53	16
1374	1	148	53	16
1374	M	12	53	16
1374	S	231	53	16
1375	1	198	53	10
1375	M	394	53	10
1375	M	190	53	19
1375	M	452	53	10
1376	1	166	13	27
1376	1	435	13	27
1376	S	430	09	24
1376	S	357	13	35
1376	S	15	13	35
1377	1	148	53	48
1377	S	291	53	15
1377	S	234	53	32
1377	S	60	53	40
1378	1	1	09	26
1378	M	209	09	26
1378	S	190	09	26
1380	1	70	25	19
1381	1	226	02	18
1382	1	254	39	37
1382	S	148	39	18
1383	1	1	71	40
1383	S	70	05	19
1383	S	166	05	19
1383	S	190	05	26
1384	M	291	11	25
1384	1	350	11	25
1384	S	442	11	32
1385	M	202	02	26
1385	S	23	71	32
1385	M	63	02	18
1386	1	26	03	33
1387	1	1	74	40
1387	S	2	71	40
1387	S	15	05	27
1388	1	124	27	32
1388	M	46	27	32
1388	S	15	05	35
1389	1	435	53	19
1389	M	400	53	11
1389	M	102	53	27
1389	M	82	53	11
1390	1	1	74	25
1390	M	15	05	35
1390	S	82	05	19
1391	1	203	04	25
1391	1	190	04	25
1392	1	70	25	19
1392	M	81	25	35
1392	S	15	25	35
1393	1	85	21	32
1393	S	231	71	32
1394	1	190	05	26
1394	1	421	66	26
1394	M	166	05	19
1395	M	370	53	26
1395	1	355	53	26
1395	M	254	53	29
1395	S	301	53	18
1396	1	190	05	26
1396	M	166	05	19
1396	M	3	74	18
1396	M	15	05	35
1397	1	226	72	24
1397	S	231	13	27
1397	S	166	13	27
1398	1	435	13	19
1398	S	430	71	27
1398	S	166	13	19
1399	1	1	53	35
1399	M	15	53	35
1399	S	2	53	32
1399	S	166	53	19
1399	M	18	53	35
1400	1	85	53	32
1400	M	231	53	32
1400	S	82	53	19
1400	S	11	53	40
1401	1	254	39	13
1403	1	1	74	32
1403	M	11	71	40
1403	M	15	05	35
1403	S	166	13	27
1404	1	446	69	24
1404	1	450	69	24
1404	M	15	05	35
1404	S	82	05	19
1404	S	464	52	24
1405	1	1	74	32
1405	M	11	71	40
1405	S	166	13	27
1405	M	15	05	35
1405	S	120	53	32
1405	S	190	05	18
1405	S	435	13	27
1406	1	1	74	32
1406	S	190	72	24
1406	M	2	71	40
1406	M	96	71	32
1406	S	15	05	35
1406	S	11	71	40
1407	1	125	53	26
1407	1	100	53	26
1407	S	384	53	19
1408	1	81	25	35
1408	1	15	25	35
1408	S	464	52	24
1408	S	120	74	24
1409	1	1	74	24
1409	S	51	07	31
1409	S	120	07	24
1409	S	464	52	24
1410	1	38	71	25
1410	S	442	71	32
1410	S	15	05	35
1411	M	203	05	17
1411	S	211	05	18
1411	M	3	74	18
1411	M	190	05	24
1411	M	166	05	27
1412	1	226	02	24
1412	S	232	13	24
1412	S	200	53	98
1414	1	246	37	29
1415	1	166	13	27
1415	M	435	13	19
1415	S	102	13	27
1415	S	120	53	24
1415	S	232	13	27
1416	1	435	13	27
1416	1	166	13	27
1417	1	175	13	27
1417	1	166	13	27
1417	M	432	13	27
1419	1	301	53	18
1419	M	200	53	18
1419	M	173	53	26
1419	S	160	53	26
1419	S	407	53	26
1420	S	164	53	26
1420	M	50	53	18
1420	M	301	53	26
1420	S	407	53	26
1420	S	200	53	18
1421	1	452	53	31
1421	M	198	53	31
1421	M	172	53	31
1423	1	1	11	32
1423	S	200	11	32
1423	S	178	11	32
1423	S	14	11	27
1425	1	14	75	35
1425	S	483	19	24
1425	S	264	41	24
1426	1	483	17	31
1426	1	292	17	31
1427	1	442	11	25
1427	S	39	03	25
1429	1	198	53	18
1429	M	452	53	18
1429	M	190	53	26
1429	M	283	53	18
1429	S	191	53	40
1431	1	1	74	32
1431	M	2	71	40
1431	M	15	05	35
1431	S	190	72	24
1432	1	300	53	40
1433	1	43	01	18
1433	S	226	72	18
1433	M	464	52	24
1434	1	292	09	31
1434	1	64	09	31
1435	1	441	15	24
1435	M	446	69	24
1435	S	39	03	25
1435	S	450	15	24
1436	1	14	52	24
1436	M	462	52	24
1438	1	435	13	27
1438	1	166	13	27
1438	M	15	13	35
1439	1	120	53	26
1439	M	46	53	26
1439	M	124	53	26
1440	M	2	53	40
1440	M	60	53	40
1440	M	64	53	32
1440	S	405	53	32
1442	1	421	66	26
1442	M	190	05	18
1442	M	211	05	18
1442	S	176	75	26
1443	M	174	59	31
1443	1	172	53	31
1443	1	173	55	26
1443	M	190	05	26
1443	S	421	09	26
1444	1	1	75	25
1444	M	15	05	35
1444	M	82	05	19
1445	1	1	74	26
1445	M	15	05	35
1445	M	10	01	26
1446	1	2	02	26
1446	S	15	05	35
1448	1	226	02	18
1448	S	61	02	24
1449	1	264	41	29
1450	1	264	41	22
1450	M	483	19	32
1451	1	3	02	18
1451	M	2	01	26
1451	M	15	05	35
1451	S	190	02	18
1452	1	203	05	25
1452	1	190	04	25
1453	1	382	74	26
1453	M	171	74	26
1454	M	291	11	25
1454	1	453	11	25
1454	1	325	11	25
1455	1	292	71	32
1455	M	320	09	32
1455	S	434	74	19
1455	S	411	53	32
1456	1	1	11	40
1456	S	15	11	27
1456	M	148	11	33
1456	S	136	11	17
1457	1	243	37	05
1459	1	120	53	40
1459	M	231	53	40
1459	M	82	53	19
1459	S	441	53	24
1460	M	360	53	33
1460	1	300	53	33
1460	S	353	53	18
1461	1	1	74	32
1461	M	2	71	40
1461	M	15	05	35
1461	S	46	71	32
1461	S	96	53	32
1462	1	200	03	25
1462	S	203	05	25
1462	S	420	66	25
1462	S	407	53	25
1463	M	202	02	32
1463	M	63	02	18
1463	M	23	71	32
1464	1	292	09	26
1464	M	64	09	23
1465	1	291	75	26
1468	1	1	74	35
1468	M	15	05	35
1469	1	464	53	24
1469	S	226	53	24
1469	M	463	53	19
1470	1	28	53	27
1470	S	82	53	27
1472	1	3	02	18
1472	1	190	02	18
1472	M	15	05	35
1473	1	45	01	26
1473	S	27	01	26
1474	1	360	53	33
1474	S	291	53	25
1474	S	1	53	25
1475	1	1	11	32
1475	S	15	11	35
1475	S	11	11	40
1477	M	2	01	34
1477	M	51	74	32
1477	S	483	19	24
1478	M	483	19	23
1478	1	51	71	32
1478	S	453	71	32
1478	S	329	74	31
1479	1	172	53	31
1479	S	265	75	29
1480	1	172	53	31
1481	1	191	03	19
1482	1	258	21	26
1482	M	312	74	26
1482	M	210	21	26
1483	1	190	05	18
1483	1	421	66	26
1483	S	166	05	27
1484	1	198	75	19
1484	M	195	75	19
1484	M	405	75	19
1485	M	120	53	32
1485	M	435	53	27
1485	S	464	53	24
1485	S	462	53	35
1485	M	411	53	27
1486	1	273	11	25
1486	1	325	11	32
1487	1	166	13	27
1487	M	435	13	27
1487	S	430	71	35
1487	S	15	13	35
1488	1	430	71	27
1488	M	166	13	19
1489	1	176	75	24
1489	S	302	75	24
1489	S	200	75	24
1489	S	1	75	24
1490	1	176	75	31
1491	1	174	59	24
1491	S	15	59	24
1491	S	464	59	24
1492	M	1	53	40
1492	S	50	53	32
1492	M	120	53	40
1492	S	82	53	19
1493	1	1	74	32
1493	S	2	71	32
1493	S	15	05	35
1494	1	420	75	33
1494	S	201	72	25
1494	S	356	75	33
1495	1	203	05	25
1495	1	190	04	17
1496	1	1	11	40
1496	S	120	11	35
1496	S	15	11	40
1496	S	11	11	40
1497	M	325	15	28
1497	M	442	15	28
1497	M	292	17	32
1498	1	292	09	26
1498	M	64	09	31
1499	1	175	13	27
1499	1	3	51	18
1499	M	15	05	35
1499	S	166	13	27
1500	1	3	53	27
1500	M	407	53	99
1500	M	405	53	32
1500	S	64	53	40
1501	1	3	72	32
1501	M	19	71	32
1502	1	1	74	32
1502	M	82	25	19
1502	M	85	71	24
1502	S	46	71	24
1502	S	15	05	35
1502	S	120	71	24
1503	M	15	25	35
1503	S	84	53	33
1503	M	120	53	24
1503	S	464	52	32
1504	1	28	53	27
1505	1	190	05	18
1505	1	421	66	18
1505	M	212	25	18
1505	S	1	66	24
1505	S	166	05	19
1506	1	195	75	19
1506	1	198	75	19
1506	M	405	75	19
1507	M	11	53	40
1507	1	120	53	32
1507	S	124	53	24
1508	1	120	53	18
1508	M	46	53	18
1508	S	405	53	18
1508	S	81	53	35
1509	M	202	02	32
1509	M	23	71	32
1509	M	63	02	18
1510	M	201	04	25
1510	M	420	66	17
1510	M	163	66	17
1512	1	166	13	27
1512	1	435	13	27
1512	M	15	05	35
1513	1	351	53	13
1513	M	136	53	13
1513	S	356	53	21
1514	1	463	52	4019
1515	1	51	02	26
1515	S	483	19	24
1515	S	329	74	31
1516	1	61	01	18
1516	1	226	02	18
1516	S	451	52	18
1517	1	1	74	32
1517	M	2	01	34
1518	1	172	53	31
1518	S	178	53	23
1518	S	174	53	31
1518	M	173	53	31
1519	1	999	75	99
1519	M	254	75	29
1520	1	291	17	31
1520	M	312	17	31
1520	S	274	63	23
1521	1	312	35	40
1521	M	131	35	40
1521	M	134	35	40
1522	S	160	53	31
1522	1	178	53	23
1522	M	1	53	40
1523	1	452	53	23
1523	M	190	53	19
1523	M	191	53	32
1524	1	41	01	40
1524	M	39	71	32
1524	S	442	71	32
1524	S	405	53	32
1525	1	483	19	31
1525	M	51	19	31
1525	M	289	19	31
1526	1	13	72	32
1526	1	218	71	19
1527	1	80	05	19
1527	1	467	51	40
1528	1	1	74	40
1528	M	218	71	19
1528	M	11	71	40
1528	S	2	71	40
1528	S	13	72	32
1528	M	384	11	19
1529	1	212	25	18
1530	1	96	71	40
1530	M	48	71	40
1530	M	9	71	40
1530	S	400	53	19
1531	1	172	53	23
1532	1	1	74	40
1532	M	11	71	40
1532	S	2	71	40
1532	S	218	71	40
1533	1	467	51	40
1533	1	80	05	19
1533	M	11	03	33
1534	1	26	53	33
1534	S	407	53	25
1534	S	405	53	25
1535	1	273	53	15
1535	1	275	53	34
1535	S	291	53	15
1536	1	467	53	11
1536	1	400	53	11
1536	1	82	53	11
1537	M	1	11	40
1537	S	14	11	27
1537	1	131	11	40
1538	1	273	53	15
1538	1	275	53	34
1538	M	325	53	12
1538	S	278	53	25
1539	1	447	11	33
1539	1	440	11	33
1540	1	200	53	32
1540	M	205	53	25
1540	M	213	53	26
1541	1	202	72	25
1541	S	187	53	33
1541	S	420	66	25
1541	S	203	05	33
1542	1	202	04	25
1543	1	195	27	19
1543	M	198	27	19
1543	S	405	27	19
1544	1	420	75	23
1544	1	484	75	23
1545	1	13	02	26
1545	M	160	53	31
1545	S	27	02	26
1546	1	421	66	26
1546	S	3	02	26
1546	M	190	05	26
1547	1	5	03	33
1547	S	465	51	33
1547	S	84	53	33
1548	1	41	01	34
1548	S	39	01	34
1549	M	39	71	40
1549	1	440	71	40
1549	S	40	13	19
1550	1	186	53	40
1550	1	453	53	40
1551	1	51	75	98
1552	1	1	74	40
1552	M	2	71	40
1552	S	218	71	40
1552	S	384	13	19
1552	S	14	05	27
1552	S	483	19	26
1553	1	45	01	26
1554	1	202	04	25
1554	S	205	66	25
1554	S	64	71	32
1555	1	148	53	16
1555	1	330	53	10
1555	S	135	53	16
1555	S	15	53	24
1556	1	211	05	18
1556	S	15	05	35
1557	M	15	13	27
1557	1	81	13	27
1557	S	166	13	27
1558	1	467	51	33
1558	M	80	05	19
1558	M	11	03	33
1560	1	1	74	32
1560	S	15	05	35
1560	M	13	72	32
1560	S	2	71	40
1561	1	354	09	18
1561	M	442	71	32
1561	S	291	17	31
1561	S	446	70	32
1562	1	360	53	17
1562	M	148	53	16
1562	M	370	53	10
1563	1	1	11	40
1563	S	464	11	32
1563	S	274	11	32
1563	S	198	53	24
1564	M	466	53	32
1564	S	2	71	32
1564	S	102	13	35
1564	S	257	39	29
1564	S	190	13	27
1565	M	226	53	16
1565	S	172	53	23
1565	S	402	53	16
1565	M	148	53	16
1566	1	148	53	10
1566	S	408	53	18
1566	S	393	53	16
1566	S	285	53	24
1566	S	302	53	10
1567	1	1	74	32
1568	1	201	04	25
1568	M	172	53	17
1568	1	420	66	25
1569	1	205	66	33
1570	1	205	66	33
1570	S	203	74	25
1571	1	205	66	33
1571	S	203	05	25
1572	M	131	53	33
1572	1	43	03	33
1572	M	201	04	41
1572	S	465	52	33
1573	1	467	52	40
1573	M	1	74	32
1574	1	431	03	33
1574	1	11	03	33
1575	1	407	53	32
1575	1	120	53	32
1575	S	1	53	40
1575	S	15	53	35
1575	M	430	53	19
1576	1	1	74	32
1576	M	384	02	19
1576	S	2	71	40
1576	S	100	71	26
1577	1	11	03	33
1578	1	202	04	17
1578	S	64	03	25
1578	S	15	05	35
1578	S	233	04	17
1579	1	64	53	17
1580	1	1	74	25
1580	S	81	25	27
1580	S	442	03	25
1581	1	190	02	26
1581	S	3	02	18
1581	S	166	05	19
1581	1	421	66	26
1582	1	26	53	25
1582	1	27	53	26
1583	1	205	66	33
1583	S	203	05	25
1583	S	202	72	25
1583	S	201	72	25
1584	M	2	71	40
1584	M	51	74	32
1584	M	394	71	40
1585	1	246	37	29
1586	S	400	53	19
1586	S	466	53	31
1586	S	82	53	19
1586	1	1	74	27
1586	S	15	05	35
1587	1	226	72	24
1587	1	461	52	24
1588	M	325	11	32
1588	S	291	11	23
1588	S	276	53	32
1588	M	273	11	33
1588	M	274	11	26
1589	M	351	11	17
1589	M	136	11	25
1589	S	291	11	25
1590	S	1	53	32
1590	M	360	53	25
1590	1	163	53	25
1591	M	276	53	32
1591	M	325	53	25
1591	S	322	53	26
1591	M	282	53	26
1591	S	353	53	26
1592	S	467	53	33
1592	S	11	53	33
1592	1	351	53	17
1593	1	1	74	40
1593	1	467	52	40
1593	M	82	25	19
1593	S	11	03	33
1594	1	202	04	25
1594	S	233	04	17
1594	S	81	25	27
1595	S	466	52	27
1595	M	15	13	35
1595	S	232	72	24
1595	S	441	13	24
1595	S	175	57	27
1596	1	1	74	32
1596	S	13	72	24
1596	S	15	05	35
1596	S	2	71	40
1596	S	45	71	32
1596	S	274	11	25
1597	1	354	09	26
1597	S	50	53	24
1597	S	353	09	18
1600	S	15	74	35
1600	M	464	52	18
1600	S	2	71	32
1600	S	234	71	18
1602	M	5	03	32
1602	S	464	52	24
1602	S	84	03	33
1602	S	15	05	35
1602	S	41	01	26
1602	S	43	71	32
1603	1	483	19	31
1603	M	51	74	31
1603	S	451	19	31
1603	S	289	74	31
1604	1	202	72	25
1604	M	233	72	24
1604	S	203	05	25
1604	S	64	71	32
1605	1	203	05	33
1605	M	205	66	33
1605	S	200	53	98
1606	1	1	74	27
1606	M	15	25	35
1606	M	82	25	27
1608	1	467	74	26
1608	S	406	53	32
1608	S	324	75	18
1608	S	327	75	32
1608	S	141	53	18
1609	1	406	53	18
1609	S	467	53	32
1609	M	400	53	11
1610	1	292	74	26
1610	S	291	17	31
1610	M	64	74	31
1611	1	446	69	24
1611	S	450	69	24
1613	1	440	11	25
1614	1	410	74	18
1614	S	324	74	26
1614	S	285	74	26
1615	1	264	41	24
1615	M	271	19	18
1615	M	287	19	24
1616	1	264	41	24
1616	S	483	19	30
1617	1	274	11	32
1617	S	325	11	33
1617	S	276	11	32
1618	1	300	53	25
1618	S	1	53	25
1618	S	172	53	25
1618	M	360	53	25
1620	M	1	53	32
1620	S	360	53	25
1620	1	276	53	24
1620	S	324	53	18
1620	S	325	53	33
1621	1	483	53	22
1621	M	287	53	30
1622	1	1	74	32
1622	M	467	52	40
1622	S	82	25	19
1622	S	10	71	32
1623	1	43	52	33
1623	1	84	04	33
1623	S	5	71	33
1623	S	442	71	32
1624	1	485	75	99
1624	M	433	75	19
1625	1	453	15	32
1625	M	448	15	32
1625	M	442	71	40
1625	S	446	74	24
1626	1	276	53	24
1626	M	325	53	25
1626	M	285	53	18
1627	1	203	05	33
1627	1	205	74	33
1629	1	205	53	33
1629	M	201	53	33
1629	S	222	53	19
1629	S	232	13	27
1630	1	445	03	33
1630	M	225	74	33
1631	M	15	25	35
1631	M	226	72	24
1631	M	257	39	29
1632	1	102	53	27
1632	M	124	53	27
1632	S	64	53	27
1632	S	405	53	27
1633	M	407	53	18
1633	S	15	53	35
1633	M	81	53	35
1633	S	70	53	27
1633	1	102	53	35
1636	1	354	53	24
1636	S	50	53	32
1636	S	320	53	24
1637	1	120	27	18
1637	M	124	27	18
1638	M	11	01	40
1638	S	382	01	32
1638	M	469	01	32
1639	1	11	03	33
1639	S	467	52	40
1639	S	96	03	32
1640	1	72	03	33
1640	S	16	24	19
1641	M	1	11	40
1641	S	15	11	27
1641	S	325	11	33
1641	S	274	11	25
1643	1	261	74	29
1643	M	173	55	26
1644	1	125	53	33
1644	S	84	53	33
1645	1	15	51	35
1645	S	483	19	31
1645	S	174	59	24
1646	1	302	75	35
1646	M	409	75	35
1646	M	174	59	35
1647	M	11	53	40
1647	M	467	53	25
1647	M	120	53	32
1648	1	483	53	31
1648	M	289	53	23
1648	M	329	53	31
1649	1	1	74	40
1649	M	467	51	40
1649	M	82	05	19
1649	S	2	71	40
1650	1	466	53	31
1650	1	446	52	31
1650	S	31	71	24
1651	1	13	02	26
1651	S	46	02	18
1651	S	27	01	26
1652	M	1	11	40
1652	1	274	11	32
1652	S	442	11	32
1652	M	325	11	32
1653	1	70	74	32
1654	1	60	01	02
1655	1	260	45	18
1655	M	173	45	26
1656	1	466	74	31
1657	1	442	15	32
1657	1	446	69	31
1658	1	1	74	32
1658	S	467	51	40
1658	S	80	05	19
1658	S	11	03	33
1658	S	453	74	32
1658	S	15	05	35
1659	1	39	71	32
1659	S	16	06	19
1659	S	442	71	32
1660	M	407	53	25
1660	1	411	53	99
1661	1	19	11	33
1661	1	407	27	25
1662	M	218	01	26
1662	M	11	71	40
1662	M	15	05	35
1663	1	124	27	18
1663	1	120	27	18
1664	S	400	31	19
1664	M	406	31	19
1664	M	467	31	32
1664	M	324	31	18
1664	S	141	31	18
1666	1	15	51	35
1666	S	264	41	24
1667	1	2	01	26
1667	M	51	07	31
1668	1	165	71	32
1668	S	1	74	24
1669	1	174	59	07
1670	1	163	53	25
1670	M	360	53	25
1670	S	166	53	27
1671	1	205	66	33
