ID	Length	Source
1017	3	656
1017	2	783
1017	5	612
1017	3	693
1017	2	643
1017	3	670
1017	2	600
1018	2	522
1018	24	863
1018	9	861
1018	13	999
1020	6	502
1021	8	681
1021	2	850
1021	3	677
1021	10	697
1022	4	697
1022	2	697
1023	1	697
1023	11	692
1024	4	692
1025	1	765
1027	7	692
1027	15	850
1027	13	850
1027	4	649
1027	11	681
1027	9	681
1027	8	681
1029	8	999
1029	6	697
1029	4	693
1029	2	722
1030	4	831
1030	4	831
1030	23	831
1030	5	831
1030	5	831
1030	5	831
1030	3	831
1030	4	831
1036	197	850
1037	1	730
1037	1	533
1037	7	731
1037	10	730
1037	5	730
1037	1	730
1037	1	730
1038	1	733
1038	1	739
1038	1	739
1041	1	600
1041	4	645
1041	1	602
1041	5	640
1042	2	999
1046	3	831
1046	17	670
1046	6	998
1048	1	831
1048	1	998
1048	9	697
1048	11	697
1048	2	831
1048	2	831
1048	5	693
1048	9	697
1048	19	697
1048	4	501
1048	10	672
1048	5	999
1048	5	831
1048	6	831
1048	29	831
1048	4	831
1048	2	831
1048	7	831
1048	5	831
1048	5	831
1048	3	831
1048	6	831
1048	4	831
1048	5	697
1048	11	697
1048	13	831
1049	5	681
1049	5	691
1050	102	863
1050	5	862
1052	2	692
1052	6	672
1052	3	692
1053	47	681
1053	19	692
1054	1	677
1054	2	681
1055	3	697
1055	2	697
1056	12	697
1056	49	831
1057	1	645
1057	22	643
1057	14	850
1057	6	908
1058	6	500
1058	14	623
1059	2	697
1059	9	692
1060	2	805
1060	5	501
1060	14	906
1061	7	880
1061	3	907
1063	4	697
1063	2	697
1063	1	697
1063	4	697
1063	6	697
1063	2	697
1063	4	697
1063	3	692
1063	2	697
1064	19	731
1064	3	868
1064	3	731
1064	11	731
1064	4	999
1065	5	533
1066	4	830
1066	3	830
1067	10	999
1068	6	551
1068	8	582
1068	5	500
1068	1	509
1069	6	999
1069	7	557
1070	3	526
1070	4	770
1071	3	697
1072	2	602
1072	7	850
1072	4	863
1072	3	901
1073	10	670
1073	3	880
1074	8	697
1074	6	772
1074	6	672
1074	6	501
1074	2	693
1074	5	697
1075	20	863
1076	3	999
1076	13	697
1077	3	681
1077	8	697
1077	3	774
1078	3	664
1079	2	681
1079	21	692
1080	5	670
1080	4	907
1081	7	697
1081	7	697
1081	4	697
1081	5	697
1081	3	697
1081	6	702
1081	3	697
1082	2	850
1082	5	677
1085	1	730
1085	2	730
1085	1	830
1085	3	730
1085	2	730
1085	6	730
1085	5	733
1086	3	739
1087	7	730
1088	6	730
1088	8	730
1088	4	830
1088	6	830
1088	4	830
1088	6	830
1089	13	505
1090	3	999
1090	4	526
1091	3	999
1091	3	813
1093	12	670
1094	8	863
1094	17	861
1094	11	697
1094	9	861
1096	9	642
1098	4	850
1099	2	652
1099	2	656
1099	3	741
1099	2	656
1101	3	670
1101	2	805
1101	4	664
1102	2	998
1102	5	772
1102	11	670
1102	5	999
1103	29	681
1103	3	681
1103	14	681
1103	4	681
1104	6	697
1104	11	697
1104	3	831
1104	1	697
1104	2	697
1104	2	831
1104	3	697
1104	5	697
1104	4	697
1106	2	691
1106	3	803
1106	12	676
1106	7	501
1106	5	611
1107	52	611
1109	11	999
1109	10	530
1109	6	533
1109	4	533
1110	3	591
1110	2	731
1110	8	921
1111	2	730
1111	7	730
1111	2	730
1111	3	730
1111	7	730
1111	6	730
1112	2	670
1113	8	620
1113	16	692
1113	20	670
1113	5	600
1114	2	649
1114	3	649
1114	7	649
1114	26	681
1114	2	649
1114	1	850
1114	12	850
1114	1	681
1114	3	850
1114	2	681
1114	5	850
1115	4	681
1115	5	681
1115	5	670
1115	9	691
1115	4	697
1115	6	697
1117	11	681
1117	9	681
1117	4	999
1117	5	681
1117	4	681
1117	14	681
1117	3	681
1117	3	681
1117	4	681
1117	4	681
1118	2	998
1118	17	873
1118	5	841
1118	2	841
1118	10	841
1119	3	612
1119	4	616
1119	2	643
1119	9	670
1119	5	501
1119	5	616
1120	1	850
1120	8	697
1120	5	697
1120	7	697
1120	7	697
1120	7	697
1120	5	697
1120	3	831
1120	3	697
1122	2	645
1123	3	697
1123	9	697
1123	1	697
1123	13	672
1123	11	772
1124	19	681
1124	5	681
1126	11	863
1127	6	774
1127	2	774
1127	5	774
1127	6	774
1127	4	999
1128	2	830
1128	3	730
1128	2	730
1128	17	730
1128	15	730
1128	11	730
1128	11	731
1128	1	730
1128	1	999
1128	2	730
1129	1	850
1129	2	664
1129	2	665
1129	1	665
1130	11	850
1130	19	764
1130	4	620
1130	5	850
1133	2	999
1133	6	631
1133	8	774
1133	16	770
1133	3	774
1134	8	631
1134	167	540
1135	33	830
1135	12	830
1135	5	730
1136	46	831
1136	37	831
1136	23	831
1136	21	831
1136	15	831
1137	12	830
1137	14	722
1137	11	870
1137	7	830
1137	14	770
1137	16	830
1137	16	830
1137	12	863
1137	12	730
1137	15	764
1137	15	863
1137	14	770
1138	1	840
1138	1	998
1138	1	733
1138	1	880
1138	4	880
1138	5	880
1138	3	681
1138	7	711
1138	7	711
1138	1	752
1138	4	752
1138	5	840
1139	6	909
1139	2	998
1139	8	871
1139	6	883
1139	5	999
1140	5	880
1140	4	863
1140	5	863
1140	3	863
1140	7	863
1140	4	607
1140	2	880
1140	2	883
1140	3	697
1140	3	880
1141	4	868
1141	9	868
4707	6	532
4707	3	802
1141	2	868
1141	8	868
1141	3	863
1141	4	863
1141	3	863
1141	3	869
1141	7	863
1141	5	863
1141	3	999
1141	1	868
1141	7	863
1141	9	863
1141	4	863
1141	5	863
1141	2	868
1142	10	740
1142	19	849
1142	1	849
1142	6	849
1143	4	645
1144	4	697
1145	7	665
1145	3	999
1145	4	999
1145	1	665
1146	19	863
1146	2	861
1146	4	863
1146	4	664
1147	3	644
1147	3	640
1147	14	850
1147	9	648
1148	2	645
1148	3	850
1150	52	999
1151	10	731
1151	5	750
1151	5	750
1151	1	730
1152	6	692
1152	1	998
1152	8	697
1152	2	999
1152	10	697
1152	21	672
1152	2	830
1152	10	831
1153	2	693
1153	5	999
1153	5	693
1153	10	677
1153	3	697
1153	4	697
1154	1	866
1154	3	772
1154	1	772
1154	1	772
1154	3	830
1154	2	774
1154	3	772
1154	3	866
1154	1	772
1154	2	863
1154	4	863
1154	5	772
1155	2	501
1155	4	500
80	84	600
81	71	500
131	209	540
190	65	540
190	74	500
210	4	784
215	72	540
215	84	500
241	93	500
240	78	540
313	31	500
313	14	550
313	23	543
313	32	580
313	18	527
313	12	555
313	14	527
313	4	527
313	14	555
313	8	527
313	23	573
313	45	543
313	12	583
313	11	527
313	17	555
313	17	543
313	20	503
315	27	527
315	21	555
315	14	583
315	15	722
315	14	555
315	16	573
315	27	543
315	18	555
315	10	543
387	7	832
346	159	500
390	7	868
389	146	509
390	182	500
646	99	500
717	137	500
753	116	600
762	149	500
795	7	832
1158	4	677
1158	3	901
1158	2	681
1158	7	681
1158	1	681
1158	1	901
1158	6	602
1158	2	674
1158	5	764
1159	8	873
1160	13	703
1161	1	643
1161	11	676
1162	10	501
1163	3	999
1163	7	697
1165	3	677
1165	21	681
1165	2	681
1165	4	681
1165	2	681
1165	4	643
1168	2	850
1168	5	697
1168	6	692
1169	2	677
1171	4	831
1171	4	831
1171	5	831
1171	1	831
1171	2	831
1171	3	831
1171	2	831
1171	2	697
1172	4	999
1172	4	861
1172	4	999
1174	16	526
1174	1	690
1175	115	670
13	1	868
1176	3	868
1176	1	999
1176	7	533
1179	9	681
1179	8	600
1179	14	602
1179	3	514
1179	1	674
1179	1	645
1183	22	500
1185	2	999
1185	1	861
1185	20	863
1185	19	863
1185	5	861
1185	9	861
1185	4	999
1185	2	676
1187	2	677
1187	2	677
1187	2	880
1187	7	681
1187	1	676
1187	13	681
1188	2	672
1188	2	693
1188	3	697
1188	4	692
1188	4	676
1188	5	501
1188	10	692
1190	3	676
1190	6	681
1190	4	697
1190	1	681
1190	5	697
1190	2	501
1190	5	692
1190	1	674
1192	1	850
1193	17	850
1193	3	850
1193	5	850
1193	2	646
1193	5	850
1193	13	643
1194	3	677
1195	4	697
1195	2	850
1195	4	697
1195	9	697
1196	30	841
1196	4	841
1196	12	841
1197	5	692
1197	5	722
1197	3	830
1197	4	831
1197	3	831
1197	4	831
1199	31	999
1199	10	509
1200	9	540
1201	23	730
1201	9	730
1201	8	730
1201	3	802
1202	1	670
1202	1	850
1203	20	849
1203	3	664
1203	3	774
1203	2	681
1203	2	664
1204	2	600
1204	2	681
1204	2	676
1204	2	681
1204	5	681
1204	1	645
1205	4	692
1206	2	998
1207	4	602
1208	1	697
1208	3	697
1208	2	649
1208	1	649
1209	4	762
1210	1	999
1211	21	693
1211	6	674
1211	3	681
1211	5	643
1211	6	681
1212	3	677
1212	3	690
1212	5	677
1212	4	643
1212	52	681
1212	2	681
1213	4	697
1215	8	693
1215	6	692
1215	15	676
1215	3	693
1215	9	501
1217	6	999
1217	7	522
1217	6	863
1217	5	999
1217	3	861
1219	2	850
1219	2	646
1221	2	676
1221	2	600
1221	4	674
1221	4	514
1222	1	681
1222	18	647
1222	7	643
1222	11	645
1223	2	999
1223	2	850
1223	6	850
1223	7	645
1224	1	674
1224	9	681
1224	3	681
1224	8	602
1224	9	676
1225	1	649
1225	11	697
1225	1	697
1226	2	677
1226	5	850
1226	6	692
1226	5	692
1226	3	850
1227	2	681
1227	4	676
1227	7	643
1227	6	676
1227	10	772
1228	2	620
1228	6	500
1228	6	501
1228	2	867
1228	11	722
1228	2	697
1228	1	645
1228	3	512
1228	8	676
1229	9	693
1229	3	690
1229	3	693
1230	4	831
1230	6	831
1230	5	831
1230	5	831
1230	14	831
1231	8	861
1232	10	681
1232	13	722
1232	1	676
1233	11	861
1233	2	999
1233	11	861
1233	7	604
1233	6	910
1236	2	697
1236	13	697
1236	7	697
1237	19	500
1237	7	501
1237	6	540
1238	17	512
1238	3	620
1238	7	607
1239	10	644
1239	5	645
1240	4	821
1241	1	774
1242	3	739
1242	2	739
1242	3	739
1244	4	500
1245	7	676
1245	1	681
1245	8	681
1245	8	500
1245	5	645
1245	3	602
1245	7	764
1245	7	774
1246	5	850
1246	6	850
1246	7	645
1246	11	850
1247	2	999
1247	6	697
1247	7	697
1247	2	999
1247	5	697
1248	27	861
1248	12	861
1248	20	863
1248	10	861
1249	20	722
1249	20	720
1250	3	850
1250	3	850
1250	13	850
1250	3	681
1250	15	850
1250	6	649
1251	10	501
1251	3	873
1251	1	690
1252	2	903
1252	2	905
1253	4	873
1253	6	873
1254	6	690
1254	23	681
1255	11	690
1255	3	672
1255	4	501
1257	3	676
1257	3	873
1257	2	681
1258	2	602
1258	7	534
1258	6	623
1258	15	512
1259	21	850
1259	1	850
1259	3	850
1259	3	664
1259	4	664
1260	14	664
1260	5	620
1261	5	664
1262	9	697
1262	13	697
1262	12	697
1263	6	850
1263	13	850
1264	2	998
1264	3	773
1264	7	770
1264	5	774
1265	3	681
1265	1	697
1266	13	903
1267	6	731
1267	5	730
1267	5	730
1267	7	543
1267	2	730
1267	11	731
1268	4	630
1269	27	540
1271	5	600
1271	1	677
1271	4	645
1271	12	501
1271	1	691
1271	6	602
1272	4	677
1273	43	901
1273	13	681
1273	10	681
1273	7	681
1273	7	681
1273	3	681
1273	70	762
1274	54	500
1274	24	514
1275	3	612
1275	2	677
1275	18	873
1275	8	677
1277	7	676
1277	8	501
1277	10	693
1277	17	697
1277	9	690
1277	3	697
1277	15	697
1279	5	522
1281	4	681
1281	10	681
1281	5	681
1281	3	681
1281	5	697
1281	3	693
1282	14	681
1283	1	697
1285	6	722
1285	21	720
1285	12	722
1286	7	522
1286	15	692
1286	8	722
1286	6	831
1286	4	831
1286	5	831
1288	16	999
1288	7	925
1288	3	925
1288	7	925
1288	2	925
1288	3	925
1288	4	925
1288	15	925
1289	18	861
1291	17	849
1292	8	600
1292	4	805
1292	2	999
1293	7	903
1293	7	649
1294	4	792
1294	6	821
1295	20	644
1295	6	532
1295	7	816
1296	12	774
1297	5	611
1297	26	603
1298	1	611
1301	5	681
1301	1	681
1301	5	676
1301	15	600
1301	9	500
1301	7	602
1302	11	692
1303	1	681
1305	6	500
1305	4	764
1305	14	762
1306	2	849
1307	3	880
1307	1	602
1307	4	631
1307	2	772
1307	9	772
1308	8	772
1309	9	681
1309	1	649
1310	16	681
1310	5	681
1310	2	681
1310	3	681
1310	6	697
1311	5	901
1311	4	693
1312	3	697
1312	3	649
1313	1	649
1313	5	697
1313	1	850
1313	1	850
1313	2	850
1313	2	850
1313	4	850
1314	6	512
1317	6	556
1317	4	526
1317	2	554
1318	102	506
1316	4	664
1316	12	664
1320	6	805
1321	6	831
1321	23	831
1321	5	831
1321	6	831
1321	20	831
1321	5	831
1321	3	831
1321	7	831
1321	29	831
1321	3	693
1322	4	693
1322	5	690
1322	6	676
1323	8	722
1323	6	693
1324	2	863
1324	5	863
1324	4	998
1329	28	861
1329	13	903
1329	5	861
1330	3	873
1331	14	500
1331	8	832
1332	16	540
1334	1	999
1336	4	676
1336	3	670
1336	1	500
1336	28	772
1338	7	500
1340	4	697
1340	5	697
1341	2	697
1341	9	697
1341	10	850
1342	11	677
1342	1	867
1344	8	693
1344	4	672
1344	1	643
1344	5	830
1344	3	830
1344	4	880
1346	1	643
1346	2	998
1346	2	681
1350	9	841
1350	3	841
1350	5	841
1350	4	841
1350	3	903
1351	4	607
1352	8	831
1354	3	670
1354	2	643
1355	2	700
1356	5	500
1356	1	640
1356	6	770
1358	5	703
1358	6	703
1358	8	681
1360	18	926
1360	4	926
1360	6	926
1360	5	926
1361	4	849
1365	1	607
1366	6	693
1366	5	500
1366	2	998
1366	8	670
1366	3	641
1366	2	780
1366	4	692
1366	5	831
1366	6	831
1367	3	831
1367	6	831
1367	3	831
1367	7	831
1367	3	831
1367	2	831
1367	1	831
1368	3	693
1368	6	693
1368	3	831
1368	2	697
1368	3	697
1368	4	697
1368	3	697
1370	7	841
1370	5	841
1370	4	841
1370	4	841
1371	3	841
1371	4	841
1371	5	841
1371	9	901
1371	4	902
1371	2	643
1371	2	670
1372	9	692
1372	4	774
1372	2	831
1372	1	831
1372	2	702
1373	3	850
1373	2	850
1373	2	850
1373	17	640
1373	19	643
1373	2	850
1373	1	862
1375	3	602
1375	1	608
1376	25	640
1376	4	612
1376	9	501
1376	7	607
1378	32	601
1380	4	697
1381	5	677
1382	12	925
1382	12	925
1382	3	925
1382	2	925
1382	13	925
1384	21	509
1385	8	692
1387	6	670
1387	2	500
1388	11	772
1390	14	697
1390	23	697
1391	8	693
1391	8	670
1391	3	693
1392	6	697
1392	4	697
1393	4	501
1394	13	841
1394	1	681
1394	4	841
1394	10	841
1394	3	841
1394	1	681
1394	10	841
1395	2	925
1396	5	873
1397	20	850
1397	13	765
1397	5	850
1398	3	620
1399	1	640
1399	9	645
1399	2	850
1399	7	641
1403	3	670
1403	4	640
1403	5	500
1404	2	764
1404	8	764
1404	8	780
1405	16	500
1405	2	868
1405	1	681
1405	3	925
1405	9	640
1405	4	910
1405	1	901
1405	9	501
1405	4	602
1406	3	693
1406	5	693
1406	1	676
1406	23	670
1407	7	676
1407	2	677
1407	12	676
1408	9	681
1408	3	697
1408	10	697
1409	4	665
1409	11	664
1409	2	850
1409	12	664
1409	6	676
1410	6	681
1410	14	697
1410	26	697
1410	5	697
1411	3	670
1411	6	901
1411	5	672
1411	4	521
1412	2	811
1412	6	849
1412	11	673
1414	3	830
1414	5	830
1415	13	640
1415	4	643
1416	8	818
1416	7	770
1417	3	999
1417	4	867
1419	2	840
1419	5	840
1419	3	840
1419	9	840
1419	10	774
1419	11	770
1419	3	774
1420	2	670
1420	6	600
1421	6	762
1421	3	681
1421	9	522
1421	2	862
1423	50	500
1423	2	543
1425	5	850
1425	5	850
1425	5	850
1425	5	998
1425	1	998
1426	2	802
1426	6	800
1427	3	509
1427	4	501
1429	4	762
1429	5	600
1431	8	693
1431	6	500
1431	12	670
1431	2	873
1433	31	765
1433	3	850
1433	10	681
1433	8	850
1433	32	681
1433	5	850
1434	20	803
1434	16	607
1434	2	620
1434	13	999
1434	2	999
1434	2	620
1434	2	803
1435	6	780
1435	3	764
1435	18	692
1435	19	783
1436	3	656
1436	2	667
1436	12	667
1436	5	667
1436	4	667
1438	16	640
1438	5	850
1438	9	641
1438	5	649
1438	22	771
1439	7	772
1439	6	773
1439	3	773
1440	9	774
1440	7	774
1442	4	841
1442	2	602
1442	3	841
1442	2	841
1442	5	722
1442	2	840
1442	5	840
1442	2	681
1442	6	841
1443	5	602
1443	8	880
1444	1	697
1444	10	697
1444	11	697
1444	2	697
1444	2	697
1445	8	873
1445	8	640
1445	2	643
1446	14	665
1446	4	665
1448	6	849
1448	3	998
1448	4	999
1448	4	811
1448	1	811
1448	5	612
1448	4	612
1448	4	814
1450	2	816
1450	5	761
1450	4	644
1452	10	672
1452	9	670
1452	6	500
1453	12	670
1453	13	773
1454	19	509
1455	2	502
1455	5	999
1456	31	500
1456	5	543
1461	8	500
4708	1	739
4708	7	907
1461	3	641
1461	6	693
1461	5	501
1462	5	693
1463	12	697
1464	6	803
1465	43	622
1468	13	692
1468	2	998
1468	7	500
1468	2	697
1469	2	850
1469	6	663
1469	5	667
1469	6	608
1469	4	770
1470	4	774
1472	4	643
1472	4	670
1472	3	873
1473	3	681
1474	2	514
1474	10	526
1474	5	526
1474	2	526
1474	2	526
1474	6	526
1474	6	501
1475	41	500
1477	5	850
1477	7	850
1477	1	850
1477	5	665
1477	17	664
1478	3	681
1479	5	999
1479	6	860
1479	4	907
1479	8	907
1479	3	925
1481	24	697
1481	14	703
1482	3	889
1482	7	681
1482	5	841
1482	5	840
1483	6	841
1483	19	841
1483	3	841
1483	4	681
1483	2	677
1483	8	681
1483	8	681
1483	5	677
1484	14	772
1484	2	772
1485	3	643
1486	11	500
1487	50	640
1488	5	607
1488	3	501
1488	5	620
1489	2	907
1489	2	907
1489	3	907
1489	3	907
1489	9	907
1490	3	906
1490	9	906
1490	9	907
1491	10	905
1491	5	903
1491	10	905
1492	1	670
1493	2	670
1493	3	641
1493	1	640
1493	7	500
1493	9	693
1494	12	831
1494	4	831
1494	4	831
1494	4	831
1495	2	693
1495	9	500
1496	39	500
1496	2	501
1496	4	550
1497	3	645
1497	3	780
1497	6	801
1497	5	526
1497	2	784
1498	5	803
1498	17	607
1499	2	850
1499	1	887
1499	14	901
1499	2	850
1499	10	643
1502	11	681
1502	1	681
1502	21	681
1503	3	697
1503	5	697
1503	5	640
1505	7	841
1505	4	841
1505	13	841
1505	1	999
1505	8	681
1506	5	676
1506	26	772
1509	17	692
1510	18	831
1510	4	522
1510	4	831
1512	9	640
1514	6	850
1514	5	850
1514	11	850
1515	2	681
1515	14	664
1518	1	873
1518	4	871
1518	3	880
1518	5	867
1518	1	888
1518	3	830
1519	3	999
1519	5	925
1519	6	925
1519	3	999
1519	6	925
1520	17	801
1521	13	722
1521	7	720
1522	1	867
1523	1	762
1525	8	677
1525	7	664
1525	4	805
1528	6	500
1528	6	681
1528	5	602
1528	5	612
1528	6	681
1528	5	645
1530	4	676
1530	1	690
1531	30	863
1531	2	867
1531	6	830
1533	6	692
1533	6	863
1533	3	693
1533	5	697
1533	6	693
1537	57	500
1539	10	509
1541	3	926
1541	2	697
1541	1	693
1541	3	831
1541	2	697
1542	9	693
1542	2	831
1543	12	772
1544	1	831
1546	15	841
1546	4	841
1547	8	697
1547	10	676
1547	21	697
1548	6	677
1549	9	693
1549	4	697
1549	5	850
1550	8	926
1550	5	926
1550	13	926
1550	5	926
1550	9	926
1552	6	602
1552	4	681
1552	2	850
1552	2	692
1552	3	500
1552	1	600
1552	3	813
1552	3	608
1554	14	697
1554	4	831
1554	2	697
1557	13	640
1557	3	623
1557	4	655
1558	10	692
1558	2	643
1558	5	697
1558	3	660
1558	5	672
1558	3	602
1558	12	692
1558	8	693
1558	4	681
1558	11	693
1560	3	697
1560	12	696
1560	5	697
1563	21	500
1563	3	600
1564	7	850
1564	2	735
1564	3	741
1564	15	645
1564	1	855
1564	4	910
1565	2	522
1565	3	500
1565	2	783
1565	1	765
1565	1	623
1565	6	999
1568	3	831
1568	3	831
1569	3	831
1569	3	831
1569	3	831
1569	2	831
1570	12	697
1570	20	831
1570	2	831
1570	4	831
1570	6	697
1570	3	999
1570	4	831
1570	7	831
1571	2	831
1571	5	697
1571	2	831
1571	3	831
1573	7	697
1573	14	692
1573	4	602
1575	12	770
1575	4	693
1576	4	677
1576	9	692
1576	3	681
1576	5	645
1576	8	651
1577	11	697
1577	33	697
1577	7	693
1577	13	693
1578	8	692
1579	5	774
1580	1	697
1580	17	697
1580	7	692
1581	6	841
1581	14	841
1581	3	841
1581	11	841
1581	5	841
1583	5	831
1583	2	831
1583	3	831
1583	2	831
1583	3	831
1583	7	831
1584	3	821
1584	13	665
1585	3	732
1586	19	641
1586	11	850
1586	1	645
1587	3	850
1588	24	500
1589	10	509
1590	8	500
1593	14	692
1593	11	692
1593	2	693
1593	5	690
1593	10	500
1594	6	692
1595	16	640
1595	3	643
1595	8	645
1596	3	774
1596	2	674
1596	12	720
1596	5	676
1596	9	910
1596	1	692
1596	1	643
1596	2	640
1596	2	645
1596	7	500
1596	3	692
1597	12	600
1600	5	641
1600	4	999
1600	51	850
1600	20	850
1600	2	645
1600	2	645
1602	1	850
1602	7	697
1602	5	676
1602	5	697
1602	2	697
1602	2	526
1602	2	681
1603	2	621
1603	5	805
1603	10	805
1603	1	665
1604	11	692
1604	5	676
1604	3	692
1605	6	831
1605	3	831
1605	5	697
1605	10	831
1606	13	697
1608	4	660
1608	3	660
1608	6	660
1610	6	803
1610	5	676
1610	3	999
1610	5	999
1610	5	803
1611	8	764
1613	3	543
1614	14	619
1615	17	813
1615	5	761
1615	6	770
1617	27	500
1618	3	526
1621	1	818
1622	1	692
1622	10	500
1622	9	602
1622	4	600
1622	6	674
1623	2	697
1623	9	697
1623	11	697
1623	5	697
1623	5	697
1624	25	999
1625	11	783
1625	5	783
1625	8	783
1625	7	783
1625	12	600
1625	8	500
1625	6	693
1626	12	500
1627	7	863
1627	11	831
1627	11	831
1627	11	697
1627	4	505
1630	11	703
1630	4	697
1630	8	703
1631	8	651
1631	5	645
1631	3	735
1631	2	741
1631	9	850
1631	5	765
1631	4	850
1631	2	850
1633	1	681
1633	14	640
1637	15	772
1637	6	772
1637	8	602
1637	2	674
1638	27	676
1639	14	692
1639	24	693
1639	6	690
1640	51	697
1641	90	500
1643	9	892
1643	7	925
1643	6	926
1643	6	926
1643	8	926
1643	13	926
1643	3	925
1644	58	690
1644	5	693
1645	7	667
1645	10	667
1645	8	850
1645	8	817
1645	2	905
1646	3	849
1646	12	849
1646	1	905
1646	6	849
1646	6	849
1646	8	812
1649	7	697
1649	6	672
1649	16	692
1649	5	692
1650	35	850
1650	33	850
1651	1	681
1651	13	681
1652	57	500
1653	1	692
1653	8	697
1655	1	752
1655	11	770
1655	20	923
1656	10	850
1656	8	850
1656	10	733
1657	11	783
1657	9	764
1657	1	676
1658	8	690
1658	12	692
1658	3	697
1658	7	693
1658	4	676
1659	3	700
1659	1	649
1659	5	700
1660	3	999
1661	27	522
1661	5	772
1661	32	773
1661	33	772
1661	11	772
1662	4	681
1662	13	873
1662	2	681
1663	7	772
1664	7	500
1664	1	660
1664	16	660
1664	8	660
1664	2	663
1664	3	774
1664	11	667
1664	9	774
1666	3	663
1666	10	667
1666	9	667
1666	7	660
1667	38	850
1668	4	902
1668	3	863
1668	4	880
1668	4	670
1668	9	692
1670	2	500
1671	6	831
1671	13	697
1671	5	831
1671	6	697
1671	15	697
1672	7	998
1672	6	503
1672	12	509
1673	4	773
1673	3	773
1673	4	774
1674	1	500
1675	5	697
1675	3	692
1675	2	693
1675	10	697
1675	3	643
1675	14	500
1676	5	692
1677	3	681
1677	2	681
1677	2	681
1677	16	681
1678	20	681
1678	16	681
1678	3	681
1678	10	681
1678	2	681
1678	5	703
1680	2	612
1680	8	692
1680	18	692
1683	7	831
1683	7	693
1683	13	697
1683	8	831
1683	3	831
1683	3	693
1683	7	831
1683	2	831
1684	4	642
1684	6	692
1685	12	761
1686	36	500
1688	17	850
1688	3	850
1688	1	697
1688	4	697
1688	7	850
1688	4	703
1688	5	697
1688	2	850
1689	8	697
1690	8	681
1691	7	783
1691	4	783
1691	5	783
1694	12	500
1694	3	620
1695	22	772
1696	2	522
1697	131	862
1697	32	862
1697	46	906
1697	118	906
1697	64	906
1697	8	500
1698	1	500
1699	7	722
1702	5	692
1702	5	693
1702	2	500
1703	5	703
1703	2	681
1705	13	873
1705	11	697
1706	6	675
1706	6	500
1707	7	600
1710	4	676
1710	3	693
1710	11	501
1711	4	873
1711	9	880
1713	7	693
1713	4	697
1713	8	692
1713	9	660
1713	6	998
1713	3	697
1714	1	692
1719	2	850
1719	5	850
1719	7	850
1719	4	850
1719	5	850
1719	3	514
1719	5	677
1720	4	831
1720	1	831
1721	2	999
1722	12	831
1722	13	831
1722	1	831
1722	3	697
1722	16	831
1722	5	831
1722	11	772
1724	2	831
1725	4	831
1725	7	831
1727	5	815
1727	7	693
1727	3	783
1727	3	645
1728	13	926
1728	8	926
1728	20	926
1730	2	697
1730	1	693
1730	2	600
1730	6	672
1730	4	693
1730	6	522
1730	2	855
1730	1	850
1730	1	612
1730	2	612
1730	1	677
1730	2	655
1730	5	693
1730	7	781
1731	7	601
1731	5	780
1732	4	692
1732	5	693
1732	4	674
1732	7	648
1732	7	675
1732	1	677
1732	3	681
1733	1	681
1733	1	681
1734	3	677
1734	22	772
1735	2	850
1735	4	850
1735	5	697
1736	12	697
1736	5	693
1736	3	677
1740	19	600
1742	3	850
1742	3	850
1742	3	850
1742	2	850
1742	1	850
1742	2	850
1743	1	850
1743	1	855
1743	7	850
1743	5	850
1743	2	908
1743	17	850
1743	8	850
1743	1	640
1743	1	656
1743	3	999
1744	3	676
1744	5	602
1744	6	665
1744	5	805
1746	3	831
1747	3	697
1747	9	831
1747	8	831
1747	4	697
1748	3	831
1749	13	831
1749	5	500
1749	9	831
1749	4	831
1749	13	697
1749	5	501
1749	2	697
1749	3	555
1750	1	681
1750	6	667
1750	25	770
1750	1	658
1750	3	643
1751	6	693
1751	9	692
1751	5	693
1751	2	522
1752	2	677
1752	2	693
1752	4	693
1752	1	677
1752	1	607
1753	4	681
1753	2	681
1754	39	500
1756	6	693
1756	8	692
1756	11	500
1756	5	697
1757	1	677
1758	4	850
1758	5	850
1759	7	620
1760	6	677
1760	1	901
1760	7	656
1760	5	999
1760	2	850
1760	1	656
1761	12	863
1761	4	867
1762	1	602
1763	17	831
1763	7	831
1763	6	831
1763	18	831
1763	3	831
1763	3	697
1764	22	697
1765	47	667
1767	3	600
1769	1	850
1769	2	850
1769	3	850
1770	6	677
1771	1	850
1771	5	783
1771	2	677
1771	5	681
1771	19	500
1771	6	600
1771	5	675
1771	5	550
1771	3	501
1772	3	675
1772	1	677
1774	1	772
1774	3	600
1776	3	501
1776	11	697
1776	1	500
1776	7	660
1776	2	693
1776	5	675
1776	20	697
1776	9	693
1777	2	514
1777	5	831
1777	8	831
1778	2	697
1779	24	500
1780	4	763
1780	11	783
1781	13	764
1783	43	500
1783	8	527
1785	4	999
1785	6	800
1786	2	901
1786	5	761
1786	8	907
1788	31	770
1788	21	770
1788	2	770
1789	10	600
1790	12	860
1790	15	863
1790	7	860
1791	13	676
1791	9	764
1791	2	762
1792	9	676
1793	1	792
1795	1	805
1796	7	850
1796	6	850
1796	6	850
1796	8	850
1796	13	765
1797	8	675
1797	7	673
1798	13	697
1799	4	612
1800	9	681
1801	2	681
1801	2	681
1801	8	681
1801	3	681
1801	4	649
1801	2	681
1802	11	522
1803	5	905
1803	7	814
1803	7	602
1804	8	780
1804	11	783
1804	11	764
1804	8	764
