Story ID	Ranking	Subject (Whom)	Tone
59	P	514	Straight
61	M	681	Straight
61	S	649	Straight
61	P	693	Straight
61	P	640	Straight
62	M	681	Straight
62	M	697	Straight
62	S	522	Straight
62	P	640	Straight
63	M	697	Straight
63	P	640	Straight
63	P	831	Straight
63	S	815	Straight
63	P	522	Straight
64	M	783	Straight
64	S	782	Straight
64	S	620	Straight
64	S	802	Straight
64	S	801	Straight
64	S	601	Straight
64	P	640	Straight
64	S	656	Straight
64	S	781	Straight
64	S	518	Straight
65	M	603	Straight
65	S	640	Straight
65	P	600	Straight
65	P	886	Straight
65	P	649	Straight
67	S	681	Straight
67	S	697	Straight
67	P	805	Straight
67	S	640	Straight
67	M	693	Straight
67	P	642	Straight
67	P	645	Straight
67	P	658	Straight
68	M	681	Straight
68	M	697	Straight
68	P	640	Straight
68	M	700	Straight
68	M	817	Straight
68	S	772	Straight
68	P	694	Straight
68	S	739	Straight
68	P	532	Straight
69	M	664	Straight
69	M	805	Straight
28	M	697	Straight
85	S	656	Straight
85	S	658	Straight
126	P	763	Straight
126	S	608	Straight
126	S	612	Straight
126	S	500	Straight
126	S	503	Straight
126	P	543	Straight
126	S	540	Straight
126	S	801	Straight
126	P	802	Straight
126	S	803	Straight
126	S	532	Straight
126	S	621	Straight
126	S	780	Straight
126	S	601	Straight
126	P	658	Straight
126	S	644	Straight
126	S	805	Straight
126	S	635	Straight
126	P	518	Straight
126	P	620	Straight
126	P	850	Straight
127	M	999	Straight
127	S	528	Straight
127	M	525	Straight
127	S	784	Straight
127	M	770	Straight
127	M	766	Straight
127	P	640	Straight
128	M	868	Straight
128	M	500	Straight
128	P	600	Straight
128	M	832	Straight
129	M	540	Reinforcing
129	S	543	Straight
129	S	500	Mixed
129	P	600	Deflating
129	S	509	Mixed
129	P	635	Straight
129	P	503	Straight
129	S	830	Straight
130	M	540	Heavily reinforcing
130	P	555	Straight
130	P	999	Straight
130	S	543	Straight
130	S	500	Deflating
130	S	502	Straight
132	S	640	Straight
132	M	681	Straight
132	M	697	Straight
132	S	665	Straight
132	S	649	Straight
133	M	670	Mixed
133	P	600	Straight
133	S	602	Mixed
133	S	612	Straight
133	S	999	Straight
133	S	841	Straight
134	M	677	Straight
134	P	640	Straight
134	S	697	Straight
134	S	690	Straight
135	M	697	Straight
135	P	600	Straight
135	P	640	Straight
135	P	820	Straight
136	M	640	Heavily deflating
136	S	784	Straight
136	P	732	Mixed
136	S	801	Deflating
136	S	803	Deflating
137	S	640	Heavily deflating
137	M	600	Heavily deflating
137	P	500	Straight
137	P	603	Deflating
137	P	605	Deflating
137	P	801	Reinforcing
137	P	999	Straight
138	M	659	Mixed
138	S	600	Straight
138	S	500	Straight
138	S	928	Straight
138	S	640	Straight
138	P	820	Straight
139	M	697	Straight
139	M	765	Straight
140	M	813	Straight
140	S	681	Straight
142	M	862	Reinforcing
142	P	697	Straight
142	M	772	Straight
142	M	774	Straight
143	S	681	Straight
143	S	697	Straight
143	S	600	Straight
143	P	640	Deflating
143	P	620	Straight
143	S	500	Straight
143	S	540	Straight
143	P	509	Deflating
143	P	518	Straight
143	P	832	Straight
143	S	805	Straight
143	P	526	Straight
143	S	512	Straight
143	S	801	Straight
143	S	503	Straight
143	P	501	Straight
143	P	506	Straight
143	P	527	Straight
143	P	525	Straight
143	S	531	Straight
143	S	532	Straight
143	S	607	Straight
144	M	509	Deflating
144	S	500	Straight
144	P	600	Straight
144	S	543	Straight
145	M	697	Straight
145	P	999	Straight
147	M	540	Mixed
147	M	500	Straight
147	P	527	Straight
147	P	503	Straight
147	S	784	Straight
148	M	600	Straight
148	S	640	Deflating
148	P	782	Straight
148	S	780	Straight
148	S	607	Straight
148	P	620	Straight
148	S	644	Straight
148	S	601	Straight
148	S	532	Straight
148	S	801	Straight
148	P	731	Straight
149	M	783	Mixed
149	M	770	Straight
149	S	640	Deflating
149	S	600	Straight
150	M	850	Straight
150	S	640	Straight
150	P	658	Straight
150	P	651	Deflating
150	P	659	Mixed
150	S	664	Straight
150	P	652	Straight
152	M	697	Reinforcing
152	S	681	Straight
152	P	774	Straight
153	M	525	Straight
153	M	543	Straight
153	S	500	Straight
153	S	784	Straight
154	M	697	Straight
155	S	697	Straight
155	S	677	Straight
155	M	693	Straight
155	S	690	Straight
155	S	692	Straight
155	P	500	Straight
155	P	501	Straight
156	S	783	Straight
156	M	500	Mixed
156	M	540	Straight
156	P	801	Straight
156	P	803	Straight
156	P	640	Straight
156	P	503	Straight
156	P	600	Straight
156	P	782	Straight
156	P	763	Straight
156	S	509	Straight
156	P	833	Straight
156	P	699	Straight
156	P	543	Straight
158	M	600	Straight
158	M	640	Straight
158	M	601	Straight
158	P	782	Straight
158	P	999	Straight
158	S	500	Straight
158	S	509	Straight
158	S	780	Straight
158	S	532	Straight
158	P	801	Straight
159	M	540	Straight
159	M	500	Straight
159	S	509	Straight
159	S	525	Straight
159	S	514	Straight
159	S	543	Straight
160	P	782	Straight
160	S	600	Straight
160	S	640	Straight
160	S	540	Straight
160	S	612	Straight
160	P	681	Straight
160	P	697	Straight
160	P	820	Straight
160	S	999	Straight
160	P	783	Straight
161	M	540	Mixed
161	S	545	Straight
161	M	500	Straight
161	S	502	Straight
161	P	504	Straight
161	S	999	Straight
161	P	507	Straight
161	P	868	Straight
161	P	509	Straight
161	P	503	Straight
162	S	543	Straight
162	S	502	Straight
162	S	512	Straight
162	S	503	Straight
162	S	500	Straight
162	P	801	Straight
162	P	640	Straight
162	S	527	Straight
162	P	509	Mixed
162	P	526	Straight
163	S	500	Straight
163	P	512	Straight
163	P	502	Straight
163	P	503	Straight
163	P	504	Straight
163	P	501	Straight
163	P	521	Straight
163	S	505	Straight
163	S	509	Straight
163	P	514	Straight
164	S	850	Straight
164	S	640	Mixed
164	S	782	Straight
164	S	658	Straight
164	P	500	Straight
164	P	600	Straight
164	S	901	Straight
164	P	804	Straight
164	P	733	Straight
164	S	642	Straight
164	P	525	Straight
165	S	640	Straight
165	M	514	Straight
165	P	783	Straight
165	S	856	Straight
166	M	782	Straight
166	S	908	Straight
166	S	783	Straight
166	P	884	Straight
166	P	886	Straight
166	P	640	Straight
166	S	658	Straight
166	S	780	Straight
166	S	643	Straight
166	P	850	Straight
166	S	999	Straight
166	S	804	Straight
165	P	929	Straight
166	P	620	Straight
166	P	907	Straight
167	M	601	Mixed
167	P	640	Straight
167	S	600	Straight
167	S	603	Straight
167	S	602	Mixed
167	P	500	Mixed
167	P	801	Straight
168	M	801	Straight
168	S	526	Straight
168	S	782	Straight
168	S	640	Straight
168	S	531	Straight
168	P	887	Straight
168	P	867	Straight
169	M	791	Straight
169	S	600	Straight
169	M	737	Straight
169	S	790	Straight
169	P	907	Straight
169	M	804	Straight
170	M	783	Mixed
170	S	532	Mixed
170	S	780	Straight
170	P	782	Straight
170	P	526	Straight
170	P	600	Straight
170	P	620	Straight
170	S	781	Straight
170	S	801	Straight
170	S	802	Straight
170	S	621	Deflating
170	P	784	Straight
171	M	525	Straight
171	P	500	Straight
171	S	583	Straight
171	P	640	Straight
171	P	782	Straight
172	M	889	Straight
172	S	600	Mixed
172	M	610	Straight
172	P	640	Straight
172	S	774	Straight
172	S	783	Straight
172	P	764	Straight
173	M	697	Straight
174	P	640	Straight
174	S	518	Straight
174	S	532	Straight
174	S	849	Straight
174	S	620	Straight
174	S	616	Straight
175	M	500	Mixed
175	S	783	Straight
175	P	800	Straight
175	P	810	Straight
175	P	782	Straight
175	S	600	Deflating
175	S	640	Mixed
175	S	801	Mixed
175	S	540	Reinforcing
175	P	697	Straight
176	M	540	Straight
176	S	500	Straight
176	S	509	Mixed
176	P	514	Straight
176	P	924	Straight
176	P	600	Straight
176	P	630	Straight
176	P	502	Straight
176	P	503	Straight
176	P	801	Straight
176	P	525	Straight
176	P	512	Straight
176	P	504	Straight
176	P	543	Straight
176	P	998	Straight
177	M	832	Straight
177	M	500	Reinforcing
177	P	600	Mixed
177	P	528	Straight
177	P	557	Straight
125	M	500	Deflating
41	P	867	Straight
41	S	920	Straight
41	P	866	Straight
42	M	525	Straight
42	P	640	Straight
42	P	500	Straight
42	S	780	Straight
42	S	583	Straight
42	S	502	Straight
42	P	867	Straight
42	S	512	Straight
42	S	503	Straight
42	S	790	Straight
43	M	580	Straight
43	S	697	Straight
43	P	640	Straight
43	P	850	Straight
43	S	500	Straight
43	P	620	Straight
43	P	999	Straight
44	M	731	Straight
44	P	512	Straight
44	S	925	Straight
44	S	733	Straight
44	S	736	Straight
44	S	739	Straight
44	P	790	Straight
44	P	791	Straight
44	P	600	Straight
44	M	730	Straight
45	M	925	Mixed
45	P	541	Straight
45	P	500	Straight
45	P	600	Straight
46	P	640	Straight
46	M	783	Straight
46	M	500	Mixed
46	M	600	Mixed
46	M	790	Straight
46	S	801	Straight
46	M	525	Straight
47	M	500	Mixed
47	M	600	Straight
47	P	640	Straight
47	S	783	Straight
47	P	790	Straight
47	P	791	Straight
47	P	509	Straight
47	P	801	Straight
47	P	803	Straight
48	M	506	Straight
48	S	500	Straight
49	M	697	Straight
49	P	831	Straight
50	M	640	Straight
50	S	658	Straight
50	S	642	Straight
50	P	649	Straight
50	S	645	Straight
50	S	802	Straight
50	S	782	Straight
50	S	656	Straight
50	S	781	Straight
50	P	887	Straight
51	P	640	Straight
51	M	600	Mixed
51	M	500	Mixed
51	P	509	Straight
51	P	543	Straight
51	S	783	Straight
51	P	782	Straight
52	M	601	Mixed
52	S	620	Straight
52	P	600	Straight
52	S	617	Straight
52	P	890	Straight
52	P	891	Straight
52	S	773	Straight
53	M	805	Straight
53	P	640	Straight
53	M	601	Straight
53	S	681	Straight
53	S	660	Straight
53	P	600	Straight
53	P	665	Straight
54	M	850	Straight
54	S	652	Straight
69	S	532	Straight
14	P	658	Straight
14	M	693	Straight
14	M	692	Straight
14	M	697	Straight
14	S	782	Straight
14	S	781	Straight
14	P	802	Straight
15	P	640	Straight
15	P	649	Straight
15	S	681	Straight
15	S	697	Straight
15	S	670	Straight
15	P	501	Straight
15	P	690	Straight
15	P	887	Straight
16	M	697	Straight
16	S	692	Straight
17	M	600	Heavily deflating
17	S	512	Deflating
17	S	801	Straight
17	S	500	Deflating
17	S	783	Straight
17	P	790	Straight
18	M	925	Straight
18	P	780	Straight
18	P	500	Straight
18	P	600	Straight
19	M	925	Straight
19	P	500	Straight
19	P	541	Straight
19	P	783	Straight
20	M	925	Straight
20	S	862	Straight
20	M	761	Straight
20	S	774	Straight
20	S	763	Straight
21	M	850	Straight
21	P	500	Straight
21	P	600	Straight
21	P	640	Straight
21	P	663	Straight
21	P	648	Straight
22	M	500	Straight
22	M	600	Straight
22	M	640	Deflating
22	P	510	Straight
22	P	509	Straight
22	P	543	Straight
22	P	525	Straight
22	P	790	Straight
22	P	781	Straight
22	P	620	Straight
23	S	500	Straight
23	M	600	Deflating
23	S	790	Straight
23	P	640	Straight
23	S	801	Straight
23	S	802	Straight
23	S	622	Reinforcing
23	S	601	Mixed
23	S	602	Deflating
23	P	620	Straight
24	M	500	Straight
24	M	543	Straight
24	P	640	Straight
24	P	832	Straight
24	S	512	Straight
24	S	502	Straight
24	S	503	Straight
24	S	506	Straight
24	P	505	Straight
24	S	510	Straight
24	S	509	Straight
24	P	801	Straight
24	S	920	Straight
25	M	731	Straight
25	M	920	Straight
26	S	640	Straight
26	M	642	Deflating
26	M	697	Straight
26	P	866	Straight
27	S	640	Straight
27	S	774	Straight
27	S	697	Straight
27	S	681	Straight
27	S	612	Straight
27	S	677	Straight
85	S	642	Mixed
1	M	500	Straight
1	S	640	Deflating
1	M	600	Straight
1	S	790	Straight
2	M	600	Straight
2	M	640	Deflating
2	M	783	Straight
2	M	500	Straight
2	M	790	Straight
2	S	801	Straight
2	S	502	Straight
2	S	781	Deflating
3	M	500	Mixed
3	M	509	Deflating
3	P	801	Heavily deflating
3	P	640	Straight
3	P	502	Straight
3	P	543	Mixed
4	M	697	Straight
4	M	831	Straight
4	P	640	Straight
5	M	649	Deflating
5	P	696	Straight
5	S	693	Straight
5	M	640	Heavily deflating
5	P	658	Heavily deflating
5	S	642	Heavily deflating
5	S	681	Straight
5	S	697	Straight
5	S	645	Straight
5	S	774	Straight
5	P	850	Straight
6	M	600	Reinforcing
6	M	500	Reinforcing
6	P	640	Heavily deflating
6	P	509	Deflating
6	P	510	Deflating
7	M	580	Heavily deflating
7	P	783	Heavily deflating
7	P	500	Straight
7	P	600	Straight
7	M	550	Reinforcing
8	M	697	Straight
8	M	692	Straight
8	S	695	Straight
8	P	681	Straight
8	P	649	Straight
9	M	697	Straight
9	S	681	Straight
9	P	640	Straight
10	M	500	Deflating
10	M	600	Deflating
10	M	790	Deflating
11	S	500	Straight
11	S	509	Straight
11	S	510	Straight
11	M	543	Straight
11	S	545	Straight
11	S	920	Straight
11	P	600	Straight
11	P	502	Straight
11	P	506	Straight
11	P	512	Straight
11	P	503	Straight
11	P	505	Straight
12	M	500	Straight
12	M	600	Straight
12	M	801	Straight
12	S	640	Deflating
12	S	790	Straight
12	S	608	Straight
12	S	543	Straight
12	S	503	Straight
12	S	781	Straight
12	S	644	Straight
12	S	525	Straight
13	M	600	Deflating
13	M	500	Deflating
13	M	868	Straight
13	S	790	Deflating
13	P	507	Straight
14	M	649	Straight
14	M	677	Straight
14	S	640	Straight
28	M	522	Straight
28	S	693	Straight
29	S	690	Straight
29	M	640	Deflating
29	S	850	Straight
29	P	646	Deflating
29	P	649	Deflating
30	M	850	Straight
30	P	600	Straight
30	P	500	Straight
30	S	640	Deflating
30	S	665	Straight
30	S	765	Straight
30	P	814	Straight
31	M	600	Straight
31	S	640	Straight
31	M	783	Deflating
31	M	500	Straight
31	S	801	Deflating
31	S	802	Deflating
31	S	512	Straight
31	S	543	Straight
32	M	500	Straight
32	M	600	Straight
32	M	783	Straight
32	S	640	Straight
32	S	790	Straight
32	S	801	Straight
32	S	601	Straight
32	S	802	Straight
32	S	514	Straight
32	S	502	Straight
32	P	503	Straight
32	P	512	Straight
32	P	505	Straight
32	P	506	Straight
33	M	697	Straight
33	S	834	Straight
34	M	681	Straight
34	M	640	Straight
34	M	649	Straight
34	S	658	Straight
34	P	612	Straight
34	P	772	Straight
34	S	677	Straight
34	P	642	Straight
35	M	792	Mixed
35	P	640	Straight
35	S	763	Straight
36	M	801	Straight
36	S	782	Straight
36	P	640	Straight
36	S	802	Straight
36	S	781	Straight
36	S	601	Straight
36	P	884	Straight
38	M	697	Straight
38	S	500	Straight
38	S	850	Straight
38	M	783	Straight
38	M	764	Straight
38	S	815	Straight
38	S	681	Straight
38	P	600	Straight
38	P	622	Straight
38	P	640	Straight
38	S	692	Straight
38	S	531	Straight
38	S	649	Deflating
39	M	697	Straight
39	P	649	Straight
40	S	681	Straight
40	M	665	Straight
40	S	649	Straight
40	M	664	Straight
40	P	640	Straight
40	S	805	Straight
41	M	500	Straight
41	M	502	Straight
41	M	510	Straight
41	M	509	Straight
41	S	503	Straight
41	S	506	Straight
41	S	512	Straight
41	S	505	Straight
41	M	543	Straight
124	M	500	Deflating
124	M	699	Reinforcing
124	M	783	Straight
69	P	907	Straight
69	P	600	Straight
70	M	850	Straight
70	M	765	Straight
70	M	664	Straight
71	M	665	Straight
71	P	640	Straight
71	S	850	Straight
71	S	805	Straight
72	M	502	Straight
72	P	867	Straight
72	P	773	Straight
72	S	509	Straight
72	P	500	Straight
72	P	600	Straight
72	P	640	Straight
72	S	553	Straight
73	M	697	Straight
74	M	525	Straight
74	P	500	Straight
74	S	526	Straight
74	P	555	Straight
74	S	502	Straight
74	S	790	Straight
74	S	783	Straight
74	P	543	Straight
74	P	867	Straight
74	P	640	Straight
75	M	580	Straight
75	S	500	Straight
75	P	999	Straight
75	P	600	Straight
75	P	801	Straight
75	P	802	Straight
75	P	780	Straight
75	P	697	Straight
78	S	620	Straight
78	S	514	Straight
78	S	790	Straight
78	S	601	Straight
78	S	640	Straight
78	P	782	Straight
78	S	791	Straight
78	P	658	Straight
78	P	649	Mixed
78	P	781	Straight
78	S	600	Straight
78	S	801	Deflating
78	S	502	Straight
78	P	802	Mixed
78	P	803	Mixed
79	M	500	Mixed
79	M	600	Straight
79	S	640	Straight
79	S	783	Straight
79	S	790	Straight
79	P	620	Straight
79	S	801	Straight
79	P	543	Straight
79	S	502	Straight
82	M	502	Straight
82	S	500	Straight
82	S	503	Straight
82	M	543	Straight
82	S	526	Straight
82	P	510	Straight
82	P	509	Straight
82	P	867	Straight
82	P	506	Straight
82	P	505	Straight
82	P	512	Straight
82	P	573	Straight
82	P	521	Straight
83	M	697	Straight
83	S	681	Straight
83	P	640	Straight
83	P	867	Straight
83	S	815	Straight
83	P	999	Straight
83	P	649	Mixed
83	S	698	Straight
83	P	820	Straight
84	M	681	Straight
84	S	927	Straight
84	M	697	Straight
85	S	649	Deflating
85	S	640	Deflating
85	M	850	Straight
54	S	640	Straight
54	P	649	Straight
85	P	908	Straight
85	P	600	Straight
86	M	697	Straight
86	M	681	Straight
86	S	700	Straight
86	P	601	Straight
86	S	680	Straight
86	S	522	Straight
86	S	526	Straight
86	P	649	Deflating
87	M	782	Straight
87	P	500	Straight
87	P	600	Straight
87	P	763	Straight
89	M	697	Straight
90	M	801	Straight
90	S	846	Straight
90	S	907	Straight
91	M	783	Mixed
91	P	640	Straight
91	S	600	Straight
91	S	526	Straight
91	S	801	Straight
91	S	999	Straight
92	M	850	Straight
92	P	600	Straight
92	S	765	Straight
92	S	665	Straight
92	S	659	Straight
92	P	640	Straight
92	P	783	Straight
93	M	642	Deflating
93	S	640	Straight
93	S	850	Straight
94	M	600	Straight
94	M	500	Mixed
94	S	640	Straight
94	S	801	Deflating
94	S	502	Straight
94	S	790	Straight
94	S	525	Straight
94	M	783	Deflating
95	M	697	Straight
95	S	640	Straight
95	S	600	Straight
95	S	500	Straight
95	S	805	Straight
95	P	681	Straight
96	M	540	Deflating
96	P	500	Straight
96	P	640	Straight
97	M	850	Straight
97	P	649	Straight
97	P	640	Mixed
97	P	681	Straight
98	M	500	Straight
98	M	832	Straight
98	S	543	Straight
98	S	868	Straight
98	P	640	Straight
99	S	600	Straight
99	S	640	Deflating
99	S	603	Straight
99	S	620	Straight
99	P	645	Straight
99	P	681	Straight
99	P	782	Straight
99	P	850	Straight
99	S	500	Straight
99	S	540	Straight
99	S	543	Mixed
99	S	801	Deflating
99	S	512	Straight
99	P	532	Straight
99	S	601	Straight
99	P	658	Deflating
99	P	642	Deflating
99	S	644	Straight
99	P	649	Straight
99	S	623	Straight
99	S	676	Straight
100	S	862	Straight
100	M	697	Reinforcing
100	M	699	Reinforcing
100	P	640	Straight
100	S	522	Straight
101	M	830	Straight
101	M	699	Reinforcing
103	M	697	Reinforcing
103	P	640	Straight
103	S	998	Straight
104	M	540	Heavily deflating
104	P	635	Straight
104	S	500	Straight
104	P	503	Straight
104	P	998	Straight
105	M	509	Deflating
105	S	500	Straight
105	S	526	Straight
106	M	923	Straight
109	M	600	Reinforcing
109	M	640	Deflating
109	S	532	Straight
109	S	801	Deflating
109	S	500	Straight
110	M	540	Deflating
110	S	500	Straight
110	M	509	Deflating
111	S	801	Deflating
111	S	783	Mixed
111	S	500	Straight
111	S	999	Mixed
112	M	500	Reinforcing
112	M	543	Mixed
112	P	868	Straight
112	S	832	Straight
112	S	526	Straight
112	S	573	Straight
112	S	583	Straight
112	P	640	Straight
112	P	801	Straight
112	S	511	Straight
112	S	571	Straight
113	M	502	Straight
113	P	640	Straight
113	P	783	Straight
113	P	867	Straight
113	S	525	Straight
113	P	543	Straight
116	M	866	Mixed
116	M	830	Straight
116	M	832	Straight
117	M	550	Straight
117	S	697	Straight
120	S	649	Straight
120	P	640	Straight
120	S	681	Straight
120	S	697	Straight
120	M	667	Straight
121	M	697	Straight
121	M	866	Straight
121	S	522	Straight
121	S	774	Straight
122	M	640	Straight
122	M	600	Straight
122	S	658	Straight
122	S	642	Straight
122	S	645	Straight
122	S	810	Straight
123	M	500	Mixed
123	M	600	Deflating
123	S	790	Straight
123	S	802	Straight
123	S	999	Straight
123	S	602	Deflating
123	S	801	Mixed
123	S	608	Straight
123	S	514	Straight
123	S	783	Mixed
123	P	842	Straight
123	P	907	Straight
123	P	622	Straight
123	P	641	Straight
125	M	540	Reinforcing
125	S	543	Straight
125	S	600	Deflating
125	S	697	Reinforcing
125	M	699	Reinforcing
125	S	850	Straight
125	P	640	Deflating
125	P	783	Straight
125	P	635	Straight
125	P	801	Reinforcing
126	M	600	Straight
126	S	640	Straight
126	S	783	Straight
54	P	642	Straight
54	S	664	Straight
55	M	543	Straight
55	S	510	Straight
55	P	500	Straight
55	S	580	Straight
55	S	525	Straight
55	P	867	Straight
55	S	509	Straight
55	S	503	Straight
55	S	550	Straight
55	P	640	Straight
57	M	640	Deflating
57	M	770	Straight
57	M	658	Deflating
57	S	642	Deflating
57	P	651	Straight
57	M	641	Straight
57	M	645	Straight
57	S	660	Straight
57	M	667	Straight
58	M	500	Mixed
58	M	783	Straight
58	P	640	Straight
58	M	600	Deflating
58	S	580	Straight
58	S	781	Straight
58	S	801	Straight
58	S	780	Straight
58	P	525	Straight
59	M	500	Mixed
59	M	600	Straight
59	S	790	Straight
59	S	801	Straight
59	S	783	Straight
59	S	640	Straight
59	P	510	Straight
177	P	585	Straight
178	M	600	Straight
178	S	640	Straight
178	P	681	Straight
178	P	697	Straight
178	P	998	Straight
178	P	620	Straight
178	S	782	Straight
178	P	649	Straight
178	P	612	Straight
178	S	780	Straight
178	S	607	Straight
178	S	601	Straight
178	P	532	Straight
178	P	621	Straight
178	P	801	Straight
178	P	805	Straight
179	M	803	Straight
179	M	801	Straight
179	P	500	Straight
179	P	600	Straight
179	P	620	Straight
179	P	525	Straight
179	P	621	Straight
180	M	783	Mixed
180	P	500	Straight
180	P	600	Straight
180	P	790	Straight
180	S	780	Straight
180	S	532	Straight
180	S	621	Straight
180	S	801	Straight
180	P	803	Straight
180	P	804	Straight
180	S	601	Straight
180	P	640	Straight
180	P	782	Straight
180	P	781	Straight
181	M	503	Straight
181	S	801	Straight
181	P	640	Straight
181	P	803	Straight
181	P	802	Straight
182	M	700	Straight
182	S	783	Straight
182	P	681	Straight
182	P	697	Straight
182	P	999	Straight
183	M	782	Straight
183	S	783	Straight
183	S	780	Straight
183	S	850	Straight
184	S	670	Straight
184	S	522	Straight
184	S	612	Straight
184	P	690	Straight
184	P	672	Straight
184	S	693	Straight
184	P	640	Straight
185	M	509	Mixed
185	S	500	Straight
185	S	502	Straight
185	S	540	Straight
185	S	801	Mixed
185	P	525	Straight
185	S	600	Straight
186	S	500	Straight
186	M	543	Straight
186	P	512	Straight
186	P	501	Straight
186	P	506	Straight
187	S	500	Straight
187	S	540	Straight
187	S	527	Straight
187	S	509	Straight
187	P	555	Straight
187	P	550	Straight
187	S	573	Straight
191	M	540	Straight
191	S	500	Straight
191	P	801	Straight
191	P	802	Straight
191	P	803	Straight
191	P	800	Straight
191	S	600	Straight
191	S	602	Straight
191	P	635	Straight
192	P	500	Straight
192	M	693	Straight
192	S	614	Straight
192	P	600	Straight
192	S	774	Straight
192	M	772	Straight
192	M	773	Straight
192	S	697	Straight
192	S	681	Straight
192	P	640	Straight
192	P	868	Straight
193	M	697	Straight
193	P	649	Straight
194	M	693	Straight
194	S	690	Straight
194	S	522	Straight
194	S	501	Straight
194	P	500	Straight
194	P	600	Straight
194	P	640	Mixed
194	P	850	Straight
194	S	677	Straight
195	M	772	Straight
195	M	649	Mixed
195	M	770	Straight
195	M	774	Straight
195	S	676	Straight
195	P	640	Straight
195	P	850	Straight
195	P	681	Straight
195	P	697	Straight
195	P	677	Straight
197	M	525	Straight
197	P	500	Straight
197	S	583	Straight
197	S	543	Straight
197	P	999	Straight
197	S	621	Straight
197	M	784	Straight
200	M	761	Straight
200	P	640	Straight
200	S	764	Straight
200	S	500	Straight
201	S	783	Straight
201	P	764	Straight
201	S	923	Straight
201	S	889	Straight
201	S	600	Straight
201	S	603	Mixed
201	S	619	Straight
201	P	620	Straight
201	S	800	Straight
201	S	610	Straight
202	M	731	Straight
202	M	730	Straight
202	M	920	Straight
203	M	540	Reinforcing
203	S	509	Mixed
203	P	500	Straight
203	P	600	Straight
203	P	832	Straight
203	S	783	Straight
204	M	600	Straight
204	S	640	Straight
204	S	500	Straight
204	M	540	Straight
204	S	509	Mixed
204	P	608	Straight
204	P	658	Straight
204	P	645	Straight
204	S	601	Straight
204	P	783	Straight
204	P	763	Straight
204	P	908	Straight
204	S	607	Straight
204	S	503	Straight
204	P	801	Straight
204	P	512	Straight
204	S	803	Straight
204	S	780	Straight
204	P	502	Straight
204	P	832	Straight
205	S	640	Straight
205	S	620	Straight
205	M	677	Straight
205	M	680	Straight
205	S	649	Mixed
205	P	681	Straight
205	P	697	Straight
206	M	850	Straight
206	P	600	Straight
206	P	640	Straight
206	S	658	Straight
206	S	649	Straight
206	S	741	Straight
209	M	525	Straight
209	P	500	Straight
209	S	526	Straight
209	S	731	Straight
209	S	543	Straight
209	S	503	Straight
209	S	518	Straight
211	M	681	Straight
216	S	500	Straight
216	S	540	Reinforcing
216	S	509	Deflating
216	S	543	Straight
216	S	832	Straight
216	S	525	Straight
216	P	730	Straight
216	P	534	Straight
216	P	820	Straight
216	P	503	Straight
216	S	600	Mixed
216	S	791	Straight
216	P	783	Straight
217	M	512	Straight
217	S	500	Straight
217	S	543	Straight
217	P	544	Straight
218	M	512	Mixed
218	S	998	Straight
218	P	500	Straight
219	P	500	Straight
219	P	512	Straight
219	S	532	Straight
219	S	801	Straight
219	S	600	Mixed
219	P	804	Straight
219	P	620	Straight
219	S	601	Mixed
219	P	781	Straight
219	P	621	Straight
219	P	803	Straight
219	P	805	Straight
220	M	783	Mixed
220	M	532	Straight
220	P	640	Straight
220	P	621	Straight
220	P	790	Straight
220	S	781	Straight
220	S	801	Straight
220	P	782	Straight
220	P	802	Straight
220	P	803	Straight
220	S	621	Straight
220	S	601	Straight
220	S	600	Straight
220	P	500	Straight
220	S	780	Straight
220	P	503	Straight
220	P	620	Straight
220	S	655	Mixed
220	P	906	Straight
221	S	640	Mixed
221	S	999	Straight
221	P	500	Straight
221	S	770	Straight
221	S	681	Straight
221	S	697	Straight
222	S	999	Straight
222	S	526	Straight
222	M	693	Straight
222	S	690	Straight
222	P	670	Straight
222	P	692	Straight
222	S	501	Straight
222	S	694	Straight
223	S	616	Straight
223	S	518	Straight
223	S	782	Straight
223	S	999	Straight
223	S	908	Straight
223	S	780	Straight
223	P	640	Straight
223	S	656	Straight
223	P	884	Straight
223	P	886	Straight
223	P	867	Straight
223	P	866	Straight
223	P	887	Straight
223	P	885	Straight
223	P	903	Straight
223	S	783	Straight
223	S	532	Straight
224	M	697	Straight
225	M	850	Straight
225	S	640	Mixed
225	P	649	Straight
225	S	665	Straight
225	S	664	Mixed
225	S	765	Straight
226	S	600	Straight
226	S	801	Heavily deflating
226	P	790	Straight
226	M	500	Reinforcing
226	P	782	Straight
226	S	540	Mixed
226	S	509	Mixed
226	P	640	Straight
226	P	999	Deflating
226	S	525	Reinforcing
226	S	784	Straight
226	S	543	Deflating
227	M	500	Straight
227	M	540	Straight
227	S	509	Straight
227	P	600	Straight
227	S	514	Straight
227	P	543	Straight
227	P	525	Straight
227	P	801	Straight
227	S	512	Straight
227	P	640	Straight
227	P	526	Straight
228	M	600	Straight
228	S	640	Straight
228	P	998	Straight
228	P	697	Straight
228	P	681	Straight
228	S	608	Straight
228	P	763	Straight
228	P	908	Straight
228	S	620	Straight
228	S	780	Straight
228	P	782	Straight
228	S	601	Straight
228	S	532	Straight
228	S	801	Straight
228	P	803	Straight
228	S	805	Straight
229	S	500	Straight
229	M	543	Straight
229	P	697	Straight
229	S	527	Straight
229	S	540	Straight
