ID	Source
1251	649
1251	667
1252	905
1252	643
1252	676
1252	873
1252	998
1252	649
1253	880
1253	884
1253	620
1253	677
1253	693
1253	873
1253	901
1254	677
1255	526
1255	693
1255	676
1257	998
1257	677
1257	703
1258	612
1258	868
1258	998
1259	601
1259	664
1260	998
1260	805
1261	620
1261	664
1261	850
1263	645
1263	765
1264	843
1265	602
1265	850
1266	602
1266	649
1266	774
1267	533
1267	751
1267	526
1267	832
1268	602
1268	635
1268	619
1270	522
1271	620
1271	514
1271	623
1271	500
1271	612
1272	681
1272	762
1273	903
1274	514
1274	691
1274	501
1274	861
1275	677
1275	703
1277	998
1278	623
1278	534
1278	620
1278	526
1279	522
1279	620
1279	998
1281	680
1281	602
1283	850
1287	832
1287	730
1287	833
1289	522
1289	863
1291	761
1292	998
1292	805
1292	849
1292	907
1293	677
1294	680
1296	512
1296	534
1296	602
1296	873
1297	603
1297	620
1298	872
1300	501
1300	612
1301	764
1301	998
1301	774
1302	522
1303	620
1303	998
1303	681
1304	676
1304	612
1304	620
1304	656
1304	677
1304	998
1305	901
1305	681
1306	905
1309	623
1309	649
1311	680
1311	649
1313	693
1314	534
1314	817
1315	998
1315	693
1317	774
36	802
371	811
371	804
371	711
931	999
1316	665
1316	805
1316	998
1316	664
1026	656
1026	620
1322	612
1323	693
1323	722
1324	649
1324	693
1329	863
1329	672
1329	693
1331	832
1332	774
1333	620
1333	635
1334	862
1334	999
1337	697
1337	693
1343	811
1349	500
1350	644
1351	803
1358	649
1363	660
1364	811
1365	656
1366	673
1366	693
1366	620
1366	832
1366	612
1368	697
1368	670
1371	656
1371	681
1374	620
1374	602
1376	620
1380	696
1381	811
1385	677
1387	832
1388	774
1392	696
1392	640
1392	692
1393	697
1394	600
1394	643
1395	843
1396	656
1396	670
1396	681
1397	656
1398	670
1398	526
1399	670
1400	501
1400	774
1403	696
1403	641
1403	620
1403	901
1404	783
1404	501
1404	873
1404	998
1404	697
1404	681
1405	677
1405	681
1405	998
1405	811
1405	612
1405	534
1405	608
1405	697
1405	780
1405	670
1406	677
1406	998
1406	500
1406	681
1407	772
1408	677
1408	602
1408	681
1408	998
1408	676
1408	696
1409	664
1409	805
1410	697
1411	693
1411	887
1411	677
1411	501
1411	903
1412	656
1414	518
1414	732
1415	645
1415	645
1419	842
1419	842
1419	770
1420	842
1420	842
1425	849
1425	763
1425	850
1425	998
1425	810
1426	802
1426	805
1427	500
1429	500
1429	620
1431	873
1431	522
1431	656
1432	832
1432	832
1433	850
1434	891
1435	764
1436	817
1436	656
1438	643
1438	612
1439	500
1440	643
1440	873
1442	841
1443	612
1443	604
1444	697
1444	998
1445	873
1446	664
1448	905
1448	518
1448	677
1450	998
1450	905
1450	811
1450	815
1451	656
1451	906
1451	998
1452	522
1453	907
1453	888
1453	612
1454	555
1454	620
1455	620
1455	608
1456	525
1459	623
1459	501
1460	500
1460	832
1460	832
1460	833
1461	640
1461	620
1461	677
1461	764
1464	620
1468	501
1468	656
1468	697
1469	998
1469	649
1470	667
1472	677
1473	681
1475	550
1477	664
1478	664
1479	870
1479	861
1482	841
1483	998
1485	612
1486	620
1489	846
1490	802
1493	656
1493	620
1493	901
1493	501
1493	681
1495	903
1495	522
1497	532
1497	801
1498	600
1498	803
1499	645
1500	645
1500	774
1502	850
1502	680
1503	640
1504	667
1506	681
1509	681
1510	867
1510	831
1510	697
1512	998
1516	664
1518	526
1518	860
1519	999
1520	847
1520	906
1523	862
1525	600
1528	620
1528	623
1528	774
1528	998
1528	649
1530	774
1532	640
1533	774
1535	500
1537	534
1538	500
1545	677
1546	656
1546	677
1549	500
1552	620
1552	612
1552	832
1554	697
1554	681
1555	623
1557	620
1558	873
1560	850
1561	764
1561	783
1565	783
1565	860
1566	600
1567	612
1567	998
1567	697
1571	831
1573	623
1575	774
1575	670
1577	697
1579	998
1582	522
1582	501
1583	697
1584	620
1584	664
1584	850
1585	732
1586	670
1586	656
1591	880
1593	998
1593	873
1593	696
1593	693
1593	677
1593	883
1595	850
1595	901
1595	656
1596	832
1596	883
1596	680
1596	612
1596	910
1596	802
1596	693
1596	690
1596	620
1596	509
1596	814
1596	813
1596	600
1597	602
1597	608
1600	867
1600	906
1602	602
1602	905
1604	863
1604	677
1606	998
1606	774
1608	697
1608	867
1608	998
1609	908
1609	774
1610	607
1611	783
1611	693
1611	764
1611	501
1611	656
1611	903
1611	783
1611	780
1615	998
1615	656
1616	817
1616	910
1616	998
1616	739
1616	620
1618	832
1618	833
1618	500
1622	696
1622	998
1622	681
1625	783
1626	620
1626	801
1626	802
1627	831
1627	512
1627	591
1629	643
1629	681
1632	998
1632	680
1633	656
1636	600
1636	522
1636	773
1636	608
1636	774
1637	676
1637	676
1637	693
1638	676
1639	693
1639	998
1645	901
1645	817
1646	998
1647	500
1648	805
1648	665
1649	998
1649	697
1649	902
1649	674
1649	620
1651	873
1656	645
1657	693
1658	998
1658	693
1658	697
1658	780
1662	681
1662	643
1662	910
1662	697
1664	998
1664	677
1666	817
1667	620
1667	665
1668	880
1668	998
1668	681
1668	691
1669	903
1671	831
1672	509
1672	600
1672	526
1673	783
1675	696
1675	612
1676	697
1676	522
1677	612
1679	908
1681	680
1684	680
1684	783
1684	696
1685	761
1690	681
1691	783
1691	645
1691	526
1691	780
1692	832
1695	612
1695	602
1696	998
1696	532
1697	602
1703	649
1705	693
1709	656
1710	680
1710	998
1711	681
1711	677
1719	677
1719	998
1722	697
1730	693
1730	659
1730	832
1731	500
1734	600
1734	612
1736	693
1736	998
1741	681
1741	500
1741	645
1741	612
1742	763
1742	783
1743	998
1743	863
1744	677
1744	805
1744	998
1750	667
1751	677
1752	998
1752	883
1752	887
1752	680
1752	608
1754	998
1754	580
1756	696
1757	612
1757	656
1758	764
1760	500
1760	620
1760	850
1760	623
1761	832
1762	889
1762	842
1763	697
1764	659
1764	693
1765	998
1767	677
1770	998
1770	656
1770	612
1770	600
1771	764
1771	780
1771	873
1771	680
1771	903
1771	659
1772	998
1772	677
1772	681
1774	842
1774	603
1774	772
1774	670
1774	640
1774	999
1776	998
1776	903
1776	693
1776	763
1777	903
1777	693
1779	514
1780	764
1780	607
1780	697
1780	681
1783	620
1785	998
1785	805
1785	802
1786	677
1786	643
1786	641
1786	998
1789	850
1789	607
1790	868
1791	670
1791	620
1792	621
1792	999
1793	999
1796	998
1797	677
1798	681
1799	998
1799	681
1799	900
1799	612
1800	677
1800	675
1801	703
1802	693
1802	656
1803	660
1804	608
1806	998
1807	998
1808	677
1808	693
1809	883
1809	803
1809	872
1809	780
1810	514
1810	509
1811	843
1811	608
1812	783
1812	616
1816	998
1816	697
1817	526
1819	500
1820	612
1820	680
1820	677
1820	608
1820	780
1821	693
1821	903
1824	693
1824	500
1824	764
1826	697
1828	999
1828	774
1830	501
1830	850
1830	602
1830	600
1831	998
1831	906
1831	901
1835	620
1835	675
1835	677
1835	643
1835	602
1838	999
1838	999
1839	999
1841	697
1842	693
1844	801
1844	783
1844	780
1846	500
1846	801
1847	804
1848	804
1848	612
1849	761
1849	804
1850	998
1850	550
1850	580
1851	677
1851	612
1852	646
1853	693
1855	860
1858	696
1858	998
1858	693
1860	677
1860	656
1861	612
1863	697
1864	693
1864	659
1865	999
1866	608
1867	500
1867	526
1868	998
1868	550
1869	843
1871	503
1873	620
1876	600
1876	670
1877	526
1878	999
1880	831
1880	583
1880	501
1880	591
1880	555
1880	555
1881	500
1881	801
1881	661
1883	998
1884	646
1884	600
1884	500
1885	998
1887	612
1888	774
1888	656
1889	640
1896	656
1901	645
1904	999
1907	693
1907	500
1908	500
1908	693
1908	514
1909	693
1910	656
1910	998
1910	664
1910	774
1910	677
1910	501
1911	612
1912	998
1912	646
1912	850
1912	905
1913	602
1913	501
1913	783
1914	601
1918	677
1921	612
1921	693
1921	656
1921	514
1924	620
1924	643
1924	612
1924	656
1924	602
1924	677
1924	867
1924	903
1924	675
1924	774
1924	697
1925	999
1925	697
1927	677
1928	526
1928	600
1928	998
1930	677
1930	693
1930	681
1933	774
1935	602
1935	500
1935	600
1935	611
1935	774
1936	998
1936	774
1937	670
1937	600
1937	800
1937	805
1938	998
1938	677
1939	645
1940	693
1940	696
1942	677
1942	612
1942	891
1942	681
1943	850
1944	526
1945	612
1945	731
1946	612
1946	603
1946	891
1948	831
1948	677
1948	998
1950	620
1951	656
1951	677
1951	675
1951	873
1951	998
1951	681
1952	697
1952	681
1953	697
1953	645
1957	500
1958	607
1958	608
1958	600
1958	905
1959	526
1959	774
1960	502
1961	910
1962	690
1962	764
1962	764
1962	764
1962	783
1962	500
1962	600
1965	998
1966	601
1968	681
1968	998
1968	891
1968	772
1969	677
1969	693
1969	774
1970	801
1971	693
1971	608
1971	783
1971	700
1972	620
1973	681
1973	873
1974	656
1974	998
1974	901
1975	612
1975	534
1975	693
1975	501
1975	697
1975	526
1975	998
1976	891
1977	647
1977	873
1978	850
1979	692
1979	873
1979	998
1979	691
1982	681
1983	500
1987	663
1989	600
1989	612
1989	500
1989	518
1990	850
1993	903
1996	509
1997	500
1999	677
1999	522
1999	502
1999	612
1999	623
2000	532
2002	693
2003	693
2006	677
2008	534
2008	770
2008	998
2008	602
2008	611
2008	603
2010	677
2010	697
2010	910
2010	534
2010	764
2010	783
2012	830
2014	529
2015	783
2016	801
2017	801
2019	681
2021	998
2021	762
2021	612
2021	501
2023	783
2025	770
2025	600
2025	620
2025	791
2025	802
2026	640
2026	677
2027	500
2028	649
2029	850
2030	526
2030	656
2031	612
2031	891
2031	608
2031	600
2032	697
2032	693
2033	631
2037	697
2038	677
2038	675
2038	693
2038	522
2040	612
2040	998
2040	522
2040	656
2041	998
2041	873
2041	664
2042	649
2044	998
2046	514
2048	764
2049	526
2050	907
2053	693
2056	500
2061	656
2061	643
2061	677
2063	602
2066	998
2066	696
2068	602
2068	811
2073	623
2077	831
2084	500
2084	692
2085	998
2085	677
2086	804
2087	500
2087	693
2087	522
2087	831
2088	831
2089	522
2089	600
2089	664
2089	656
2089	999
2089	764
2089	833
2090	764
2093	693
2094	656
2094	765
2094	620
2094	645
2094	904
2096	998
2097	693
2097	675
2097	643
2097	656
2097	665
2103	677
2103	998
2103	781
2103	901
2103	883
2103	890
2103	649
2106	611
2107	623
2109	998
2109	765
2109	676
2109	681
2109	833
2110	643
2112	697
2116	998
2116	677
2117	805
2118	774
2118	611
2118	998
2118	774
2118	774
2119	998
2119	782
2119	880
2119	761
2122	905
2122	765
2122	906
2122	656
2122	904
2122	850
2122	656
2123	693
2123	764
2124	998
2124	905
2124	903
2124	850
2125	620
2126	905
2126	765
2126	656
2126	904
2126	850
2129	697
2129	763
2129	681
2129	645
2129	697
2129	500
2129	543
2129	551
2129	891
2129	512
2129	802
2130	692
2130	534
2130	903
2130	863
2130	905
2130	602
2130	867
2130	645
2130	697
2119	623
2126	677
2130	998
2130	890
2130	620
2130	681
2130	907
2130	888
2130	612
2130	884
2130	774
2130	677
2130	620
2130	623
2130	697
2130	522
2130	512
2131	501
2131	891
2133	873
2133	774
2133	998
2133	890
2133	677
2133	623
2134	645
2135	665
2136	999
2136	887
2137	677
2137	792
2137	770
2137	998
2137	998
2137	792
2137	907
2137	998
2139	783
2140	998
2142	998
2143	863
2143	522
2143	998
2144	889
2145	697
2146	620
2146	512
2146	518
2147	998
2147	774
2147	602
2147	998
2147	693
2147	691
2149	998
2149	600
2150	850
2150	850
2151	903
2151	907
2151	656
2151	905
2151	675
2152	890
2152	891
2152	675
2152	649
2153	784
2155	677
2155	891
2158	866
2159	675
2159	774
2161	677
2161	680
2161	681
2161	890
2161	883
2161	998
2161	680
2161	780
2163	693
2164	697
2164	868
2166	518
2166	999
2166	863
2166	998
2167	880
2167	674
2167	868
2167	863
2167	867
2167	866
2167	691
2167	677
2167	693
2167	866
2167	907
2167	612
2167	888
2167	868
2167	868
2167	514
2167	697
2167	831
2167	697
2167	873
2167	696
2168	998
2168	677
2168	998
2168	643
2168	522
2168	501
2168	999
2168	774
2169	514
2169	500
2169	534
2169	612
2169	543
2169	527
2169	512
2170	847
2171	847
2171	907
2171	999
2172	802
2172	602
2172	907
2173	889
2174	891
2176	611
2176	676
2176	783
2176	764
2179	905
2179	623
2179	765
2179	711
2180	677
2181	677
2181	863
2181	863
2182	681
2182	612
2182	677
2185	664
2185	863
2187	649
2191	500
2191	697
2191	522
2191	904
2193	863
2194	667
2196	612
2196	891
2197	526
2197	711
2197	739
2197	774
2199	697
2199	693
2200	526
2200	867
2200	801
2200	803
2200	811
2200	532
2201	692
2201	783
2204	608
2204	866
2205	765
2205	677
2205	512
2206	870
2206	526
2206	781
2207	681
2208	764
2208	764
2210	681
2210	677
2210	907
2211	645
2214	999
2214	612
2214	887
2215	623
2217	891
2217	677
2217	888
2218	886
2218	608
2218	631
2220	805
2220	849
2221	697
2221	522
2222	849
2225	998
2226	611
2229	813
2229	620
2229	645
2229	999
2229	711
2229	774
2231	905
2231	905
2232	526
2232	792
2232	784
2233	801
2233	864
2233	881
2235	503
2244	693
2245	649
2245	681
2245	680
2252	832
2252	677
2256	522
2256	999
2257	998
2257	811
2259	681
2259	998
2260	693
2260	692
2262	765
2262	643
2262	850
2262	656
2262	850
2262	514
2265	693
2266	762
2270	698
2275	540
2281	697
2281	697
2281	850
2281	850
2285	681
2285	681
2286	998
2286	774
2291	645
2291	677
2292	697
2294	998
2294	774
2296	518
2299	850
2300	863
2300	903
2302	612
2302	677
2302	526
2305	677
2305	999
2305	906
2307	811
2307	998
2307	601
2307	783
2307	645
2307	612
2307	512
2307	681
2308	697
2308	677
2308	697
2309	677
2309	998
2309	677
2309	600
2309	998
2309	677
2309	514
2309	774
2309	880
2310	998
2311	697
2311	672
2312	526
2312	764
2314	645
2319	813
2320	998
2320	507
2320	501
2321	833
2323	739
2325	500
2325	501
2325	620
2325	509
2325	764
2326	998
2326	522
2326	999
2327	873
2327	774
2327	645
2327	998
2327	612
2327	645
2327	677
2328	665
2328	821
2328	601
2328	664
2328	620
2329	514
2329	534
2329	656
2329	850
2330	998
2330	764
2330	850
2330	656
2330	600
2332	696
2332	850
2333	868
2335	909
2335	774
2335	783
2336	866
2336	512
2336	500
2336	505
2337	783
2337	612
2337	522
2337	656
2337	660
2337	643
2337	692
2337	693
2337	692
2337	620
2337	677
2337	665
2338	620
2338	890
2338	772
2338	534
2338	891
2338	500
2338	887
2338	868
2338	526
2338	863
2338	880
2338	868
2338	772
2338	512
2339	998
2339	526
2339	772
2339	696
2342	660
2342	774
2343	697
2347	891
2347	693
2347	500
2347	998
2347	514
2348	774
2348	681
2348	623
2348	681
2349	774
2350	645
2350	526
2352	531
2354	998
2354	590
