ID	1 - Subject of visual	2 - Event Initiator	3 - Alternative source credited?
1122	053	01	N/A no other source
1122	038	03	N/A no other source
1123	038	03	N/A no other source
1124	280	11	N/A no other source
1127	003	71	Other media source: non-specific/ unclear
1127	007	01	N/A no other source
1127	002	71	N/A no other source
1127	053	71	N/A no other source
1127	049	03	N/A no other source
1127	002	71	Videophone used
1128	007	71	Other media source: non-specific/ unclear
1131	036	01	N/A no other source
1131	002	01	N/A no other source
1131	007	01	N/A no other source
1131	351	13	Iraqi State TV/ media
1131	049	03	N/A no other source
1132	049	03	N/A no other source
1132	038	03	N/A no other source
1133	111	53	N/A no other source
1134	400	75	N/A no other source
1134	111	53	N/A no other source
1134	054	01	N/A no other source
1134	254	75	N/A no other source
1135	300	09	N/A no other source
1135	053	01	N/A no other source
1135	036	01	N/A no other source
1135	279	09	N/A no other source
1135	113	55	N/A no other source
1135	351	13	Iraqi State TV/ media
1135	039	01	N/A no other source
1137	242	53	N/A no other source
1137	351	13	N/A no other source
1137	241	53	N/A no other source
1137	002	71	N/A no other source
1138	049	01	N/A no other source
1140	351	53	Iraqi State TV/ media
1140	352	53	Iraqi State TV/ media
1140	279	09	N/A no other source
1141	240	53	N/A no other source
1143	200	37	N/A no other source
1145	230	17	N/A no other source
1146	007	71	N/A no other source
1146	008	05	N/A no other source
1147	364	52	N/A no other source
1147	363	52	N/A no other source
1147	362	69	N/A no other source
1151	290	11	N/A no other source
1153	006	74	N/A no other source
1153	241	53	N/A no other source
1153	026	71	N/A no other source
1153	054	71	N/A no other source
1153	056	52	N/A no other source
1153	370	52	N/A no other source
1153	353	01	N/A no other source
1153	038	03	N/A no other source
1153	135	71	N/A no other source
1153	039	01	N/A no other source
1153	059	05	N/A no other source
1155	119	53	N/A no other source
1155	111	53	N/A no other source
1155	026	03	N/A no other source
1155	062	03	N/A no other source
1156	025	03	N/A no other source
1156	002	01	N/A no other source
1156	026	03	N/A no other source
1156	024	03	N/A no other source
1156	056	03	N/A no other source
1157	024	01	N/A no other source
1157	241	53	N/A no other source
1159	351	13	Iraqi State TV/ media
1160	300	09	N/A no other source
1161	241	53	N/A no other source
1161	007	71	N/A no other source
1161	054	71	N/A no other source
1161	145	72	N/A no other source
1161	181	52	N/A no other source
1162	053	03	N/A no other source
1163	200	37	N/A no other source
1163	203	41	N/A no other source
1163	201	39	N/A no other source
1164	119	54	N/A no other source
1164	111	53	N/A no other source
1164	281	11	N/A no other source
1165	241	53	N/A no other source
1165	024	03	N/A no other source
1165	054	03	N/A no other source
1165	018	03	N/A no other source
1165	062	03	N/A no other source
1165	135	03	N/A no other source
1166	032	03	N/A no other source
1166	135	03	N/A no other source
1166	026	03	N/A no other source
1166	053	03	N/A no other source
1167	026	01	N/A no other source
1167	300	09	N/A no other source
1167	130	05	Al Jazeera
1167	053	01	N/A no other source
1167	032	01	N/A no other source
1167	135	01	N/A no other source
1168	008	51	N/A no other source
1168	059	51	N/A no other source
1168	010	51	N/A no other source
1168	371	51	N/A no other source
1168	054	71	N/A no other source
1169	010	74	Abu Dhabi
1170	240	53	N/A no other source
1170	290	11	N/A no other source
1171	111	53	N/A no other source
1171	119	53	N/A no other source
1171	091	53	N/A no other source
1171	090	53	N/A no other source
1171	095	53	N/A no other source
1172	054	72	Al Jazeera
1172	145	72	Al Jazeera
1172	181	72	Al Jazeera
1172	140	72	Al Jazeera
1172	177	52	N/A no other source
1172	054	72	N/A no other source
1172	007	71	Abu Dhabi
1173	241	53	N/A no other source
1173	050	01	N/A no other source
1173	310	01	N/A no other source
1173	034	01	N/A no other source
1173	057	01	N/A no other source
1174	350	13	Iraqi State TV/ media
1174	288	13	Iraqi State TV/ media
1175	360	71	N/A no other source
1175	371	51	N/A no other source
1175	056	03	N/A no other source
1176	059	05	Al Jazeera
1176	166	74	N/A no other source
1176	180	66	N/A no other source
1176	112	53	N/A no other source
1176	290	11	N/A no other source
1176	242	53	N/A no other source
1176	278	11	N/A no other source
1176	281	11	N/A no other source
1177	300	09	N/A no other source
1177	279	09	N/A no other source
1177	071	01	N/A no other source
1177	039	01	N/A no other source
1178	241	53	N/A no other source
1178	242	53	N/A no other source
1179	119	54	N/A no other source
1180	032	07	N/A no other source
1180	059	07	N/A no other source
1180	353	07	N/A no other source
1181	034	03	N/A no other source
1181	057	03	N/A no other source
1181	054	03	N/A no other source
1181	059	03	N/A no other source
1182	166	72	N/A no other source
1182	036	03	N/A no other source
1182	158	04	N/A no other source
1182	053	03	N/A no other source
1183	158	04	N/A no other source
1183	180	66	N/A no other source
1184	057	03	N/A no other source
1184	034	03	N/A no other source
1184	135	03	N/A no other source
1184	063	06	N/A no other source
1184	056	03	N/A no other source
1185	043	25	Videophone used
1186	024	03	N/A no other source
1186	026	03	N/A no other source
1186	062	71	N/A no other source
1186	061	71	N/A no other source
1186	057	03	N/A no other source
1186	056	03	N/A no other source
1187	145	74	N/A no other source
1187	181	74	N/A no other source
1187	140	74	N/A no other source
1187	178	52	N/A no other source
1187	054	74	N/A no other source
1187	372	52	N/A no other source
1189	054	05	N/A no other source
1190	034	07	N/A no other source
1190	353	07	N/A no other source
1190	031	05	N/A no other source
1190	110	05	N/A no other source
1191	158	04	N/A no other source
1191	166	04	N/A no other source
1192	034	03	N/A no other source
1193	056	03	N/A no other source
1193	363	52	N/A no other source
1193	017	03	N/A no other source
1193	057	03	N/A no other source
1193	135	03	N/A no other source
1193	062	03	N/A no other source
1193	016	03	N/A no other source
1194	025	03	N/A no other source
1195	002	01	N/A no other source
1195	360	01	N/A no other source
1195	039	01	N/A no other source
1196	071	01	N/A no other source
1197	240	53	N/A no other source
1198	119	54	N/A no other source
1199	340	66	N/A no other source
1199	038	03	N/A no other source
1200	270	52	N/A no other source
1200	144	74	N/A no other source
1200	181	74	N/A no other source
1200	145	74	N/A no other source
1200	140	74	N/A no other source
1201	270	52	N/A no other source
1201	355	52	N/A no other source
1201	181	52	N/A no other source
1201	145	72	N/A no other source
1201	271	52	N/A no other source
1201	262	07	N/A no other source
1202	041	01	N/A no other source
1203	300	09	N/A no other source
1204	361	70	N/A no other source
1205	053	03	N/A no other source
1205	340	66	N/A no other source
1205	038	03	N/A no other source
1206	007	01	N/A no other source
1206	057	01	N/A no other source
1206	288	13	N/A no other source
1206	062	01	N/A no other source
1206	111	53	N/A no other source
1206	353	01	N/A no other source
1206	370	52	N/A no other source
1206	270	52	N/A no other source
1206	145	74	N/A no other source
1206	353	51	N/A no other source
1206	262	01	N/A no other source
1207	241	53	N/A no other source
1207	008	01	N/A no other source
1207	062	01	Other US media source
1207	054	01	Other US media source
1207	134	01	Other US media source
1207	135	01	Other US media source
1207	371	52	N/A no other source
1207	153	01	N/A no other source
1207	057	01	N/A no other source
1207	002	01	N/A no other source
1207	353	01	N/A no other source
1208	355	13	N/A no other source
1208	054	71	N/A no other source
1208	010	05	N/A no other source
1208	288	13	N/A no other source
1208	372	74	N/A no other source
1210	009	01	N/A no other source
1210	135	26	N/A no other source
1211	241	53	N/A no other source
1211	242	53	N/A no other source
1212	093	03	N/A no other source
1213	353	03	N/A no other source
1213	057	03	N/A no other source
1213	135	03	N/A no other source
1213	018	03	N/A no other source
1213	056	03	N/A no other source
1214	053	03	N/A no other source
1214	135	71	N/A no other source
1214	134	71	N/A no other source
1214	063	03	N/A no other source
1214	038	03	N/A no other source
1215	362	74	N/A no other source
1215	361	74	N/A no other source
1215	181	52	N/A no other source
1215	372	52	N/A no other source
1215	353	74	N/A no other source
1216	200	37	N/A no other source
1217	008	01	N/A no other source
1217	353	03	N/A no other source
1218	241	53	N/A no other source
1218	034	01	N/A no other source
1218	062	01	N/A no other source
1218	054	05	Iraqi State TV/ media
1218	039	01	Videophone used
1218	288	13	Al Jazeera
1218	056	01	N/A no other source
1218	279	01	N/A no other source
1218	053	01	N/A no other source
1219	279	01	N/A no other source
1219	071	01	N/A no other source
1219	033	01	US Military/ Government
1219	167	01	N/A no other source
1219	062	01	N/A no other source
1219	241	53	N/A no other source
1219	039	01	N/A no other source
1220	026	01	N/A no other source
1222	007	71	Abu Dhabi
1222	054	02	N/A no other source
1222	371	52	N/A no other source
1222	178	52	N/A no other source
1222	145	72	N/A no other source
1224	241	53	N/A no other source
1224	057	03	N/A no other source
1224	135	03	N/A no other source
1224	056	03	N/A no other source
1224	372	52	N/A no other source
1224	016	03	N/A no other source
1224	062	03	N/A no other source
1224	063	03	N/A no other source
1225	002	01	N/A no other source
1225	059	07	N/A no other source
1225	034	05	N/A no other source
1225	034	07	N/A no other source
1226	400	75	N/A no other source
1227	202	41	N/A no other source
1228	200	37	N/A no other source
1229	158	04	N/A no other source
1229	340	04	N/A no other source
1230	053	71	N/A no other source
1231	241	53	N/A no other source
1231	017	03	UK Military/ Government
1231	016	03	UK Military/ Government
1231	018	03	N/A no other source
1231	056	03	N/A no other source
1231	353	03	N/A no other source
1231	372	52	N/A no other source
1231	015	25	UK Military/ Government
1231	062	03	N/A no other source
1233	062	01	N/A no other source
1233	039	01	N/A no other source
1233	071	01	N/A no other source
1233	279	09	N/A no other source
1233	002	03	N/A no other source
1233	061	03	UK Military/ Government
1233	241	53	N/A no other source
1233	053	71	N/A no other source
1236	007	71	Abu Dhabi
1236	007	71	Al Jazeera
1236	054	71	N/A no other source
1236	046	71	N/A no other source
1236	043	25	N/A no other source
1236	288	13	N/A no other source
1236	059	25	N/A no other source
1237	241	53	N/A no other source
1237	002	71	N/A no other source
1237	059	07	N/A no other source
1237	034	07	N/A no other source
1238	241	53	N/A no other source
1238	040	05	N/A no other source
1238	063	05	N/A no other source
1238	288	13	N/A no other source
1238	054	01	N/A no other source
1238	372	52	N/A no other source
1238	351	13	Iraqi State TV/ media
1239	008	01	N/A no other source
1239	054	01	N/A no other source
1239	010	01	N/A no other source
1239	355	01	N/A no other source
1240	007	74	N/A no other source
1241	241	53	N/A no other source
1241	241	53	Other named commercial satellite
1241	008	01	N/A no other source
1241	071	01	N/A no other source
1242	353	03	N/A no other source
1242	057	03	N/A no other source
1242	056	03	N/A no other source
1242	135	03	N/A no other source
1242	093	03	N/A no other source
1243	138	01	US Military/ Government
1243	341	66	N/A no other source
1243	999	75	N/A no other source
1245	012	03	N/A no other source
1245	013	03	N/A no other source
1245	057	03	N/A no other source
1245	062	03	N/A no other source
1245	149	03	N/A no other source
1245	154	03	N/A no other source
1245	163	04	N/A no other source
1245	134	03	N/A no other source
1245	053	01	N/A no other source
1245	370	52	N/A no other source
1245	270	52	N/A no other source
1246	241	53	US Military/ Government
1246	288	53	N/A no other source
1246	242	53	N/A no other source
1246	241	53	Other named commercial satellite
1246	353	03	N/A no other source
1246	370	52	N/A no other source
1246	062	03	N/A no other source
1248	034	07	N/A no other source
1248	110	02	N/A no other source
1248	118	02	N/A no other source
1248	172	02	N/A no other source
1248	170	02	N/A no other source
1248	054	02	N/A no other source
1248	167	02	N/A no other source
1249	054	05	N/A no other source
1249	010	05	N/A no other source
1249	288	13	N/A no other source
1249	040	05	N/A no other source
1249	007	01	N/A no other source
1250	007	05	N/A no other source
1250	054	01	N/A no other source
1250	008	01	N/A no other source
1250	062	01	N/A no other source
1251	022	01	N/A no other source
1251	019	05	N/A no other source
1251	110	05	N/A no other source
1251	025	01	N/A no other source
1251	024	01	N/A no other source
1251	002	01	N/A no other source
1251	372	52	N/A no other source
1252	300	09	N/A no other source
1252	285	09	N/A no other source
1253	203	41	N/A no other source
1253	230	17	N/A no other source
1253	231	15	N/A no other source
1253	290	11	N/A no other source
1253	232	17	N/A no other source
1254	262	01	N/A no other source
1254	370	52	N/A no other source
1254	191	01	N/A no other source
1254	270	52	N/A no other source
1255	057	01	N/A no other source
1255	321	53	N/A no other source
1255	095	53	N/A no other source
1255	279	01	N/A no other source
1257	145	75	N/A no other source
1258	205	09	N/A no other source
1258	285	09	N/A no other source
1258	402	09	N/A no other source
1259	241	53	N/A no other source
1261	054	71	N/A no other source
1261	007	71	N/A no other source
1261	002	71	N/A no other source
1261	145	72	N/A no other source
1261	181	52	N/A no other source
1261	288	13	N/A no other source
1261	355	71	N/A no other source
1261	040	05	N/A no other source
1262	034	01	N/A no other source
1262	053	01	N/A no other source
1262	039	01	N/A no other source
1262	135	01	N/A no other source
1262	153	01	N/A no other source
1262	058	72	N/A no other source
1262	059	05	N/A no other source
1263	024	01	N/A no other source
1263	062	01	N/A no other source
1263	135	01	N/A no other source
1263	024	01	Other US media source
1263	071	01	N/A no other source
1263	059	05	US Military/ Government
1263	370	52	N/A no other source
1263	353	03	N/A no other source
1263	056	71	N/A no other source
1263	057	03	N/A no other source
1263	018	03	N/A no other source
1264	071	01	N/A no other source
1264	061	01	US Military/ Government
1264	060	01	US Military/ Government
1264	241	53	N/A no other source
1264	059	05	N/A no other source
1266	241	53	N/A no other source
1266	034	07	N/A no other source
1266	372	52	N/A no other source
1266	232	19	N/A no other source
1266	095	53	N/A no other source
1266	289	75	N/A no other source
1266	002	01	N/A no other source
192	119	53	N/A no other source
1268	371	52	N/A no other source
1268	260	71	N/A no other source
1268	262	01	N/A no other source
1268	270	51	N/A no other source
1268	289	75	N/A no other source
1268	057	01	N/A no other source
1268	063	01	N/A no other source
1268	145	52	N/A no other source
1268	372	52	N/A no other source
1268	205	52	N/A no other source
1270	270	52	N/A no other source
1270	362	74	N/A no other source
1270	241	53	N/A no other source
1270	262	03	N/A no other source
1272	353	52	N/A no other source
1272	300	09	N/A no other source
1272	285	09	N/A no other source
1272	062	01	N/A no other source
1272	279	09	N/A no other source
1272	024	01	N/A no other source
1272	370	52	N/A no other source
1274	158	04	N/A no other source
1275	270	52	N/A no other source
1275	281	11	N/A no other source
1275	999	75	N/A no other source
1275	095	75	N/A no other source
1276	002	71	Abu Dhabi
1276	007	71	Abu Dhabi
1276	288	13	Iraqi State TV/ media
1276	054	71	N/A no other source
1276	026	01	N/A no other source
1276	024	03	N/A no other source
1276	062	71	Videophone used
1277	054	71	Iraqi State TV/ media
1278	059	74	N/A no other source
1279	372	52	N/A no other source
1279	093	52	N/A no other source
1280	352	13	Abu Dhabi
1280	354	52	Abu Dhabi
1280	054	71	N/A no other source
1280	254	35	N/A no other source
1280	371	51	N/A no other source
1281	352	13	Abu Dhabi
1281	288	01	N/A no other source
1282	290	11	N/A no other source
1282	112	53	N/A no other source
1282	200	37	N/A no other source
1282	278	11	N/A no other source
1282	158	53	N/A no other source
1282	353	53	N/A no other source
1282	281	11	N/A no other source
1283	279	01	N/A no other source
1284	372	52	N/A no other source
1284	270	52	N/A no other source
1284	056	03	N/A no other source
1284	360	71	N/A no other source
1284	145	74	N/A no other source
1285	340	65	N/A no other source
1285	038	03	N/A no other source
1286	300	09	N/A no other source
1286	026	01	N/A no other source
1286	053	01	N/A no other source
1286	279	01	N/A no other source
1286	290	11	N/A no other source
1286	288	13	N/A no other source
1288	241	53	N/A no other source
1288	049	01	N/A no other source
1288	062	01	N/A no other source
1288	032	01	N/A no other source
1288	059	74	N/A no other source
1288	053	71	N/A no other source
1288	024	03	N/A no other source
1289	056	03	N/A no other source
1289	057	03	N/A no other source
1289	034	03	N/A no other source
1289	002	01	N/A no other source
1289	032	03	N/A no other source
1289	162	74	N/A no other source
1289	031	05	N/A no other source
1289	110	05	N/A no other source
1290	002	71	Abu Dhabi
1290	007	71	Al Jazeera
1291	002	01	N/A no other source
1291	033	05	N/A no other source
1291	059	07	N/A no other source
1292	241	53	N/A no other source
1292	071	01	N/A no other source
1292	053	01	N/A no other source
1292	145	53	N/A no other source
1293	053	03	N/A no other source
1294	119	54	Other UK media source
1294	062	53	N/A no other source
