ID	Source
1188	540
1192	863
1192	692
1196	602
1197	832
1197	540
1200	783
1203	608
1204	764
1207	677
1207	645
1207	677
1208	998
1210	659
1211	677
1211	998
1211	677
1215	850
1216	730
1218	645
1218	677
1218	901
1219	677
1219	998
1220	677
1220	677
1221	600
1221	842
1222	656
1222	677
1222	850
1222	850
1223	514
1223	534
1223	540
1223	868
1223	656
1225	665
1227	792
1230	998
1230	677
1230	674
1231	677
1231	693
1232	677
1233	998
1234	670
1234	998
1234	998
1235	998
1236	659
1237	998
1238	620
1238	677
1239	677
1239	645
1240	620
1242	645
1244	677
1245	693
1245	693
1246	693
1247	693
1247	522
1247	862
1248	681
1248	681
1248	862
1249	645
1250	677
1253	998
1254	850
1255	999
1255	620
1255	812
1256	998
1257	765
1259	677
1260	645
1260	648
1261	850
1261	765
1261	656
1261	602
1262	620
1262	602
1262	501
1262	998
1263	693
1263	677
1263	697
1264	670
1264	903
1264	862
1265	850
1265	783
1266	805
1266	677
1266	998
1266	693
1266	850
1267	805
1268	660
1268	765
1268	681
1270	764
1270	762
1271	850
1272	601
1275	771
1276	612
1276	906
1276	526
1276	501
1277	612
1277	522
1277	656
1278	612
1278	805
1278	601
1278	622
1279	850
1280	904
1280	850
1280	855
1280	663
1280	640
1282	868
1286	645
1286	764
1287	901
1287	681
1287	602
1287	600
1287	612
1288	677
1288	620
1288	526
1289	998
1289	998
1289	850
1291	665
1292	677
1292	873
