Story ID	Ranking	Subject (Whom)	Tone
212	M	649	Straight
212	P	640	Straight
212	P	850	Straight
212	P	652	Straight
212	S	692	Straight
212	P	677	Straight
211	S	697	Straight
212	P	693	Straight
213	M	670	Straight
213	P	681	Straight
213	P	697	Straight
213	M	649	Straight
213	P	602	Straight
213	M	651	Straight
213	P	640	Straight
215	M	640	Straight
215	M	850	Straight
215	P	697	Straight
215	P	681	Straight
215	S	620	Straight
215	M	901	Straight
215	P	928	Straight
215	M	649	Straight
215	M	643	Straight
215	S	906	Straight
215	S	651	Straight
215	P	883	Straight
216	M	681	Straight
216	M	665	Straight
216	S	850	Straight
216	P	640	Straight
216	S	649	Straight
216	P	697	Straight
216	P	620	Straight
216	S	805	Straight
216	P	999	Straight
216	S	677	Straight
216	S	664	Straight
216	P	783	Straight
217	M	868	Straight
217	M	832	Straight
218	M	677	Straight
219	M	697	Straight
219	M	501	Straight
219	M	649	Straight
219	M	640	Straight
219	S	850	Straight
219	P	620	Straight
219	P	526	Straight
219	S	651	Straight
220	S	803	Straight
220	M	600	Straight
220	M	640	Straight
220	S	649	Straight
220	P	608	Straight
220	S	881	Straight
220	M	681	Straight
220	S	880	Straight
220	M	841	Straight
220	S	670	Straight
220	S	667	Straight
220	S	660	Straight
220	S	611	Straight
221	M	645	Straight
221	M	620	Straight
221	S	883	Straight
221	M	681	Straight
221	M	901	Straight
221	M	649	Straight
221	P	866	Straight
221	S	640	Straight
221	S	697	Straight
221	S	550	Straight
221	S	500	Straight
221	M	762	Straight
221	S	774	Straight
221	P	887	Straight
222	M	619	Straight
221	S	999	Straight
222	M	999	Straight
222	M	681	Straight
222	S	901	Straight
222	S	774	Straight
222	P	908	Straight
222	S	645	Straight
222	P	620	Straight
222	P	783	Straight
223	M	925	Straight
223	P	926	Straight
223	M	999	Straight
223	P	600	Straight
223	P	927	Straight
223	P	928	Straight
224	M	811	Straight
224	S	905	Straight
224	S	849	Straight
224	S	677	Straight
225	M	739	Straight
225	S	999	Straight
225	P	640	Straight
226	P	681	Straight
226	P	999	Straight
226	P	783	Straight
226	S	645	Straight
226	M	905	Straight
226	S	771	Straight
226	P	526	Straight
226	P	620	Straight
226	M	850	Straight
226	S	640	Straight
226	S	849	Straight
226	P	887	Straight
226	P	867	Straight
226	S	902	Straight
227	M	818	Straight
227	M	620	Straight
227	S	850	Straight
227	S	640	Straight
227	P	649	Straight
228	P	677	Straight
229	M	500	Straight
229	M	697	Straight
229	S	645	Straight
230	M	697	Straight
230	M	681	Straight
230	S	649	Straight
230	S	651	Straight
230	P	640	Straight
230	S	670	Straight
230	P	665	Straight
231	M	681	Straight
231	M	649	Straight
231	P	862	Straight
232	S	850	Straight
232	M	649	Straight
232	P	651	Straight
232	M	697	Straight
233	M	681	Straight
233	M	697	Straight
233	S	649	Straight
233	S	692	Straight
234	M	697	Straight
234	P	831	Straight
235	M	697	Straight
235	S	649	Straight
236	M	640	Straight
236	P	901	Straight
236	P	697	Straight
236	S	649	Straight
236	P	620	Straight
236	P	526	Straight
236	P	928	Straight
236	S	681	Straight
237	M	640	Straight
237	S	501	Straight
238	M	681	Straight
238	P	643	Straight
238	M	841	Straight
238	S	600	Straight
238	S	649	Straight
238	P	620	Straight
238	S	612	Straight
238	P	697	Straight
239	M	681	Straight
239	M	697	Straight
239	M	649	Straight
239	S	670	Straight
239	S	772	Straight
239	P	774	Straight
240	M	672	Straight
240	S	681	Straight
240	M	697	Straight
240	S	651	Straight
240	S	649	Straight
240	S	850	Straight
241	M	500	Straight
241	M	697	Straight
241	M	640	Straight
241	M	850	Straight
241	S	656	Straight
241	P	543	Straight
241	S	681	Straight
241	S	649	Straight
242	M	906	Straight
242	M	863	Straight
242	P	830	Straight
242	S	500	Straight
242	S	555	Straight
242	P	697	Straight
242	P	681	Straight
242	P	649	Straight
242	S	861	Straight
242	P	526	Straight
242	P	801	Straight
242	P	764	Straight
243	M	925	Straight
243	P	600	Straight
243	M	999	Straight
243	P	927	Straight
243	P	928	Straight
244	P	526	Straight
244	P	620	Straight
244	S	640	Mixed
244	M	697	Straight
244	P	681	Straight
244	M	649	Straight
244	P	656	Straight
244	P	906	Straight
244	S	855	Straight
244	S	850	Straight
244	P	783	Straight
244	S	652	Straight
244	S	692	Straight
245	M	681	Straight
245	M	649	Straight
245	P	703	Straight
245	P	677	Straight
246	M	681	Straight
246	M	649	Straight
246	M	651	Straight
246	P	640	Straight
246	P	697	Straight
247	P	522	Straight
247	M	697	Straight
247	P	681	Straight
247	M	649	Straight
247	P	693	Straight
247	S	850	Straight
248	M	640	Straight
248	S	641	Straight
248	P	901	Straight
248	P	928	Straight
248	M	850	Straight
248	S	681	Straight
248	P	697	Straight
248	P	906	Straight
249	M	901	Straight
249	M	681	Straight
249	S	656	Straight
250	M	681	Straight
250	S	764	Straight
250	S	901	Straight
250	S	649	Straight
250	M	643	Straight
250	M	762	Straight
250	P	522	Straight
250	S	697	Straight
250	S	820	Straight
250	S	620	Mixed
251	M	681	Straight
251	P	677	Straight
251	M	697	Straight
252	M	670	Straight
252	M	681	Straight
252	P	640	Straight
252	M	649	Straight
252	M	697	Straight
252	S	850	Straight
253	M	649	Straight
253	M	640	Straight
253	P	658	Straight
253	M	651	Straight
253	S	681	Straight
253	S	697	Straight
253	S	774	Straight
253	P	652	Straight
253	P	656	Straight
253	P	653	Straight
253	S	850	Straight
254	P	649	Straight
254	S	681	Straight
254	M	840	Straight
254	M	841	Straight
254	S	600	Straight
254	P	620	Straight
254	S	774	Straight
254	S	999	Straight
254	S	925	Deflating
255	M	608	Straight
255	S	850	Straight
255	P	649	Straight
255	S	840	Straight
255	S	600	Straight
255	S	681	Straight
255	S	901	Straight
255	P	612	Straight
255	P	651	Straight
255	P	640	Straight
255	P	998	Straight
256	M	500	Straight
256	M	697	Straight
256	S	831	Straight
256	P	681	Straight
257	M	830	Straight
257	S	850	Straight
1118	P	697	Straight
1118	P	681	Straight
257	P	697	Straight
257	P	620	Straight
257	P	640	Mixed
257	P	600	Straight
257	S	731	Straight
258	P	620	Straight
258	P	526	Straight
258	M	649	Straight
258	S	646	Straight
258	M	640	Straight
258	S	850	Straight
258	S	681	Straight
258	S	697	Straight
259	M	693	Straight
259	P	640	Straight
259	M	697	Straight
259	M	649	Straight
259	M	850	Straight
259	P	651	Straight
259	S	692	Straight
259	P	645	Straight
259	P	500	Straight
259	P	681	Straight
260	M	697	Straight
260	M	850	Straight
260	M	649	Straight
261	M	697	Straight
261	M	850	Straight
261	M	649	Straight
262	M	697	Straight
262	M	850	Straight
262	P	681	Straight
262	P	649	Straight
262	P	696	Straight
263	P	602	Straight
263	M	681	Straight
263	M	697	Straight
263	S	649	Straight
263	M	850	Straight
263	S	692	Straight
263	S	863	Straight
263	P	640	Straight
264	M	681	Straight
264	M	649	Straight
264	S	850	Straight
264	P	680	Straight
264	P	640	Straight
265	S	602	Straight
265	P	649	Straight
265	P	681	Straight
265	M	850	Straight
265	P	855	Straight
265	M	645	Straight
265	S	818	Straight
265	P	600	Straight
265	P	844	Straight
265	S	901	Straight
265	S	640	Straight
265	S	641	Straight
265	P	906	Straight
266	S	697	Straight
266	P	850	Straight
266	P	640	Straight
266	M	681	Straight
266	M	649	Straight
266	S	674	Straight
266	P	612	Straight
266	S	676	Straight
267	M	772	Straight
267	M	697	Straight
267	S	681	Straight
267	M	850	Straight
267	S	649	Straight
267	S	640	Straight
268	M	681	Straight
268	S	640	Straight
268	S	649	Straight
268	M	850	Straight
268	P	665	Straight
269	M	500	Straight
269	S	850	Straight
269	P	640	Straight
269	M	600	Straight
269	S	812	Straight
269	P	998	Straight
269	P	792	Straight
270	M	500	Straight
270	M	532	Straight
270	M	600	Straight
270	M	620	Straight
270	S	812	Straight
270	S	792	Straight
270	P	640	Straight
270	S	783	Straight
270	P	605	Straight
270	P	526	Straight
271	M	739	Straight
271	S	999	Straight
271	M	736	Straight
271	M	804	Straight
272	M	670	Straight
272	S	772	Straight
272	P	998	Straight
272	S	600	Straight
272	M	602	Straight
272	M	611	Straight
272	P	681	Straight
272	P	649	Straight
272	P	841	Straight
272	P	999	Straight
272	P	901	Straight
272	P	850	Straight
272	P	640	Straight
273	M	772	Straight
273	M	677	Straight
273	M	670	Straight
273	M	612	Straight
273	S	620	Straight
273	S	681	Straight
273	P	649	Straight
273	P	805	Straight
273	P	602	Straight
274	M	862	Straight
274	M	619	Straight
274	S	999	Straight
274	P	640	Straight
274	M	830	Straight
274	S	681	Straight
274	S	645	Straight
274	P	901	Straight
274	P	832	Straight
274	P	697	Straight
274	P	831	Straight
275	P	640	Straight
275	S	681	Straight
275	M	697	Straight
275	S	850	Straight
275	M	649	Straight
276	M	697	Straight
277	M	697	Straight
277	M	850	Straight
277	P	646	Straight
277	M	649	Straight
278	P	697	Straight
278	M	681	Straight
278	P	640	Straight
278	P	649	Straight
279	M	681	Straight
279	P	649	Straight
280	M	850	Straight
280	P	640	Straight
280	S	649	Straight
280	P	697	Straight
280	P	681	Straight
280	S	641	Straight
280	S	901	Straight
281	M	681	Straight
281	M	697	Straight
281	M	649	Straight
281	S	640	Straight
281	S	772	Straight
281	P	651	Straight
281	P	850	Straight
282	M	697	Reinforcing
282	M	640	Deflating
282	S	649	Straight
282	M	850	Straight
282	P	652	Straight
282	P	783	Mixed
283	P	780	Straight
283	M	500	Straight
283	S	600	Straight
283	P	522	Straight
283	P	697	Straight
283	S	850	Straight
283	S	640	Straight
283	P	649	Straight
283	P	998	Straight
283	P	864	Straight
283	P	783	Straight
283	P	803	Straight
283	P	801	Straight
284	M	600	Straight
284	M	681	Reinforcing
284	P	697	Straight
284	P	640	Straight
284	P	646	Straight
284	S	602	Straight
284	P	844	Straight
284	S	841	Straight
284	P	612	Straight
285	M	697	Straight
285	P	693	Straight
285	P	656	Straight
285	P	649	Straight
285	P	681	Straight
286	M	697	Straight
286	P	831	Straight
285	P	831	Straight
286	P	830	Straight
286	S	722	Straight
287	M	926	Straight
287	M	697	Straight
287	M	831	Straight
288	M	850	Straight
288	P	640	Straight
288	S	693	Straight
288	M	697	Straight
288	M	649	Straight
288	P	646	Straight
288	P	645	Straight
288	S	651	Mixed
289	S	692	Straight
289	M	697	Straight
289	M	649	Straight
289	P	640	Straight
289	M	850	Straight
290	S	500	Straight
290	M	850	Straight
290	P	620	Straight
290	M	640	Straight
290	S	697	Straight
290	S	660	Straight
290	P	622	Straight
290	S	667	Straight
290	P	652	Straight
290	S	649	Straight
291	M	681	Straight
291	S	649	Straight
291	P	640	Straight
291	S	677	Straight
291	S	850	Straight
291	S	643	Straight
292	M	697	Straight
292	P	646	Straight
292	P	681	Straight
292	M	649	Straight
292	M	850	Straight
293	M	697	Straight
293	M	681	Straight
293	P	677	Straight
293	M	640	Straight
293	M	649	Straight
293	M	602	Straight
293	S	850	Straight
294	M	500	Straight
294	S	649	Straight
294	P	640	Straight
294	S	697	Straight
295	M	500	Straight
295	P	697	Straight
295	P	681	Straight
295	P	514	Straight
295	S	600	Straight
295	S	783	Straight
295	S	801	Straight
296	M	600	Straight
296	P	500	Straight
296	P	612	Straight
296	P	645	Straight
296	S	999	Straight
296	S	770	Straight
297	M	697	Straight
297	S	831	Straight
297	S	830	Straight
297	P	526	Straight
297	P	522	Straight
298	S	697	Straight
298	P	833	Straight
298	M	830	Straight
298	P	526	Straight
298	P	649	Straight
298	S	831	Straight
298	P	681	Straight
298	P	866	Straight
299	M	850	Straight
299	P	640	Straight
299	S	649	Straight
299	S	500	Straight
299	P	600	Straight
300	P	697	Straight
300	P	681	Straight
300	S	645	Straight
300	M	850	Straight
300	S	677	Straight
300	P	999	Straight
300	P	649	Straight
300	P	902	Straight
300	S	901	Straight
300	S	643	Straight
300	P	640	Straight
301	M	677	Straight
301	P	850	Straight
301	M	780	Straight
302	M	655	Deflating
302	P	526	Straight
302	S	677	Straight
302	P	640	Straight
302	S	850	Straight
302	P	681	Straight
302	P	697	Straight
302	P	784	Straight
302	S	762	Straight
302	P	649	Straight
303	M	681	Mixed
303	M	697	Straight
303	M	649	Straight
303	S	693	Straight
304	M	681	Straight
304	M	649	Straight
304	S	850	Straight
305	P	693	Straight
305	P	873	Straight
305	S	903	Straight
305	S	640	Straight
305	M	850	Straight
305	M	697	Straight
305	P	763	Straight
305	P	646	Straight
305	S	692	Straight
305	P	651	Straight
305	S	649	Straight
305	P	901	Straight
305	P	696	Straight
305	P	928	Straight
306	S	651	Straight
306	M	681	Straight
306	P	640	Straight
306	S	649	Straight
307	M	850	Straight
307	S	656	Straight
307	M	697	Straight
307	P	873	Straight
307	P	681	Straight
307	S	692	Straight
308	M	692	Straight
308	S	697	Straight
308	S	649	Straight
308	P	640	Straight
308	S	764	Straight
308	P	677	Straight
308	P	700	Straight
308	P	783	Straight
309	M	651	Deflating
309	P	620	Straight
309	S	640	Straight
309	P	850	Straight
309	P	901	Straight
309	S	658	Deflating
309	M	771	Straight
309	P	649	Straight
310	M	612	Straight
310	P	850	Straight
310	P	910	Straight
310	S	681	Straight
311	M	500	Straight
311	S	600	Straight
311	P	998	Straight
311	S	783	Straight
311	M	509	Straight
311	P	681	Straight
311	P	526	Straight
311	P	697	Straight
311	P	784	Straight
312	P	500	Straight
312	M	600	Mixed
312	S	681	Straight
312	P	844	Straight
312	P	640	Straight
312	P	608	Mixed
312	P	850	Straight
312	S	783	Straight
312	P	514	Straight
312	S	780	Straight
312	P	801	Straight
312	P	812	Straight
312	P	792	Straight
312	S	774	Straight
313	M	615	Straight
313	M	500	Straight
313	M	600	Straight
313	P	850	Straight
313	M	783	Straight
313	P	800	Straight
313	P	764	Straight
313	P	812	Straight
313	P	792	Straight
313	P	640	Straight
314	S	522	Straight
314	S	697	Straight
314	P	681	Straight
314	P	850	Straight
314	P	649	Straight
315	S	697	Straight
315	M	831	Straight
315	S	500	Straight
315	S	543	Straight
316	M	906	Straight
316	S	905	Straight
316	S	863	Straight
317	M	903	Straight
317	P	620	Straight
317	P	526	Straight
318	M	500	Straight
318	S	600	Straight
318	M	832	Straight
318	P	514	Straight
318	P	783	Straight
318	P	790	Straight
318	P	791	Straight
318	P	640	Straight
319	M	649	Straight
319	P	887	Straight
319	P	681	Straight
319	M	697	Straight
320	M	645	Straight
320	S	850	Straight
320	M	677	Straight
320	S	693	Straight
320	S	901	Straight
321	P	677	Straight
321	M	501	Straight
321	P	850	Straight
322	M	681	Straight
322	M	649	Straight
322	S	850	Straight
323	P	640	Straight
323	P	998	Straight
323	S	649	Straight
323	M	697	Straight
323	S	692	Straight
323	S	681	Straight
323	S	850	Straight
323	P	651	Straight
324	M	649	Straight
324	S	697	Straight
324	S	681	Straight
325	M	863	Straight
326	M	850	Straight
326	M	697	Straight
327	M	640	Deflating
327	M	649	Deflating
327	M	697	Straight
327	M	652	Deflating
327	M	850	Straight
327	P	681	Straight
328	P	640	Straight
328	S	649	Straight
328	S	665	Straight
328	M	681	Straight
328	P	821	Straight
328	S	999	Straight
328	P	697	Straight
328	S	676	Straight
328	P	805	Straight
328	P	664	Straight
329	S	903	Straight
329	M	697	Straight
329	S	522	Straight
329	S	500	Straight
330	M	500	Straight
330	P	600	Straight
330	P	780	Straight
330	S	850	Straight
330	S	645	Straight
330	P	640	Deflating
331	M	600	Straight
331	S	681	Straight
331	P	645	Straight
331	P	612	Straight
331	P	844	Straight
331	P	841	Straight
331	P	850	Straight
331	S	500	Straight
332	S	600	Straight
332	S	500	Straight
332	S	783	Straight
332	S	850	Straight
332	M	615	Straight
333	M	677	Straight
333	P	850	Straight
334	M	697	Straight
334	P	649	Mixed
335	M	500	Straight
335	M	600	Straight
335	S	640	Straight
335	P	697	Straight
335	P	681	Straight
335	P	856	Straight
335	P	845	Straight
335	P	834	Straight
336	M	500	Straight
336	M	600	Straight
336	P	856	Straight
336	P	681	Straight
336	P	697	Straight
336	P	677	Straight
336	S	783	Straight
336	P	601	Straight
336	P	649	Straight
337	M	697	Straight
338	S	681	Straight
338	M	649	Straight
338	M	697	Straight
338	S	850	Straight
338	P	645	Straight
338	P	640	Straight
339	M	665	Reinforcing
339	M	681	Straight
339	S	649	Straight
339	P	640	Straight
339	S	664	Straight
339	P	856	Straight
340	M	681	Straight
340	M	649	Straight
340	S	677	Straight
341	M	681	Straight
341	P	998	Straight
341	P	850	Straight
341	P	649	Straight
342	M	651	Straight
342	M	681	Straight
342	P	640	Straight
342	S	850	Straight
343	M	645	Straight
343	S	850	Straight
343	S	677	Straight
343	P	681	Straight
343	P	697	Straight
344	S	602	Straight
344	P	640	Straight
344	S	681	Straight
344	S	697	Straight
344	P	680	Straight
344	P	651	Straight
344	P	649	Straight
344	P	998	Straight
344	S	772	Straight
344	P	612	Straight
344	P	805	Straight
345	S	736	Straight
346	M	801	Straight
346	M	849	Straight
346	P	850	Straight
346	P	907	Straight
346	P	620	Straight
346	P	526	Straight
346	S	739	Straight
346	P	783	Straight
347	M	502	Straight
347	P	522	Straight
347	S	772	Straight
347	P	999	Straight
347	P	830	Straight
348	M	600	Straight
348	M	500	Straight
348	S	863	Straight
348	P	640	Straight
348	S	602	Straight
348	S	612	Straight
348	P	680	Straight
349	M	697	Straight
349	M	850	Straight
349	S	649	Straight
349	P	901	Straight
349	P	640	Straight
349	P	646	Straight
350	M	681	Straight
350	S	649	Straight
350	S	850	Straight
350	P	683	Straight
351	M	681	Straight
351	S	665	Straight
351	P	645	Straight
351	P	612	Straight
351	S	664	Straight
351	P	649	Straight
352	S	998	Straight
352	M	697	Straight
353	S	500	Straight
353	S	697	Straight
353	P	640	Straight
353	S	645	Straight
353	M	903	Straight
353	P	522	Straight
353	S	690	Straight
353	P	612	Straight
353	S	501	Straight
353	S	908	Straight
353	S	873	Straight
353	S	692	Straight
354	M	512	Straight
354	M	697	Straight
354	S	831	Straight
354	P	500	Straight
354	S	640	Straight
354	S	645	Straight
354	S	850	Straight
354	P	649	Straight
354	P	908	Straight
354	P	501	Straight
354	P	641	Straight
354	P	907	Straight
354	P	620	Straight
354	P	602	Straight
355	M	500	Mixed
355	M	600	Mixed
355	S	640	Straight
355	P	612	Straight
355	S	783	Straight
355	P	908	Straight
355	P	856	Straight
355	P	780	Straight
355	P	660	Straight
355	P	651	Straight
355	P	697	Straight
355	P	681	Straight
356	M	801	Straight
356	S	620	Straight
356	S	783	Straight
356	S	621	Straight
356	S	656	Straight
357	M	681	Straight
358	M	850	Straight
358	S	640	Straight
358	P	641	Straight
358	P	658	Straight
358	P	901	Straight
358	P	649	Straight
358	S	645	Straight
358	P	656	Straight
358	P	677	Straight
358	P	693	Straight
359	M	681	Straight
359	S	649	Mixed
359	S	677	Straight
359	P	620	Straight
359	P	998	Straight
359	P	651	Straight
359	P	697	Straight
359	P	665	Straight
359	P	693	Straight
360	M	502	Straight
360	P	509	Straight
361	S	681	Straight
361	S	526	Straight
361	S	645	Straight
361	S	697	Straight
361	S	850	Straight
361	S	649	Straight
362	S	739	Straight
362	P	640	Straight
362	P	681	Straight
362	S	733	Straight
362	S	736	Straight
362	P	849	Straight
363	S	500	Straight
363	P	856	Straight
363	S	640	Straight
363	P	783	Straight
363	P	998	Straight
363	P	855	Straight
363	P	603	Straight
363	M	850	Straight
363	S	681	Straight
363	S	697	Straight
363	S	770	Straight
363	P	602	Straight
363	P	999	Straight
363	S	774	Straight
364	M	667	Straight
364	M	611	Straight
364	M	640	Deflating
364	M	850	Straight
364	P	653	Straight
364	P	681	Straight
364	P	697	Straight
364	S	620	Straight
365	P	677	Straight
365	M	681	Straight
365	M	697	Straight
365	M	649	Straight
366	M	500	Straight
366	M	600	Straight
366	S	697	Straight
366	P	681	Straight
366	P	856	Straight
366	S	640	Straight
366	P	850	Straight
366	P	831	Straight
367	M	500	Straight
367	M	600	Straight
367	P	889	Straight
367	P	612	Straight
367	P	804	Straight
367	P	783	Straight
367	P	850	Straight
367	P	834	Straight
368	S	850	Straight
368	M	697	Straight
368	S	651	Straight
368	M	649	Straight
369	M	681	Straight
369	P	612	Straight
369	P	665	Straight
369	S	649	Straight
369	P	821	Straight
369	P	805	Straight
369	S	664	Straight
370	M	681	Straight
371	M	681	Straight
371	S	649	Straight
371	S	850	Straight
371	P	683	Straight
372	S	677	Straight
372	M	850	Straight
372	P	906	Straight
373	S	640	Mixed
373	M	501	Straight
373	P	697	Straight
373	P	649	Straight
374	M	850	Straight
374	P	703	Straight
374	M	697	Straight
374	S	651	Straight
375	M	703	Reinforcing
375	M	850	Straight
375	P	645	Straight
375	M	697	Reinforcing
376	M	863	Straight
377	M	697	Straight
377	P	640	Straight
377	M	831	Straight
377	P	681	Straight
377	P	927	Straight
378	P	905	Straight
378	M	850	Straight
378	P	765	Straight
378	P	645	Straight
378	P	677	Straight
378	P	693	Straight
378	P	855	Straight
378	P	849	Straight
379	M	697	Straight
379	S	651	Straight
379	S	850	Straight
379	S	692	Straight
379	P	640	Straight
379	P	998	Straight
379	P	649	Straight
379	P	703	Straight
380	M	697	Straight
380	S	649	Straight
380	P	681	Straight
380	P	646	Straight
380	S	645	Straight
380	P	856	Straight
381	S	850	Straight
381	S	901	Straight
381	S	645	Straight
381	S	905	Straight
382	P	677	Straight
382	S	681	Straight
382	S	649	Straight
382	P	821	Straight
382	P	820	Straight
382	S	665	Straight
383	S	681	Straight
383	S	677	Straight
383	P	805	Straight
383	P	850	Straight
383	P	670	Straight
383	S	674	Straight
383	P	612	Straight
383	P	640	Straight
383	P	697	Straight
383	P	649	Straight
383	S	692	Straight
384	M	602	Straight
384	S	811	Straight
384	M	600	Straight
384	P	608	Straight
384	P	881	Straight
384	P	612	Straight
384	P	681	Straight
384	P	841	Straight
385	M	602	Straight
385	S	811	Straight
385	S	814	Straight
385	P	659	Straight
385	P	681	Straight
385	S	608	Straight
385	S	676	Straight
385	S	881	Straight
385	P	891	Straight
385	P	649	Straight
385	P	612	Straight
385	P	783	Straight
386	S	602	Straight
386	P	811	Straight
386	M	739	Straight
386	P	600	Straight
386	P	500	Straight
386	P	640	Straight
386	S	849	Straight
386	S	816	Straight
387	S	783	Straight
387	M	697	Straight
387	P	649	Straight
387	P	856	Straight
387	S	692	Straight
387	M	850	Straight
387	S	703	Straight
388	M	500	Straight
388	S	831	Straight
388	M	697	Straight
388	P	903	Straight
388	P	850	Straight
388	P	514	Straight
388	P	640	Straight
388	P	649	Straight
389	M	697	Straight
391	M	850	Straight
391	P	765	Straight
391	P	620	Straight
391	P	526	Straight
392	P	612	Straight
392	M	677	Straight
392	S	850	Straight
392	S	645	Straight
393	M	681	Straight
393	M	649	Straight
393	P	640	Straight
393	P	651	Straight
393	S	850	Straight
393	S	677	Straight
393	P	645	Straight
394	M	681	Straight
394	M	649	Straight
395	M	649	Straight
395	M	697	Straight
395	S	693	Straight
395	P	640	Straight
395	S	850	Straight
395	S	692	Straight
395	P	901	Straight
396	M	697	Straight
396	M	649	Straight
396	P	681	Straight
397	M	500	Straight
397	P	600	Straight
397	P	783	Straight
398	M	600	Mixed
398	S	681	Straight
398	P	645	Straight
398	P	998	Straight
398	S	677	Straight
398	S	927	Straight
398	P	928	Straight
398	P	640	Straight
398	S	500	Straight
399	P	600	Straight
399	P	681	Straight
399	P	677	Straight
399	S	612	Straight
399	S	602	Straight
399	S	772	Straight
399	P	805	Straight
400	M	903	Straight
400	M	697	Straight
400	P	522	Straight
401	M	500	Straight
401	M	600	Straight
401	P	640	Straight
401	S	783	Straight
401	P	526	Straight
1276	P	850	Straight
1276	P	640	Straight
1276	P	906	Straight
1276	P	901	Straight
1276	S	645	Straight
1276	M	681	Straight
401	P	801	Straight
401	P	620	Straight
402	M	901	Straight
402	M	640	Straight
402	P	850	Straight
402	S	774	Straight
402	S	999	Straight
402	S	907	Deflating
402	P	620	Straight
402	P	697	Straight
402	P	681	Straight
402	P	867	Straight
402	P	612	Straight
403	M	830	Straight
403	S	840	Straight
403	S	845	Straight
403	P	500	Straight
403	P	999	Straight
404	P	856	Straight
404	S	612	Straight
404	M	850	Straight
404	S	640	Deflating
404	M	600	Straight
404	M	500	Straight
404	S	783	Straight
405	M	850	Straight
405	P	998	Straight
405	S	904	Straight
405	S	906	Straight
405	P	902	Straight
406	S	681	Straight
406	M	697	Mixed
406	S	649	Straight
406	S	693	Straight
406	P	640	Straight
406	M	850	Straight
406	P	600	Straight
406	P	999	Straight
406	P	863	Straight
406	S	692	Straight
406	P	651	Straight
407	M	681	Straight
407	S	677	Straight
407	P	693	Straight
407	S	649	Straight
407	P	651	Straight
407	S	676	Straight
407	S	602	Straight
407	S	811	Straight
407	S	692	Straight
408	S	649	Straight
408	S	697	Straight
408	S	640	Straight
408	P	620	Straight
409	M	681	Straight
410	P	681	Straight
410	P	608	Straight
410	M	692	Straight
410	M	850	Straight
410	P	863	Straight
410	M	697	Straight
410	S	651	Straight
410	S	645	Straight
410	S	649	Straight
410	S	640	Straight
410	S	696	Straight
411	S	681	Straight
411	P	608	Straight
411	S	676	Straight
411	S	649	Straight
411	S	623	Mixed
411	M	602	Straight
411	S	651	Straight
411	S	640	Straight
411	S	880	Straight
411	P	761	Straight
411	S	674	Straight
411	P	670	Straight
411	S	619	Straight
411	S	603	Straight
412	S	602	Straight
412	M	811	Straight
412	P	640	Straight
412	P	850	Straight
412	S	645	Straight
413	M	783	Straight
413	M	509	Straight
413	S	850	Straight
413	S	697	Straight
413	P	603	Straight
413	P	619	Straight
413	P	692	Straight
413	S	764	Straight
413	P	999	Straight
413	P	649	Straight
413	P	645	Straight
413	P	780	Straight
414	M	831	Straight
414	M	697	Straight
414	M	500	Straight
414	P	649	Straight
414	P	903	Straight
414	M	521	Straight
415	M	803	Straight
415	P	783	Straight
416	M	739	Straight
416	P	814	Straight
416	P	640	Straight
416	P	620	Straight
417	S	681	Straight
417	M	665	Straight
417	S	649	Straight
417	P	640	Straight
417	P	905	Straight
418	M	850	Straight
418	P	998	Straight
418	P	765	Straight
418	M	677	Straight
418	P	612	Straight
418	P	649	Straight
419	M	697	Straight
375	P	651	Straight
420	S	620	Straight
420	M	681	Straight
420	M	649	Straight
420	M	645	Straight
420	S	673	Straight
420	P	856	Straight
420	P	612	Straight
420	S	672	Straight
420	S	651	Straight
420	M	697	Straight
420	S	667	Straight
420	S	903	Straight
421	M	697	Straight
421	S	646	Straight
421	S	850	Straight
421	S	649	Straight
421	S	640	Straight
421	S	675	Straight
421	P	681	Straight
421	P	693	Straight
421	P	656	Straight
422	P	600	Straight
422	M	850	Straight
422	P	681	Straight
422	S	697	Straight
422	S	645	Straight
422	S	640	Straight
423	P	514	Straight
423	P	640	Straight
423	P	696	Straight
423	S	765	Straight
423	P	643	Straight
423	M	850	Straight
424	M	850	Straight
424	S	905	Straight
424	S	645	Straight
424	S	526	Straight
424	S	620	Straight
425	P	832	Straight
425	M	602	Mixed
425	M	811	Straight
425	S	814	Straight
425	P	659	Straight
425	S	739	Straight
425	P	677	Straight
425	P	999	Straight
425	S	640	Straight
425	S	817	Straight
425	P	681	Straight
425	P	697	Straight
425	S	645	Straight
425	S	850	Straight
425	M	774	Straight
425	P	601	Straight
425	S	600	Mixed
425	P	849	Straight
463	P	600	Straight
463	M	850	Straight
463	P	640	Straight
463	P	645	Straight
463	M	681	Straight
463	P	998	Straight
463	S	649	Straight
463	S	880	Straight
463	S	675	Straight
463	P	677	Mixed
463	S	891	Straight
463	S	697	Straight
464	M	697	Straight
464	P	681	Straight
464	S	850	Straight
464	S	903	Straight
464	P	656	Straight
465	M	692	Straight
465	S	697	Straight
465	S	645	Straight
465	S	649	Straight
465	S	651	Straight
465	S	850	Straight
466	M	640	Straight
466	S	645	Straight
466	P	681	Straight
466	P	697	Straight
466	P	820	Straight
466	S	659	Straight
466	M	850	Straight
466	S	764	Straight
466	S	656	Straight
466	S	765	Straight
466	P	901	Straight
466	P	643	Straight
