Story ID	Ranking	Subject (What)	Event Initiator	Tone
392	S	002	72	32
393	1	001	74	26
393	M	081	05	27
393	S	015	05	35
393	M	043	74	26
394	1	015	05	35
394	S	081	05	35
394	S	211	05	18
395	1	001	74	25
395	M	014	05	27
395	S	044	05	27
395	S	461	52	17
395	S	467	52	25
395	S	082	05	19
395	S	446	74	25
396	1	002	71	40
396	M	044	05	19
397	1	270	71	01
398	1	164	09	26
398	S	050	09	34
398	S	048	09	34
398	S	312	01	26
399	1	120	53	26
399	S	124	53	26
399	S	072	53	26
399	S	060	53	34
400	1	174	59	31
400	M	190	59	25
400	M	203	59	25
401	M	325	72	32
401	1	270	71	32
401	S	276	72	32
401	S	093	71	32
402	S	075	71	27
402	1	166	13	27
402	S	407	53	18
402	M	175	57	27
403	1	300	53	17
403	M	234	53	25
403	S	092	53	24
403	S	147	53	17
403	S	360	53	17
404	M	231	53	26
404	M	276	53	32
404	S	093	53	32
404	S	325	53	32
404	S	080	53	19
405	1	226	74	24
405	S	002	74	24
405	S	186	74	31
406	1	001	74	25
406	1	442	03	25
406	S	039	03	25
406	S	099	03	25
406	S	124	03	25
406	S	046	03	26
407	1	120	71	32
407	M	124	71	32
407	S	001	53	32
407	M	292	53	26
407	S	381	53	26
408	1	072	13	27
408	M	075	03	25
409	M	046	01	26
409	S	124	01	18
409	1	026	01	26
409	M	017	01	26
410	1	001	03	25
410	M	011	03	33
410	M	467	03	25
410	S	021	03	25
410	S	442	03	25
410	S	098	03	25
410	S	463	03	19
411	1	353	10	18
411	1	120	01	18
411	S	124	01	26
388	S	193	11	25
411	S	015	01	18
411	S	081	01	18
412	1	292	19	18
412	M	483	19	18
412	S	064	19	18
412	S	148	19	18
413	1	442	53	25
413	S	447	11	33
413	S	446	53	17
413	S	050	11	32
413	S	226	53	25
414	1	420	66	17
414	M	231	11	17
414	S	193	11	25
415	1	291	17	24
415	M	148	17	24
416	1	264	41	18
417	1	051	07	40
417	S	016	24	40
417	S	002	01	34
417	S	082	24	19
418	1	226	53	18
418	M	002	53	18
418	M	466	53	31
418	S	231	53	18
419	1	205	03	25
419	S	201	04	25
420	1	070	05	18
420	M	211	05	18
420	M	015	05	35
420	S	100	71	32
420	S	081	05	35
420	S	191	03	19
421	1	011	71	40
421	M	075	71	32
421	S	060	71	40
421	S	466	52	31
422	1	464	52	24
422	S	446	72	24
422	M	442	03	24
423	S	231	11	27
423	1	225	74	24
423	M	464	52	24
424	M	225	74	24
424	S	174	59	31
424	M	464	52	24
424	S	075	71	32
424	S	166	13	27
425	S	264	41	29
425	1	287	53	26
425	M	282	53	26
425	S	148	27	40
425	1	483	53	26
425	S	411	27	30
425	S	302	53	24
426	1	011	71	40
426	S	386	09	23
427	1	035	05	03
428	1	205	03	01
428	S	201	72	01
428	S	202	02	01
429	M	190	02	26
429	S	356	75	34
429	S	392	75	34
429	1	301	53	34
429	S	200	53	26
430	1	070	53	27
430	M	081	53	27
430	S	464	53	26
430	S	302	53	24
431	M	001	53	32
431	S	291	75	24
431	M	120	53	26
431	M	081	53	35
431	S	469	53	32
432	1	001	74	25
432	S	446	74	24
432	S	431	03	25
432	S	030	03	25
432	S	469	52	25
432	S	081	05	27
433	1	001	74	26
433	S	002	01	34
433	S	442	01	34
433	S	015	05	35
434	1	001	74	32
434	M	394	71	26
434	S	051	71	34
434	S	070	25	27
434	S	381	01	34
434	S	015	25	35
435	1	120	53	18
461	S	001	53	25
461	S	463	75	19
461	S	131	75	33
462	M	011	53	40
462	S	002	53	32
462	M	292	53	26
462	S	274	53	26
462	S	015	53	35
463	M	226	02	18
463	1	001	74	32
463	S	173	55	18
463	S	231	71	26
463	S	084	53	18
463	S	002	71	32
464	1	001	74	25
464	M	043	03	25
464	S	041	03	33
464	S	469	52	25
464	S	019	03	33
465	1	001	53	25
465	M	098	53	25
465	S	407	53	25
465	S	463	03	33
465	S	014	53	27
465	S	464	53	25
466	M	435	13	27
466	M	310	13	27
466	M	226	72	24
466	S	079	71	24
466	S	034	71	32
466	S	461	51	35
466	S	166	13	27
467	M	310	13	27
467	M	483	13	27
467	M	015	13	27
468	1	292	09	26
468	1	324	09	26
468	S	198	53	18
468	S	327	09	26
468	S	276	53	24
469	1	241	11	29
469	M	138	11	24
470	1	262	41	29
470	S	138	41	24
471	1	407	53	26
471	1	120	53	26
471	S	174	59	24
471	S	084	01	18
471	S	001	74	32
472	1	407	53	26
472	M	282	53	26
472	M	100	53	26
472	M	302	53	35
472	S	310	19	27
472	S	330	53	26
473	M	178	11	31
473	M	160	53	32
473	1	165	53	32
473	S	183	64	18
474	1	001	01	34
474	S	002	01	40
474	S	464	52	32
474	S	045	01	34
475	1	353	53	26
475	1	001	09	26
476	1	226	02	18
476	M	231	71	32
476	S	176	53	32
476	S	070	05	27
476	S	082	05	27
477	M	174	53	24
477	M	302	53	24
477	S	393	19	24
478	1	310	13	03
478	M	001	13	03
479	1	001	74	33
479	S	464	52	25
479	S	011	03	33
479	S	064	03	19
479	M	043	03	33
480	M	002	71	32
480	M	381	71	32
480	M	232	13	27
480	M	014	05	27
481	1	292	09	26
481	S	289	09	26
481	S	483	19	31
482	M	241	11	29
482	1	240	53	29
482	S	300	53	25
482	S	356	11	33
483	1	351	53	25
435	S	124	01	26
435	S	131	09	34
435	M	353	53	18
436	1	120	27	26
436	M	121	27	26
436	S	050	27	26
436	S	034	27	26
437	1	241	11	25
437	S	351	11	25
438	1	002	03	33
438	M	026	03	33
439	1	264	41	05
440	1	182	75	39
441	1	001	74	32
441	M	002	71	40
441	M	015	05	35
441	S	075	71	32
441	S	310	13	27
441	S	442	01	34
442	1	002	71	32
442	S	075	71	32
442	M	014	25	27
442	M	310	25	27
442	M	034	71	32
443	1	001	74	25
443	S	015	05	35
443	S	098	53	17
443	S	191	03	33
443	S	462	52	17
444	1	233	02	24
444	1	202	02	18
444	S	064	53	24
444	S	023	03	32
445	1	233	53	25
445	M	064	53	25
445	S	178	11	31
445	S	200	53	25
446	1	048	11	24
446	M	191	11	40
447	1	292	09	26
447	M	483	09	26
447	S	353	09	26
447	M	048	09	18
447	S	100	09	26
447	S	173	09	26
448	1	282	53	26
448	1	483	53	30
448	S	394	53	26
448	S	393	19	26
448	S	287	53	26
449	1	186	55	31
449	S	120	55	18
450	S	002	71	32
450	1	225	74	24
450	S	446	74	24
450	M	034	71	24
450	M	443	69	39
451	1	005	03	33
451	M	465	52	33
451	S	431	03	33
451	S	198	26	33
451	S	462	52	35
451	S	442	03	25
452	1	001	74	33
452	M	011	03	33
453	1	011	03	33
453	S	098	53	33
453	S	017	03	33
454	1	002	71	32
454	S	034	71	32
455	1	001	74	32
455	S	218	01	19
455	S	016	05	19
455	S	124	01	26
455	S	081	05	35
456	1	282	09	26
456	1	483	09	30
456	S	138	19	24
457	1	282	53	26
457	1	483	53	26
457	M	279	53	25
458	1	122	53	35
458	S	015	53	35
458	S	064	53	27
458	S	081	53	35
459	1	226	02	18
459	S	070	05	26
460	1	233	02	24
460	1	202	02	18
460	S	023	21	18
460	S	064	53	24
461	1	300	53	25
483	S	487	53	25
484	1	226	53	26
484	M	001	53	32
484	S	430	53	27
485	1	001	74	40
485	M	045	01	40
485	S	002	71	40
485	S	190	01	40
485	S	082	25	19
485	S	043	01	40
486	1	002	71	40
486	1	045	01	34
487	1	001	74	26
487	S	384	01	26
487	S	014	05	27
488	S	045	53	40
488	1	120	53	32
488	S	384	71	19
488	M	226	53	24
488	S	061	53	24
489	1	226	72	18
489	M	079	71	18
489	S	002	71	24
490	M	466	53	27
490	1	001	53	27
490	M	166	13	27
491	1	001	74	25
491	S	444	70	24
491	S	082	03	19
491	S	191	03	17
491	S	098	53	25
491	S	163	03	17
491	S	234	74	25
492	1	483	11	01
492	M	279	11	01
493	1	247	21	29
493	M	138	21	24
494	1	265	41	05
494	M	264	41	05
494	S	290	75	08
495	1	396	75	07
496	1	001	09	34
496	M	190	01	34
496	S	483	19	26
496	S	120	27	26
496	S	292	09	26
497	M	282	53	26
497	1	483	53	30
497	S	302	53	32
497	S	277	53	32
498	1	394	27	25
498	M	393	27	24
498	S	310	27	24
498	S	386	27	31
499	1	394	53	25
499	S	386	53	25
499	S	396	53	25
500	1	430	13	03
500	S	166	13	03
501	1	182	54	07
502	1	001	74	40
502	M	045	01	40
502	S	011	01	40
503	M	047	01	32
503	M	226	72	18
503	M	002	01	32
503	S	014	13	27
503	S	232	13	27
504	1	435	13	03
504	S	166	13	03
505	1	190	01	34
505	M	011	01	34
505	S	017	01	34
506	1	190	01	34
506	M	421	66	34
506	S	001	53	32
507	1	001	74	40
507	S	002	01	40
507	S	016	06	19
508	1	182	74	07
509	1	011	03	33
509	S	191	03	19
509	M	468	51	33
509	S	463	51	19
510	1	102	53	27
510	M	124	53	27
510	S	384	53	19
510	S	045	01	26
510	S	435	53	19
511	1	002	71	08
511	S	060	71	40
512	1	001	74	34
512	M	045	01	34
512	M	011	01	34
513	1	001	01	26
513	M	100	53	26
514	1	120	53	32
514	M	102	53	27
514	S	014	53	27
515	1	001	53	32
515	S	045	53	40
516	M	002	71	32
516	M	166	13	27
516	S	225	74	24
516	M	466	52	31
517	1	001	74	25
517	S	011	03	33
517	S	043	03	25
517	S	015	05	35
517	S	082	03	19
518	1	182	54	39
518	M	186	54	39
519	1	324	11	32
519	S	325	11	25
519	S	282	11	18
519	S	276	53	32
520	1	324	53	32
520	M	325	53	25
520	S	323	53	24
520	S	276	53	32
521	1	190	01	34
521	M	173	55	26
521	S	421	66	34
521	S	301	27	26
522	1	001	53	32
522	M	045	53	34
522	S	014	53	27
522	S	407	53	24
522	S	050	53	32
523	1	001	74	40
523	M	045	01	34
523	S	011	71	40
524	1	011	01	34
524	S	081	05	27
525	1	001	74	26
525	S	015	05	27
525	M	011	01	34
525	S	003	05	35
526	1	001	53	26
526	M	045	53	26
526	M	102	53	27
526	S	014	53	27
527	M	002	71	32
527	1	466	52	31
527	S	014	13	27
528	1	001	53	32
528	S	014	53	27
528	S	096	53	32
528	S	231	53	25
528	S	218	53	27
528	S	048	53	27
529	M	446	72	24
529	S	002	71	32
529	S	166	13	27
530	1	001	74	25
530	M	011	03	33
530	M	079	03	17
530	S	464	52	17
531	1	001	09	40
532	1	200	53	32
532	S	201	53	25
532	S	209	53	26
532	S	232	53	27
532	S	190	53	32
532	S	191	53	27
533	1	324	71	32
533	M	266	09	26
533	M	292	09	26
533	S	325	17	32
533	S	001	09	34
534	1	324	53	32
534	M	325	53	25
534	S	276	53	32
535	1	182	74	32
535	S	183	72	24
535	S	184	06	19
536	M	227	11	25
536	S	171	11	25
536	1	231	11	25
537	1	148	53	24
537	S	285	53	25
537	S	131	11	25
537	S	279	11	25
538	1	001	53	26
538	M	226	02	18
538	M	045	01	34
538	S	014	05	27
539	1	001	74	34
539	M	045	01	34
539	M	011	01	34
539	S	186	53	31
540	1	001	74	34
540	M	045	01	34
540	S	014	05	27
541	1	001	74	32
541	S	002	01	34
541	S	015	05	35
542	1	001	09	34
543	1	001	03	33
543	S	464	52	25
543	S	043	03	25
544	1	440	03	33
544	S	043	03	33
544	S	406	52	19
544	S	131	53	19
545	1	043	03	25
545	M	082	25	19
545	S	464	52	17
545	S	191	03	33
546	1	300	53	32
547	1	183	75	26
548	1	400	53	19
548	S	131	53	19
548	M	433	53	19
549	1	001	53	32
549	S	234	53	32
549	S	050	53	32
550	1	005	01	34
551	1	005	01	34
551	M	045	01	34
551	S	002	01	34
551	S	465	52	34
551	S	016	05	19
552	1	005	01	34
552	S	016	06	19
553	1	045	01	34
553	S	191	01	34
553	S	003	02	24
554	M	014	53	27
554	M	001	53	26
554	M	096	53	32
554	S	102	53	27
555	1	001	74	26
555	S	015	05	35
556	1	014	05	27
556	S	081	05	35
557	1	266	09	34
557	M	001	09	34
557	S	356	09	34
557	S	200	53	26
557	S	420	66	26
558	1	274	09	26
558	M	325	17	32
558	M	324	09	32
558	S	276	53	32
559	1	001	74	33
559	M	011	03	33
559	M	043	03	33
559	S	431	03	25
560	1	079	74	17
560	S	226	72	24
561	1	300	53	32
561	S	407	53	32
561	S	001	75	32
561	S	384	75	19
561	S	165	75	24
561	S	243	37	29
562	M	005	53	34
562	M	325	53	32
562	M	100	53	26
562	S	001	53	32
563	1	001	74	34
563	M	005	01	34
563	M	016	06	19
563	S	381	01	34
563	S	070	74	18
564	1	005	01	34
564	S	014	06	27
565	1	001	74	25
565	M	015	25	27
565	M	072	03	25
565	S	191	03	25
566	1	166	13	27
566	M	435	13	27
566	S	462	13	35
566	S	003	13	35
566	S	226	72	24
566	S	218	71	32
566	M	232	13	27
566	S	451	52	32
567	1	001	74	34
567	S	045	01	34
567	S	047	01	34
567	M	064	01	27
568	M	435	53	27
568	M	014	53	27
569	1	001	53	32
569	S	045	53	26
569	M	096	53	26
569	M	407	53	32
569	M	382	53	32
570	1	001	74	34
570	M	016	53	19
570	S	002	01	19
570	S	166	53	19
571	1	483	19	30
571	M	289	19	30
572	1	001	74	32
572	M	002	01	34
572	M	015	05	27
572	S	431	07	19
572	S	218	01	19
573	1	001	53	40
573	S	016	53	19
573	S	160	53	40
573	M	430	53	27
573	S	166	53	19
573	S	406	09	24
574	1	435	13	27
574	M	466	74	27
574	S	002	71	32
574	S	166	13	27
575	1	435	13	27
575	S	166	13	27
576	1	070	13	27
576	M	081	13	27
577	1	070	25	27
577	M	212	25	26
578	1	005	01	34
578	M	014	05	27
578	S	218	01	19
579	M	186	53	31
579	1	011	01	34
580	1	001	74	32
580	M	002	01	26
580	M	014	05	27
580	S	431	07	19
580	S	218	01	19
581	1	001	74	26
581	M	064	06	34
582	1	009	03	19
583	1	190	01	34
583	M	468	51	39
583	S	421	66	34
584	1	005	01	34
584	S	014	05	27
584	M	465	52	40
584	S	431	01	40
585	1	435	13	27
585	S	166	13	27
585	S	070	25	27
585	S	225	74	24
585	S	015	13	27
586	1	011	01	34
586	S	016	06	19
586	S	001	53	26
587	M	005	53	34
587	1	100	53	34
587	M	117	53	19
587	S	021	53	26
588	1	001	74	25
588	S	011	03	33
588	M	072	03	25
588	S	009	03	25
589	1	001	74	40
589	S	124	01	34
589	S	051	07	39
589	S	002	01	34
589	S	016	06	19
589	S	381	07	40
590	1	002	01	34
590	S	467	53	32
590	S	100	53	26
591	1	324	71	32
591	M	327	75	32
592	M	015	25	35
592	S	302	53	24
593	1	001	53	40
592	S	174	59	24
592	S	310	53	24
592	M	393	19	24
593	S	465	53	40
593	M	292	53	32
593	M	324	53	32
594	1	001	74	34
594	M	045	01	34
594	M	016	06	19
594	S	015	05	27
595	1	001	53	34
595	S	050	01	34
595	S	048	53	19
595	S	232	13	19
595	S	017	53	34
596	1	166	13	19
596	M	001	74	19
596	S	014	13	27
596	S	232	13	19
597	M	014	53	27
597	M	234	53	18
597	1	466	53	31
597	S	064	53	27
598	1	120	53	26
598	M	045	53	26
598	M	072	53	26
598	S	165	53	26
599	1	234	03	25
599	S	400	53	19
600	1	001	74	25
600	S	009	03	25
600	S	431	03	19
600	M	191	03	19
600	S	098	03	25
601	1	001	74	34
601	M	045	01	34
601	S	014	53	27
602	1	001	53	26
602	S	430	53	26
602	S	164	53	26
603	1	001	74	33
603	M	011	03	33
603	S	045	71	40
603	M	465	52	33
603	S	016	06	19
604	1	001	74	34
604	M	005	01	34
604	M	016	06	19
604	S	434	01	19
605	M	226	71	24
605	1	001	74	32
605	S	014	13	27
605	S	444	75	24
605	S	218	71	19
605	S	064	02	27
606	S	002	71	32
606	1	466	53	31
606	M	001	71	32
607	1	233	02	18
607	M	234	02	18
607	S	183	02	18
607	S	002	01	26
608	1	200	53	32
608	S	225	69	24
609	1	182	56	07
610	1	001	03	40
610	S	465	52	40
610	S	096	03	40
610	S	016	06	19
610	S	009	03	25
610	S	045	03	33
611	S	001	09	40
611	M	276	53	32
611	1	325	11	32
611	M	324	09	26
611	S	353	10	18
612	1	005	03	33
612	S	016	06	19
612	S	465	52	33
613	M	045	03	33
613	1	011	03	33
613	S	016	06	19
614	1	005	03	41
614	M	465	52	41
614	S	016	06	19
615	1	011	03	33
615	M	016	06	19
615	S	384	53	19
616	1	233	02	18
616	M	234	02	18
616	S	002	01	26
616	S	001	74	18
607	S	001	74	24
617	1	001	74	27
617	S	166	13	19
617	M	015	05	27
617	M	011	01	34
618	1	005	01	34
618	M	016	06	19
619	1	300	53	40
620	1	001	01	34
620	M	011	01	34
620	M	016	06	19
620	S	218	01	26
620	S	166	13	19
620	S	048	71	19
621	1	469	53	31
621	S	463	53	19
622	1	001	74	26
622	M	005	01	34
622	M	014	05	35
622	S	211	05	18
622	S	434	01	19
623	1	381	01	19
623	1	382	53	32
623	S	380	11	25
624	1	005	03	33
624	S	016	06	19
624	S	469	52	25
624	S	108	03	33
624	S	346	52	17
624	S	009	03	19
624	S	400	74	19
625	1	098	53	33
625	1	005	03	33
626	M	381	03	32
626	M	048	03	19
626	M	098	03	33
626	M	005	71	40
626	S	231	03	19
626	S	100	03	34
626	S	342	03	25
627	1	270	71	32
627	1	324	15	32
628	1	270	71	32
628	M	326	71	32
628	M	277	71	32
628	S	285	71	32
629	1	270	71	32
629	M	322	53	32
629	M	285	53	32
629	S	276	53	32
629	M	321	53	32
630	1	011	01	34
630	S	016	06	19
630	S	166	13	19
630	S	225	74	18
630	S	434	01	19
631	1	001	74	34
631	M	045	01	34
631	S	226	02	18
631	S	016	06	19
631	S	043	01	26
632	1	001	53	34
632	M	011	01	34
632	S	016	06	19
633	1	001	53	34
633	S	050	01	40
633	S	016	06	19
633	M	381	01	32
634	1	005	03	33
634	S	016	26	19
634	S	464	52	25
634	S	465	52	33
634	S	346	52	17
634	S	434	03	19
635	1	270	71	32
635	S	321	71	32
635	S	285	71	32
635	S	243	37	29
635	S	249	43	40
636	M	276	53	32
636	1	325	53	32
636	S	351	53	25
636	S	396	53	25
636	M	324	53	32
637	M	450	69	24
637	S	446	74	24
637	M	442	71	32
637	S	443	69	31
638	1	011	01	34
638	S	166	13	19
638	M	444	53	24
639	1	005	53	40
639	S	346	53	24
639	M	324	53	32
639	M	276	53	24
639	M	325	53	32
640	1	001	74	34
640	M	014	25	27
640	S	218	01	19
641	1	001	74	34
641	M	183	02	18
641	S	005	01	34
641	S	430	01	26
641	M	002	01	26
641	S	444	74	24
641	M	225	74	18
642	1	001	53	19
642	S	050	53	32
642	S	466	53	32
642	M	016	53	19
642	S	048	53	19
643	1	183	02	18
643	S	231	01	26
644	1	011	03	33
644	S	014	05	27
644	S	064	06	19
644	M	346	52	25
644	S	342	03	25
645	1	342	03	33
645	S	346	52	31
645	S	324	03	33
646	M	201	04	25
646	1	205	03	25
646	S	200	53	25
647	1	325	71	32
647	M	324	71	32
647	S	291	71	31
647	M	270	71	32
647	M	285	71	32
648	1	322	53	18
648	S	353	53	18
648	S	141	53	18
649	1	001	74	34
649	M	011	01	34
649	S	211	05	18
649	S	002	01	34
649	S	014	05	27
650	1	400	52	11
650	M	131	53	11
651	1	001	74	34
651	M	002	01	34
651	M	011	01	34
651	S	016	06	19
652	1	430	01	27
652	M	002	01	26
652	S	048	09	19
652	S	021	01	26
653	1	430	53	34
653	S	075	53	26
653	S	021	53	40
654	1	183	02	18
655	1	166	53	19
655	S	048	53	19
655	S	001	53	19
656	1	225	74	32
656	1	466	53	39
657	1	346	52	31
657	S	347	52	31
657	M	342	03	33
657	S	442	03	33
658	1	321	71	32
658	M	324	71	32
658	S	048	71	40
659	1	205	03	33
659	S	203	05	25
659	S	201	72	25
659	S	202	72	25
660	1	001	74	40
660	M	002	01	26
660	M	011	01	34
660	M	430	01	26
660	M	225	74	24
661	1	001	74	34
661	M	011	01	34
661	S	016	06	19
661	S	080	05	19
662	1	346	52	31
662	M	342	03	25
662	M	400	53	19
662	S	009	03	19
663	1	342	03	25
663	M	346	52	31
664	M	325	71	32
664	M	270	71	32
664	S	131	71	40
664	1	324	71	32
664	S	285	71	32
664	S	276	53	
665	M	325	53	32
665	1	324	53	40
666	1	430	71	32
666	S	002	71	32
666	S	048	09	19
666	S	021	71	32
667	1	200	53	32
667	S	201	53	25
667	S	209	53	26
667	S	218	53	27
667	S	225	53	32
668	1	183	02	18
669	1	205	03	33
669	S	201	04	25
669	S	203	05	25
669	S	202	72	25
670	1	327	75	07
671	M	327	53	32
671	1	324	53	32
671	S	325	53	32
671	S	292	53	32
672	1	005	01	34
672	1	431	01	19
672	S	048	01	19
672	M	346	52	31
672	S	342	01	26
672	S	043	52	34
672	S	148	52	32
672	S	465	52	34
673	M	001	53	32
673	M	466	53	31
673	S	400	53	19
673	S	048	53	19
673	S	130	52	19
674	1	048	71	19
674	M	431	01	19
674	M	346	52	31
674	S	011	01	34
674	S	465	52	34
675	M	048	53	19
675	S	120	53	25
675	M	131	11	19
675	S	082	11	19
675	M	323	53	32
675	S	273	53	25
676	1	001	09	34
676	M	048	09	34
676	S	173	55	31
676	S	324	09	26
677	1	225	74	24
677	M	444	75	24
678	1	200	53	32
679	1	430	53	27
680	1	430	53	27
680	M	433	53	27
680	S	435	53	19
681	1	400	53	19
681	S	048	53	19
681	S	431	51	19
681	S	131	51	19
681	1	435	53	19
681	M	411	53	32
682	M	048	53	19
682	S	302	53	24
682	S	406	75	18
682	M	324	53	24
683	M	048	53	19
683	S	011	53	34
683	M	469	53	32
684	1	005	01	34
684	M	048	01	19
684	M	465	51	40
684	1	431	51	19
684	S	346	51	31
685	1	001	74	26
685	M	015	05	35
685	M	011	01	34
686	M	460	53	19
686	M	048	53	19
686	M	001	53	40
687	S	431	53	19
687	S	001	53	32
687	M	048	53	19
687	M	460	53	19
688	S	260	45	19
688	S	173	55	31
688	M	301	53	34
688	M	148	75	19
688	S	460	09	19
688	M	048	09	19
689	1	302	53	24
689	S	141	75	24
689	S	048	71	27
689	S	174	59	31
690	M	048	53	33
690	S	351	53	33
690	1	360	53	33
690	S	460	53	40
691	M	346	52	31
691	1	342	03	25
691	S	446	74	25
691	M	465	52	40
692	1	001	53	40
692	M	104	53	40
692	S	048	53	34
692	S	430	53	27
693	S	001	74	26
693	1	226	02	10
693	S	434	01	27
694	M	070	74	18
694	S	212	74	26
694	M	226	02	18
694	M	341	02	18
694	S	043	01	18
695	1	346	52	31
695	M	341	02	18
695	S	001	74	26
695	S	434	01	19
696	1	005	71	40
696	M	483	19	31
696	M	460	52	40
696	S	431	52	19
696	S	346	52	31
697	1	324	09	26
697	M	353	10	18
697	1	327	09	32
697	M	348	74	31
698	1	348	75	31
699	1	348	53	32
699	S	341	53	24
699	M	327	53	31
700	1	200	53	32
701	S	444	69	24
701	M	346	52	23
701	1	348	53	24
701	S	225	74	24
701	S	341	72	24
701	M	441	72	24
702	1	302	53	24
702	1	174	59	24
702	M	072	71	32
702	S	131	09	19
702	S	434	11	19
702	S	141	59	24
703	1	330	53	32
703	M	324	53	26
703	M	282	53	26
703	M	287	53	30
703	S	302	53	32
704	1	300	53	32
705	1	005	71	40
705	M	431	52	19
705	S	016	06	19
705	M	346	07	31
705	S	347	52	31
706	S	342	01	26
706	1	346	52	31
706	M	043	01	26
707	1	346	52	31
707	S	341	02	26
707	S	027	01	26
707	S	465	01	40
708	M	326	53	32
708	M	430	53	27
708	S	382	53	32
708	M	348	53	32
709	M	348	53	31
709	M	324	53	32
709	S	345	53	31
709	S	323	53	32
710	1	360	53	25
710	M	300	53	33
710	S	001	53	32
710	M	351	53	25
711	M	434	74	19
711	M	346	52	31
711	M	048	71	19
711	S	463	53	19
711	M	342	03	25
711	S	382	53	24
712	S	166	53	19
712	1	072	71	32
712	M	165	71	32
712	S	131	71	40
713	1	005	07	40
713	S	483	19	31
713	M	431	52	19
713	S	346	52	31
713	S	460	52	19
714	M	342	01	26
714	M	287	53	31
714	M	324	53	31
715	M	347	52	31
715	1	346	52	31
715	S	070	25	18
715	S	001	74	26
715	S	342	01	26
716	1	001	74	26
716	S	015	25	35
716	S	011	01	34
717	1	444	53	24
717	S	450	53	24
718	M	096	53	32
718	M	005	07	40
718	S	324	53	32
718	M	483	19	31
718	M	329	53	31
718	S	287	53	31
719	M	072	71	32
719	M	165	71	32
719	1	324	71	32
719	M	327	53	26
719	S	348	75	24
719	S	442	71	32
719	S	341	15	24
720	M	324	53	32
720	S	382	53	24
720	M	342	53	32
720	S	282	53	18
720	S	279	53	25
720	S	276	53	18
721	1	282	53	26
722	1	300	53	25
722	1	327	53	25
722	S	351	53	25
722	S	400	75	19
723	S	005	07	40
723	M	348	53	24
723	M	324	53	32
723	M	276	53	18
723	S	341	15	24
724	S	005	07	40
724	S	016	06	19
724	1	346	52	31
724	M	341	02	18
724	S	038	01	18
724	M	329	74	31
724	S	483	19	31
725	1	346	52	24
725	M	341	72	24
725	M	130	74	32
725	S	181	11	23
725	S	444	74	23
726	1	400	74	19
726	S	462	52	35
726	S	164	01	18
726	S	431	01	18
727	1	346	52	18
727	M	341	02	18
727	S	444	74	18
728	1	346	53	24
728	M	341	53	24
728	M	347	53	24
728	M	386	53	36
729	1	370	11	26
729	S	133	11	26
729	S	131	11	34
730	1	001	53	32
730	M	386	53	32
730	S	380	53	40
730	S	382	53	24
730	S	073	53	34
732	1	346	52	31
732	S	005	71	40
732	S	016	06	19
732	S	341	07	23
733	1	342	53	26
733	M	483	19	31
733	S	330	53	31
734	1	346	52	24
734	M	341	52	24
734	S	400	53	19
734	S	347	52	24
735	1	225	74	32
735	M	347	52	32
735	M	444	74	32
735	S	228	05	19
735	S	346	52	31
735	S	226	72	24
736	M	346	52	17
736	1	341	04	17
736	M	446	74	17
736	S	441	04	17
736	M	347	52	17
737	1	164	09	26
737	M	131	09	34
737	S	176	09	23
737	M	181	10	26
737	M	347	10	26
738	1	347	11	25
739	M	347	52	32
739	1	342	71	32
740	1	009	53	34
740	M	073	53	34
740	1	430	53	34
741	M	325	17	36
741	1	270	17	36
742	1	321	53	31
743	1	026	03	33
743	M	420	66	33
744	1	346	51	18
744	M	347	52	18
744	1	341	02	18
744	M	464	52	18
745	1	342	01	18
745	S	346	51	31
745	S	464	52	18
745	1	011	01	34
745	M	347	51	18
745	S	327	13	31
746	M	009	01	34
746	S	005	01	34
746	M	347	51	26
746	S	446	74	18
746	S	342	01	26
746	S	483	19	31
747	M	346	15	31
747	M	444	15	24
747	S	342	15	26
747	M	442	15	28
748	1	342	03	25
746	S	135	13	35
749	1	243	37	37
749	M	148	37	17
750	M	260	45	34
750	M	173	55	23
750	S	356	45	34
750	S	190	01	34
750	1	353	74	26
750	M	292	09	26
750	S	301	75	34
751	1	282	09	26
751	M	292	09	26
751	S	386	09	26
752	1	346	51	26
752	M	341	02	18
752	M	347	52	31
752	M	348	51	31
753	1	342	01	26
753	S	043	74	26
753	S	400	13	19
752	S	464	52	18
754	1	001	74	26
754	S	430	53	27
754	S	346	74	31
754	S	014	05	27
755	M	346	51	18
755	M	347	51	18
755	1	342	01	18
756	1	243	37	29
756	M	148	37	24
757	1	073	01	34
757	M	009	01	34
757	S	430	01	19
758	M	001	74	26
758	1	346	51	18
758	S	464	52	18
758	S	341	02	18
758	S	347	51	31
759	1	009	13	19
759	1	386	13	35
759	M	135	13	35
760	1	342	01	26
760	S	347	51	31
760	S	346	51	31
760	M	009	13	34
760	M	386	74	26
761	M	345	52	31
761	S	342	01	26
761	S	341	02	18
761	1	347	51	26
762	1	100	01	26
762	S	045	01	26
762	S	002	01	34
762	S	430	01	27
763	M	243	37	29
763	M	270	17	31
763	S	325	17	36
764	M	342	03	17
764	M	400	13	19
765	M	292	09	26
765	1	483	06	30
765	S	430	09	26
765	S	009	09	26
766	1	001	71	40
766	M	011	71	40
766	S	186	56	31
766	S	342	71	32
766	S	190	01	34
767	1	027	22	34
767	M	233	02	26
767	S	081	05	27
767	S	017	22	34
768	M	466	52	31
768	S	348	52	31
