1382;102119;AyeVote
576;102119;AyeVote
533;102119;AyeVote
443;102119;AyeVote
327;102119;AyeVote
328;102119;AyeVote
407;102119;AyeVote
389;102119;AyeVote
390;102119;AyeVote
391;102119;AyeVote
80;102119;AyeVote
310;102119;AyeVote
577;102119;AyeVote
4148;102119;AyeVote
588;102119;AyeVote
1407;102119;AyeVote
590;102119;AyeVote
592;102119;AyeVote
161;102119;AyeVote
160;102119;AyeVote
162;102119;AyeVote
509;102119;AyeVote
163;102119;AyeVote
386;102119;AyeVote
593;102119;AyeVote
1410;102119;AyeVote
50;102119;AyeVote
444;102119;AyeVote
596;102119;AyeVote
597;102119;AyeVote
1411;102119;AyeVote
600;102119;AyeVote
1412;102119;AyeVote
599;102119;AyeVote
387;102119;AyeVote
164;102119;AyeVote
428;102119;AyeVote
408;102119;AyeVote
165;102119;AyeVote
167;102119;AyeVote
329;102119;AyeVote
168;102119;AyeVote
602;102119;AyeVote
603;102119;AyeVote
224;102119;AyeVote
388;102119;AyeVote
169;102119;AyeVote
250;102119;AyeVote
518;102119;AyeVote
360;102119;AyeVote
605;102119;AyeVote
606;102119;AyeVote
1418;102119;AyeVote
608;102119;AyeVote
1419;102119;AyeVote
4158;102119;AyeVote
494;102119;AyeVote
1420;102119;AyeVote
615;102119;AyeVote
566;102119;AyeVote
84;102119;AyeVote
125;102119;AyeVote
1421;102119;AyeVote
171;102119;AyeVote
1422;102119;AyeVote
173;102119;AyeVote
409;102119;AyeVote
1387;102119;AyeVote
429;102119;AyeVote
617;102119;AyeVote
618;102119;AyeVote
175;102119;AyeVote
37;102119;AyeVote
4151;102119;AyeVote
176;102119;AyeVote
38;102119;AyeVote
26;102119;AyeVote
445;102119;AyeVote
214;102119;AyeVote
65;102119;AyeVote
410;102119;AyeVote
179;102119;AyeVote
266;102119;AyeVote
446;102119;AyeVote
330;102119;AyeVote
180;102119;AyeVote
182;102119;AyeVote
519;102119;AyeVote
411;102119;AyeVote
401;102119;AyeVote
469;102119;AyeVote
184;102119;AyeVote
619;102119;AyeVote
186;102119;AyeVote
542;102119;AyeVote
520;102119;AyeVote
412;102119;AyeVote
353;102119;AyeVote
620;102119;AyeVote
188;102119;AyeVote
141;102119;AyeVote
374;102119;AyeVote
376;102119;AyeVote
219;102119;AyeVote
621;102119;AyeVote
481;102119;AyeVote
482;102119;AyeVote
470;102119;AyeVote
413;102119;AyeVote
414;102119;AyeVote
416;102119;AyeVote
571;102119;AyeVote
1;102119;AyeVote
417;102119;AyeVote
1427;102119;AyeVote
28;102119;AyeVote
189;102119;AyeVote
190;102119;AyeVote
192;102119;AyeVote
347;102119;AyeVote
483;102119;AyeVote
484;102119;AyeVote
485;102119;AyeVote
513;102119;AyeVote
487;102119;AyeVote
341;102119;AyeVote
1429;102119;AyeVote
3;102119;AyeVote
448;102119;AyeVote
450;102119;AyeVote
449;102119;AyeVote
451;102119;AyeVote
452;102119;AyeVote
361;102119;AyeVote
143;102119;AyeVote
549;102119;AyeVote
1430;102119;AyeVote
1431;102119;AyeVote
1432;102119;AyeVote
19;102119;AyeVote
193;102119;AyeVote
543;102119;AyeVote
559;102119;AyeVote
1433;102119;AyeVote
471;102119;AyeVote
144;102119;AyeVote
1434;102119;AyeVote
567;102119;AyeVote
9;102119;AyeVote
521;102119;AyeVote
523;102119;AyeVote
522;102119;AyeVote
1436;102119;AyeVote
544;102119;AyeVote
545;102119;AyeVote
419;102119;AyeVote
296;102119;AyeVote
225;102119;AyeVote
1438;102119;AyeVote
331;102119;AyeVote
627;102119;AyeVote
20;102119;AyeVote
1439;102119;AyeVote
194;102119;AyeVote
1440;102119;AyeVote
524;102119;AyeVote
290;102119;AyeVote
1391;102119;AyeVote
4150;102119;AyeVote
342;102119;AyeVote
355;102119;AyeVote
220;102119;AyeVote
129;102119;AyeVote
130;102119;AyeVote
363;102119;AyeVote
364;102119;AyeVote
291;102119;AyeVote
629;102119;AyeVote
298;102119;AyeVote
555;102119;AyeVote
453;102119;AyeVote
454;102119;AyeVote
1442;102119;AyeVote
95;102119;AyeVote
96;102119;AyeVote
631;102119;AyeVote
632;102119;AyeVote
472;102119;AyeVote
1443;102119;AyeVote
299;102119;AyeVote
122;102119;AyeVote
232;102119;AyeVote
233;102119;AyeVote
556;102119;AyeVote
197;102119;AyeVote
58;102119;AyeVote
59;102119;AyeVote
540;102119;AyeVote
473;102119;AyeVote
198;102119;AyeVote
301;102119;AyeVote
10;102119;AyeVote
11;102119;AyeVote
269;102119;AyeVote
199;102119;AyeVote
1446;102119;AyeVote
200;102119;AyeVote
455;102119;AyeVote
60;102119;AyeVote
475;102119;AyeVote
392;102119;AyeVote
1392;102119;AyeVote
635;102119;AyeVote
292;102119;AyeVote
456;102119;AyeVote
381;102119;AyeVote
377;102119;AyeVote
382;102119;AyeVote
396;102119;AyeVote
394;102119;AyeVote
1448;102119;AyeVote
399;102119;AyeVote
572;102119;AyeVote
303;102119;AyeVote
367;102119;AyeVote
422;102119;AyeVote
275;102119;AyeVote
89;102119;AyeVote
12;102119;AyeVote
255;102119;AyeVote
332;102119;AyeVote
4160;102119;AyeVote
226;102119;AyeVote
476;102119;AyeVote
304;102119;AyeVote
1452;102119;AyeVote
263;102119;AyeVote
90;102119;AyeVote
61;102119;AyeVote
62;102119;AyeVote
71;102119;AyeVote
489;102119;AyeVote
98;102119;AyeVote
227;102119;AyeVote
283;102119;AyeVote
305;102119;AyeVote
284;102119;AyeVote
1455;102119;AyeVote
72;102119;AyeVote
636;102119;AyeVote
458;102119;AyeVote
504;102119;AyeVote
505;102119;AyeVote
285;102119;AyeVote
286;102119;AyeVote
287;102119;AyeVote
506;102119;AyeVote
314;102119;AyeVote
1457;102119;AyeVote
203;102119;AyeVote
459;102119;AyeVote
527;102119;AyeVote
568;102119;AyeVote
569;102119;AyeVote
289;102119;AyeVote
1460;102119;AyeVote
1461;102119;AyeVote
464;102119;AyeVote
277;102119;AyeVote
45;102119;AyeVote
237;102119;AyeVote
546;102119;AyeVote
206;102119;AyeVote
228;102119;AyeVote
638;102119;AyeVote
207;102119;AyeVote
529;102119;AyeVote
534;102119;AyeVote
465;102119;AyeVote
681;102119;AyeVote
423;102119;AyeVote
491;102119;AyeVote
316;102119;AyeVote
317;102119;AyeVote
211;102119;AyeVote
516;102119;AyeVote
221;102119;AyeVote
97;102119;AyeVote
318;102119;AyeVote
517;102119;AyeVote
432;102119;AyeVote
433;102119;AyeVote
294;102119;AyeVote
138;102119;AyeVote
356;102119;AyeVote
400;102119;AyeVote
639;102119;AyeVote
1463;102119;AyeVote
320;102119;AyeVote
3748;102119;AyeVote
437;102119;AyeVote
477;102119;AyeVote
1464;102119;AyeVote
641;102119;AyeVote
3786;102119;AyeVote
460;102119;AyeVote
213;102119;AyeVote
63;102119;AyeVote
492;102119;AyeVote
493;102119;AyeVote
321;102119;AyeVote
438;102119;AyeVote
322;102119;AyeVote
1468;102119;AyeVote
271;102119;AyeVote
1469;102119;AyeVote
1470;102119;AyeVote
462;102119;AyeVote
1473;102119;AyeVote
1474;102119;AyeVote
47;102119;NoVote
295;102119;NoVote
479;102119;AyeVote
435;102119;NoVote
4211;102119;NoVote
76;102119;NoVote
15;102119;NoVote
93;102119;NoVote
16;102119;NoVote
142;102119;NoVote
642;102119;NoVote
1388;102119;NoVote
644;102119;NoVote
1383;102119;AyeVote
402;102119;AyeVote
368;102119;NoVote
1389;102119;NoVote
1390;102119;NoVote
334;102119;NoVote
111;102119;NoVote
325;102119;NoVote
1393;102119;NoVote
335;102119;NoVote
240;102119;NoVote
241;102119;NoVote
404;102119;AyeVote
7;102119;NoVote
33;102119;NoVote
1396;102119;NoVote
149;102119;NoVote
265;102119;NoVote
64;102119;NoVote
17;102119;NoVote
133;102119;NoVote
77;102119;NoVote
1214;102119;NoVote
